Plot Title: 22224701,,,,,,,,
#,"Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 22224701, SEN S/N: 22224701)","Temp, °F (LGR S/N: 22224701, SEN S/N: 22224701)",Coupler Attached (LGR S/N: 22224701),Host Connected (LGR S/N: 22224701),Coupler Detached (LGR S/N: 22224701),Stopped (LGR S/N: 22224701),End Of File (LGR S/N: 22224701)
356,5/25/2025 2:35,9.84,57.67,,,,,
357,5/25/2025 2:40,9.82,57.67,,,,,
358,5/25/2025 2:45,9.84,57.67,,,,,
359,5/25/2025 2:50,9.82,57.67,,,,,
360,5/25/2025 2:55,9.82,57.67,,,,,
361,5/25/2025 3:00,9.8,57.63,,,,,
362,5/25/2025 3:05,9.8,57.63,,,,,
363,5/25/2025 3:10,9.81,57.63,,,,,
364,5/25/2025 3:15,9.8,57.63,,,,,
365,5/25/2025 3:20,9.79,57.63,,,,,
366,5/25/2025 3:25,9.8,57.63,,,,,
367,5/25/2025 3:30,9.8,57.63,,,,,
368,5/25/2025 3:35,9.79,57.63,,,,,
369,5/25/2025 3:40,9.8,57.63,,,,,
370,5/25/2025 3:45,9.8,57.63,,,,,
371,5/25/2025 3:50,9.8,57.63,,,,,
372,5/25/2025 3:55,9.81,57.63,,,,,
373,5/25/2025 4:00,9.82,57.63,,,,,
374,5/25/2025 4:05,9.8,57.67,,,,,
375,5/25/2025 4:10,9.81,57.67,,,,,
376,5/25/2025 4:15,9.79,57.67,,,,,
377,5/25/2025 4:20,9.81,57.67,,,,,
378,5/25/2025 4:25,9.81,57.67,,,,,
379,5/25/2025 4:30,9.81,57.67,,,,,
380,5/25/2025 4:35,9.8,57.67,,,,,
381,5/25/2025 4:40,9.81,57.67,,,,,
382,5/25/2025 4:45,9.82,57.67,,,,,
383,5/25/2025 4:50,9.82,57.67,,,,,
384,5/25/2025 4:55,9.85,57.67,,,,,
385,5/25/2025 5:00,9.84,57.67,,,,,
386,5/25/2025 5:05,9.84,57.7,,,,,
387,5/25/2025 5:10,9.86,57.7,,,,,
388,5/25/2025 5:15,9.85,57.74,,,,,
389,5/25/2025 5:20,9.85,57.74,,,,,
390,5/25/2025 5:25,9.84,57.74,,,,,
391,5/25/2025 5:30,9.84,57.78,,,,,
392,5/25/2025 5:35,9.82,57.78,,,,,
393,5/25/2025 5:40,9.83,57.78,,,,,
394,5/25/2025 5:45,9.82,57.81,,,,,
395,5/25/2025 5:50,9.81,57.81,,,,,
396,5/25/2025 5:55,9.81,57.81,,,,,
397,5/25/2025 6:00,9.81,57.81,,,,,
398,5/25/2025 6:05,9.78,57.81,,,,,
399,5/25/2025 6:10,9.78,57.81,,,,,
400,5/25/2025 6:15,9.75,57.81,,,,,
401,5/25/2025 6:20,9.76,57.81,,,,,
402,5/25/2025 6:25,9.76,57.85,,,,,
403,5/25/2025 6:30,9.77,57.85,,,,,
404,5/25/2025 6:35,9.77,57.85,,,,,
405,5/25/2025 6:40,9.77,57.88,,,,,
406,5/25/2025 6:45,9.77,57.88,,,,,
407,5/25/2025 6:50,9.78,57.88,,,,,
408,5/25/2025 6:55,9.78,57.92,,,,,
409,5/25/2025 7:00,9.78,57.92,,,,,
410,5/25/2025 7:05,9.72,57.92,,,,,
411,5/25/2025 7:10,9.68,57.96,,,,,
412,5/25/2025 7:15,9.63,57.99,,,,,
413,5/25/2025 7:20,9.63,57.99,,,,,
414,5/25/2025 7:25,9.63,57.99,,,,,
415,5/25/2025 7:30,9.62,58.03,,,,,
416,5/25/2025 7:35,9.63,58.03,,,,,
417,5/25/2025 7:40,9.62,58.03,,,,,
418,5/25/2025 7:45,9.64,58.03,,,,,
419,5/25/2025 7:50,9.63,57.99,,,,,
420,5/25/2025 7:55,9.63,57.99,,,,,
421,5/25/2025 8:00,9.64,57.99,,,,,
422,5/25/2025 8:05,9.62,58.03,,,,,
423,5/25/2025 8:10,9.62,58.03,,,,,
424,5/25/2025 8:15,9.62,58.03,,,,,
425,5/25/2025 8:20,9.62,58.03,,,,,
426,5/25/2025 8:25,9.6,58.03,,,,,
427,5/25/2025 8:30,9.62,58.03,,,,,
428,5/25/2025 8:35,9.62,58.03,,,,,
429,5/25/2025 8:40,9.62,58.03,,,,,
430,5/25/2025 8:45,9.62,58.03,,,,,
431,5/25/2025 8:50,9.62,58.06,,,,,
432,5/25/2025 8:55,9.62,58.06,,,,,
433,5/25/2025 9:00,9.63,58.06,,,,,
434,5/25/2025 9:05,9.63,58.06,,,,,
435,5/25/2025 9:10,9.63,58.03,,,,,
436,5/25/2025 9:15,9.65,58.03,,,,,
437,5/25/2025 9:20,9.67,57.99,,,,,
438,5/25/2025 9:25,9.69,57.99,,,,,
439,5/25/2025 9:30,9.69,57.99,,,,,
440,5/25/2025 9:35,9.69,58.03,,,,,
441,5/25/2025 9:40,9.69,58.03,,,,,
442,5/25/2025 9:45,9.69,58.03,,,,,
443,5/25/2025 9:50,9.69,58.03,,,,,
444,5/25/2025 9:55,9.69,58.03,,,,,
445,5/25/2025 10:00,9.68,58.03,,,,,
446,5/25/2025 10:05,9.66,58.03,,,,,
447,5/25/2025 10:10,9.65,58.03,,,,,
448,5/25/2025 10:15,9.64,58.03,,,,,
449,5/25/2025 10:20,9.63,58.03,,,,,
450,5/25/2025 10:25,9.62,58.03,,,,,
451,5/25/2025 10:30,9.62,58.03,,,,,
452,5/25/2025 10:35,9.62,58.06,,,,,
453,5/25/2025 10:40,9.61,58.06,,,,,
454,5/25/2025 10:45,9.62,58.06,,,,,
455,5/25/2025 10:50,9.6,58.06,,,,,
456,5/25/2025 10:55,9.59,58.06,,,,,
457,5/25/2025 11:00,9.6,58.06,,,,,
458,5/25/2025 11:05,9.61,58.06,,,,,
459,5/25/2025 11:10,9.61,58.06,,,,,
460,5/25/2025 11:15,9.61,58.06,,,,,
461,5/25/2025 11:20,9.62,58.06,,,,,
462,5/25/2025 11:25,9.62,58.03,,,,,
463,5/25/2025 11:30,9.62,58.03,,,,,
464,5/25/2025 11:35,9.62,58.03,,,,,
465,5/25/2025 11:40,9.62,58.03,,,,,
466,5/25/2025 11:45,9.64,57.99,,,,,
467,5/25/2025 11:50,9.63,57.99,,,,,
468,5/25/2025 11:55,9.62,57.99,,,,,
469,5/25/2025 12:00,9.63,57.99,,,,,
470,5/25/2025 12:05,9.65,57.96,,,,,
471,5/25/2025 12:10,9.68,57.92,,,,,
472,5/25/2025 12:15,9.72,57.85,,,,,
473,5/25/2025 12:20,9.74,57.81,,,,,
474,5/25/2025 12:25,9.75,57.78,,,,,
475,5/25/2025 12:30,9.76,57.74,,,,,
476,5/25/2025 12:35,9.76,57.74,,,,,
477,5/25/2025 12:40,9.76,57.7,,,,,
478,5/25/2025 12:45,9.76,57.7,,,,,
479,5/25/2025 12:50,9.75,57.7,,,,,
480,5/25/2025 12:55,9.74,57.7,,,,,
481,5/25/2025 13:00,9.73,57.7,,,,,
482,5/25/2025 13:05,9.74,57.7,,,,,
483,5/25/2025 13:10,9.74,57.7,,,,,
484,5/25/2025 13:15,9.74,57.7,,,,,
485,5/25/2025 13:20,9.75,57.7,,,,,
486,5/25/2025 13:25,9.74,57.7,,,,,
487,5/25/2025 13:30,9.74,57.7,,,,,
488,5/25/2025 13:35,9.73,57.7,,,,,
489,5/25/2025 13:40,9.73,57.67,,,,,
490,5/25/2025 13:45,9.72,57.67,,,,,
491,5/25/2025 13:50,9.72,57.67,,,,,
492,5/25/2025 13:55,9.73,57.67,,,,,
493,5/25/2025 14:00,9.76,57.7,,,,,
494,5/25/2025 14:05,9.77,57.74,,,,,
495,5/25/2025 14:10,9.75,57.74,,,,,
496,5/25/2025 14:15,9.77,57.74,,,,,
497,5/25/2025 14:20,9.76,57.78,,,,,
498,5/25/2025 14:25,9.76,57.78,,,,,
499,5/25/2025 14:30,9.76,57.78,,,,,
500,5/25/2025 14:35,9.75,57.78,,,,,
501,5/25/2025 14:40,9.75,57.78,,,,,
502,5/25/2025 14:45,9.76,57.78,,,,,
503,5/25/2025 14:50,9.77,57.78,,,,,
504,5/25/2025 14:55,9.74,57.78,,,,,
505,5/25/2025 15:00,9.75,57.78,,,,,
506,5/25/2025 15:05,9.75,57.74,,,,,
507,5/25/2025 15:10,9.74,57.74,,,,,
508,5/25/2025 15:15,9.74,57.7,,,,,
509,5/25/2025 15:20,9.74,57.7,,,,,
510,5/25/2025 15:25,9.73,57.7,,,,,
511,5/25/2025 15:30,9.73,57.67,,,,,
512,5/25/2025 15:35,9.73,57.67,,,,,
513,5/25/2025 15:40,9.71,57.67,,,,,
514,5/25/2025 15:45,9.72,57.67,,,,,
515,5/25/2025 15:50,9.72,57.67,,,,,
516,5/25/2025 15:55,9.72,57.63,,,,,
517,5/25/2025 16:00,9.72,57.63,,,,,
518,5/25/2025 16:05,9.72,57.63,,,,,
519,5/25/2025 16:10,9.71,57.67,,,,,
520,5/25/2025 16:15,9.7,57.63,,,,,
521,5/25/2025 16:20,9.72,57.63,,,,,
522,5/25/2025 16:25,9.71,57.63,,,,,
523,5/25/2025 16:30,9.69,57.63,,,,,
