"Plot Title: 20819389"
"#","Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 20819389, SEN S/N: 20819389)","Temp, °F (LGR S/N: 20819389, SEN S/N: 20819389)","DO Adj Conc, mg/L (LGR S/N: 20819389)","DO Percent Sat, % (LGR S/N: 20819389)","Coupler Detached (LGR S/N: 20819389)","Coupler Attached (LGR S/N: 20819389)","Host Connected (LGR S/N: 20819389)","Stopped (LGR S/N: 20819389)","End Of File (LGR S/N: 20819389)"
76,08/19/25 06:29:55 PM,8.38,89.92,7.28,115.1,,,,,
77,08/19/25 06:34:55 PM,8.34,92.84,7.26,117.7,,,,,
78,08/19/25 06:39:55 PM,7.85,96.01,6.84,114.0,,,,,
79,08/19/25 06:44:55 PM,7.83,98.56,6.83,116.4,,,,,
80,08/19/25 06:49:55 PM,7.70,101.88,6.73,117.9,,,,,
81,08/19/25 06:54:55 PM,7.35,104.86,6.43,115.5,,,,,
82,08/19/25 06:59:55 PM,7.13,107.53,6.24,114.7,,,,,
83,08/19/25 07:04:55 PM,6.60,110.05,5.79,108.5,,,,,
84,08/19/25 07:09:55 PM,6.82,112.35,5.98,114.4,,,,,
85,08/19/25 07:14:55 PM,6.82,114.37,5.99,116.4,,,,,
86,08/19/25 07:19:55 PM,6.70,115.99,5.89,116.0,,,,,
87,08/19/25 07:24:55 PM,6.57,117.14,5.78,114.9,,,,,
88,08/19/25 07:29:55 PM,6.53,118.29,5.74,115.4,,,,,
89,08/19/25 07:34:55 PM,6.46,119.01,5.68,114.9,,,,,
90,08/19/25 07:39:55 PM,6.43,119.70,5.66,115.0,,,,,
91,08/19/25 07:44:55 PM,6.36,120.24,5.60,114.3,,,,,
92,08/19/25 07:49:55 PM,6.23,120.56,5.48,112.3,,,,,
93,08/19/25 07:54:55 PM,6.13,120.20,5.40,110.1,,,,,
94,08/19/25 07:59:55 PM,6.22,120.27,5.48,111.8,,,,,
95,08/19/25 08:04:55 PM,6.19,120.45,5.45,111.5,,,,,
96,08/19/25 08:09:55 PM,6.04,120.45,5.32,108.8,,,,,
97,08/19/25 08:14:55 PM,6.01,119.52,5.29,107.3,,,,,
98,08/19/25 08:19:55 PM,6.05,119.23,5.32,107.8,,,,,
99,08/19/25 08:24:55 PM,6.01,118.98,5.29,106.8,,,,,
100,08/19/25 08:29:55 PM,5.96,118.76,5.24,105.7,,,,,
101,08/19/25 08:34:55 PM,5.87,118.00,5.16,103.5,,,,,
102,08/19/25 08:39:55 PM,5.86,116.71,5.15,102.1,,,,,
103,08/19/25 08:44:55 PM,5.90,114.80,5.18,101.1,,,,,
104,08/19/25 08:49:55 PM,6.00,112.93,5.27,101.2,,,,,
105,08/19/25 08:54:55 PM,6.07,110.48,5.32,100.2,,,,,
106,08/19/25 08:59:55 PM,6.15,108.28,5.39,99.6,,,,,
107,08/19/25 09:04:55 PM,6.25,105.98,5.47,99.2,,,,,
108,08/19/25 09:09:55 PM,6.38,103.71,5.58,99.2,,,,,
109,08/19/25 09:14:55 PM,6.50,101.44,5.68,99.1,,,,,
110,08/19/25 09:19:55 PM,6.64,99.25,5.79,99.3,,,,,
111,08/19/25 09:24:55 PM,6.77,97.12,5.90,99.3,,,,,
112,08/19/25 09:29:55 PM,6.91,94.96,6.02,99.4,,,,,
113,08/19/25 09:34:55 PM,7.05,93.02,6.13,99.6,,,,,
114,08/19/25 09:39:55 PM,7.18,91.15,6.24,99.7,,,,,
115,08/19/25 09:44:55 PM,7.33,89.49,6.37,100.2,,,,,
116,08/19/25 09:49:55 PM,7.43,87.80,6.45,100.0,,,,,
117,08/19/25 09:54:55 PM,7.55,86.14,6.55,100.0,,,,,
118,08/19/25 09:59:55 PM,7.68,84.60,6.65,100.2,,,,,
119,08/19/25 10:04:55 PM,7.79,83.16,6.74,100.3,,,,,
120,08/19/25 10:09:55 PM,7.91,81.79,6.84,100.4,,,,,
121,08/19/25 10:14:55 PM,8.02,80.56,6.93,100.6,,,,,
122,08/19/25 10:19:55 PM,8.13,79.45,7.02,100.9,,,,,
123,08/19/25 10:24:55 PM,8.23,78.44,7.11,101.1,,,,,
124,08/19/25 10:29:55 PM,8.33,77.50,7.19,101.3,,,,,
125,08/19/25 10:34:55 PM,8.41,76.64,7.25,101.4,,,,,
126,08/19/25 10:39:55 PM,8.49,75.88,7.32,101.6,,,,,
127,08/19/25 10:44:55 PM,8.57,75.16,7.38,101.8,,,,,
128,08/19/25 10:49:55 PM,8.63,74.52,7.43,101.8,,,,,
129,08/19/25 10:54:55 PM,8.69,73.87,7.48,101.8,,,,,
130,08/19/25 10:59:55 PM,8.76,73.29,7.54,102.0,,,,,
131,08/19/25 11:04:55 PM,8.82,72.75,7.59,102.1,,,,,
132,08/19/25 11:09:55 PM,8.87,72.28,7.63,102.2,,,,,
133,08/19/25 11:14:55 PM,8.92,71.82,7.67,102.3,,,,,
134,08/19/25 11:19:55 PM,8.97,71.42,7.71,102.4,,,,,
135,08/19/25 11:24:55 PM,9.01,71.06,7.74,102.5,,,,,
136,08/19/25 11:29:55 PM,9.05,70.70,7.78,102.5,,,,,
137,08/19/25 11:34:55 PM,9.08,70.38,7.80,102.5,,,,,
138,08/19/25 11:39:55 PM,9.11,70.05,7.83,102.5,,,,,
139,08/19/25 11:44:55 PM,9.15,69.73,7.86,102.6,,,,,
140,08/19/25 11:49:55 PM,9.18,69.44,7.88,102.6,,,,,
141,08/19/25 11:54:55 PM,9.21,69.19,7.91,102.6,,,,,
142,08/19/25 11:59:55 PM,9.24,68.94,7.93,102.7,,,,,
143,08/20/25 12:04:55 AM,9.26,68.68,7.95,102.6,,,,,
144,08/20/25 12:09:55 AM,9.29,68.47,7.97,102.7,,,,,
145,08/20/25 12:14:55 AM,9.31,68.29,7.99,102.7,,,,,
146,08/20/25 12:19:55 AM,9.33,68.11,8.00,102.7,,,,,
147,08/20/25 12:24:55 AM,9.35,67.93,8.02,102.8,,,,,
148,08/20/25 12:29:55 AM,9.36,67.78,8.03,102.7,,,,,
149,08/20/25 12:34:55 AM,9.38,67.64,8.04,102.8,,,,,
150,08/20/25 12:39:55 AM,9.40,67.53,8.06,102.9,,,,,
151,08/20/25 12:44:55 AM,9.43,67.39,8.09,103.0,,,,,
152,08/20/25 12:49:55 AM,9.43,67.28,8.09,102.9,,,,,
153,08/20/25 12:54:55 AM,9.45,67.17,8.10,103.0,,,,,
154,08/20/25 12:59:55 AM,9.46,67.06,8.11,103.0,,,,,
155,08/20/25 01:04:55 AM,9.47,66.99,8.12,103.0,,,,,
156,08/20/25 01:09:55 AM,9.48,66.92,8.13,103.0,,,,,
157,08/20/25 01:14:55 AM,9.48,66.85,8.13,102.9,,,,,
158,08/20/25 01:19:55 AM,9.49,66.81,8.13,103.0,,,,,
159,08/20/25 01:24:55 AM,9.50,66.74,8.14,103.0,,,,,
160,08/20/25 01:29:55 AM,9.51,66.67,8.15,103.1,,,,,
161,08/20/25 01:34:55 AM,9.51,66.60,8.15,103.0,,,,,
162,08/20/25 01:39:55 AM,9.52,66.56,8.16,103.0,,,,,
163,08/20/25 01:44:55 AM,9.53,66.49,8.17,103.1,,,,,
164,08/20/25 01:49:55 AM,9.53,66.45,8.17,103.0,,,,,
165,08/20/25 01:54:55 AM,9.53,66.38,8.17,102.9,,,,,
166,08/20/25 01:59:55 AM,9.54,66.34,8.18,103.0,,,,,
167,08/20/25 02:04:55 AM,9.55,66.27,8.18,103.0,,,,,
168,08/20/25 02:09:55 AM,9.56,66.24,8.19,103.1,,,,,
169,08/20/25 02:14:55 AM,9.56,66.20,8.19,103.1,,,,,
170,08/20/25 02:19:55 AM,9.56,66.16,8.19,103.0,,,,,
171,08/20/25 02:24:55 AM,9.56,66.13,8.19,103.0,,,,,
172,08/20/25 02:29:55 AM,9.56,66.13,8.19,103.0,,,,,
173,08/20/25 02:34:55 AM,9.56,66.13,8.19,103.0,,,,,
174,08/20/25 02:39:55 AM,9.57,66.09,8.20,103.0,,,,,
175,08/20/25 02:44:55 AM,9.57,66.06,8.20,103.0,,,,,
176,08/20/25 02:49:55 AM,9.58,66.06,8.21,103.1,,,,,
177,08/20/25 02:54:55 AM,9.58,65.98,8.21,103.0,,,,,
178,08/20/25 02:59:55 AM,9.58,65.95,8.21,103.0,,,,,
179,08/20/25 03:04:55 AM,9.58,65.88,8.21,102.9,,,,,
180,08/20/25 03:09:55 AM,9.59,65.84,8.22,103.0,,,,,
181,08/20/25 03:14:55 AM,9.61,65.80,8.23,103.1,,,,,
182,08/20/25 03:19:55 AM,9.61,65.73,8.23,103.1,,,,,
183,08/20/25 03:24:55 AM,9.62,65.70,8.24,103.1,,,,,
184,08/20/25 03:29:55 AM,9.62,65.66,8.24,103.1,,,,,
185,08/20/25 03:34:55 AM,9.62,65.62,8.24,103.0,,,,,
186,08/20/25 03:39:55 AM,9.63,65.59,8.25,103.1,,,,,
187,08/20/25 03:44:55 AM,9.63,65.52,8.25,103.0,,,,,
188,08/20/25 03:49:55 AM,9.63,65.48,8.25,103.0,,,,,
189,08/20/25 03:54:55 AM,9.63,65.44,8.25,102.9,,,,,
190,08/20/25 03:59:55 AM,9.64,65.41,8.26,103.0,,,,,
191,08/20/25 04:04:55 AM,9.65,65.37,8.26,103.1,,,,,
192,08/20/25 04:09:55 AM,9.65,65.37,8.26,103.1,,,,,
193,08/20/25 04:14:55 AM,9.65,65.37,8.26,103.1,,,,,
194,08/20/25 04:19:55 AM,9.65,65.37,8.26,103.1,,,,,
195,08/20/25 04:24:55 AM,9.65,65.41,8.26,103.1,,,,,
196,08/20/25 04:29:55 AM,9.66,65.44,8.27,103.3,,,,,
197,08/20/25 04:34:55 AM,9.65,65.44,8.26,103.2,,,,,
198,08/20/25 04:39:55 AM,9.64,65.48,8.26,103.1,,,,,
199,08/20/25 04:44:55 AM,9.64,65.52,8.26,103.1,,,,,
200,08/20/25 04:49:55 AM,9.64,65.52,8.26,103.1,,,,,
201,08/20/25 04:54:55 AM,9.63,65.55,8.25,103.1,,,,,
202,08/20/25 04:59:55 AM,9.63,65.55,8.25,103.1,,,,,
203,08/20/25 05:04:55 AM,9.63,65.52,8.25,103.0,,,,,
204,08/20/25 05:09:55 AM,9.64,65.52,8.26,103.1,,,,,
205,08/20/25 05:14:55 AM,9.64,65.48,8.26,103.1,,,,,
206,08/20/25 05:19:55 AM,9.64,65.44,8.26,103.0,,,,,
207,08/20/25 05:24:55 AM,9.64,65.41,8.26,103.0,,,,,
208,08/20/25 05:29:55 AM,9.64,65.41,8.26,103.0,,,,,
209,08/20/25 05:34:55 AM,9.64,65.37,8.26,103.0,,,,,
210,08/20/25 05:39:55 AM,9.64,65.37,8.26,103.0,,,,,
211,08/20/25 05:44:55 AM,9.65,65.30,8.26,103.0,,,,,
212,08/20/25 05:49:55 AM,9.65,65.26,8.26,102.9,,,,,
213,08/20/25 05:54:55 AM,9.65,65.19,8.26,102.9,,,,,
214,08/20/25 05:59:55 AM,9.66,65.08,8.27,102.8,,,,,
215,08/20/25 06:04:55 AM,9.66,64.98,8.27,102.7,,,,,
216,08/20/25 06:09:55 AM,9.67,64.87,8.28,102.7,,,,,
217,08/20/25 06:14:55 AM,9.68,64.76,8.29,102.7,,,,,
218,08/20/25 06:19:55 AM,9.69,64.62,8.29,102.6,,,,,
219,08/20/25 06:24:55 AM,9.70,64.51,8.30,102.6,,,,,
220,08/20/25 06:29:55 AM,9.70,64.36,8.30,102.4,,,,,
221,08/20/25 06:34:55 AM,9.72,64.22,8.32,102.5,,,,,
222,08/20/25 06:39:55 AM,9.73,64.04,8.33,102.4,,,,,
223,08/20/25 06:44:55 AM,9.75,63.90,8.34,102.4,,,,,
224,08/20/25 06:49:55 AM,9.76,63.75,8.35,102.3,,,,,
225,08/20/25 06:54:55 AM,9.77,63.57,8.36,102.2,,,,,
226,08/20/25 06:59:55 AM,9.79,63.43,8.37,102.3,,,,,
227,08/20/25 07:04:55 AM,9.80,63.28,8.38,102.2,,,,,
228,08/20/25 07:09:55 AM,9.83,63.14,8.41,102.3,,,,,
229,08/20/25 07:14:55 AM,9.85,62.96,8.42,102.3,,,,,
230,08/20/25 07:19:55 AM,9.86,62.82,8.43,102.3,,,,,
231,08/20/25 07:24:55 AM,9.87,62.67,8.44,102.2,,,,,
232,08/20/25 07:29:55 AM,9.89,62.53,8.45,102.2,,,,,
233,08/20/25 07:34:55 AM,9.90,62.42,8.46,102.2,,,,,
234,08/20/25 07:39:55 AM,9.91,62.35,8.47,102.2,,,,,
235,08/20/25 07:44:55 AM,9.92,62.24,8.48,102.2,,,,,
236,08/20/25 07:49:55 AM,9.93,62.17,8.49,102.2,,,,,
237,08/20/25 07:54:55 AM,9.94,62.06,8.49,102.2,,,,,
238,08/20/25 07:59:55 AM,9.95,61.95,8.50,102.2,,,,,
239,08/20/25 08:04:55 AM,9.96,61.88,8.51,102.2,,,,,
240,08/20/25 08:09:55 AM,9.97,61.81,8.52,102.2,,,,,
241,08/20/25 08:14:55 AM,9.98,61.74,8.53,102.2,,,,,
242,08/20/25 08:19:55 AM,9.99,61.66,8.53,102.2,,,,,
243,08/20/25 08:24:55 AM,10.00,61.63,8.54,102.3,,,,,
244,08/20/25 08:29:55 AM,10.01,61.59,8.55,102.4,,,,,
245,08/20/25 08:34:55 AM,10.01,61.56,8.55,102.3,,,,,
246,08/20/25 08:39:55 AM,10.01,61.48,8.55,102.2,,,,,
247,08/20/25 08:44:55 AM,10.02,61.45,8.56,102.3,,,,,
248,08/20/25 08:49:55 AM,10.04,61.41,8.58,102.5,,,,,
249,08/20/25 08:54:55 AM,10.04,61.38,8.57,102.4,,,,,
250,08/20/25 08:59:55 AM,10.04,61.38,8.57,102.4,,,,,
251,08/20/25 09:04:55 AM,10.05,61.34,8.58,102.5,,,,,
252,08/20/25 09:09:55 AM,10.05,61.30,8.58,102.4,,,,,
253,08/20/25 09:14:55 AM,10.05,61.27,8.58,102.4,,,,,
254,08/20/25 09:19:55 AM,10.06,61.27,8.59,102.5,,,,,
255,08/20/25 09:24:55 AM,10.06,61.23,8.59,102.4,,,,,
256,08/20/25 09:29:55 AM,10.06,61.23,8.59,102.4,,,,,
257,08/20/25 09:34:55 AM,10.07,61.23,8.60,102.5,,,,,
258,08/20/25 09:39:55 AM,10.07,61.20,8.60,102.5,,,,,
259,08/20/25 09:44:55 AM,10.07,61.20,8.60,102.5,,,,,
260,08/20/25 09:49:55 AM,10.07,61.20,8.60,102.5,,,,,
261,08/20/25 09:54:55 AM,10.07,61.20,8.60,102.5,,,,,
262,08/20/25 09:59:55 AM,10.07,61.20,8.60,102.5,,,,,
263,08/20/25 10:04:55 AM,10.07,61.20,8.60,102.5,,,,,
264,08/20/25 10:09:55 AM,10.07,61.20,8.60,102.5,,,,,
265,08/20/25 10:14:55 AM,10.07,61.20,8.60,102.5,,,,,
266,08/20/25 10:19:55 AM,10.07,61.16,8.60,102.5,,,,,
267,08/20/25 10:24:55 AM,10.08,61.16,8.61,102.6,,,,,
268,08/20/25 10:29:55 AM,10.08,61.20,8.61,102.6,,,,,
269,08/20/25 10:34:55 AM,10.08,61.23,8.61,102.6,,,,,
270,08/20/25 10:39:55 AM,10.09,61.30,8.62,102.8,,,,,
271,08/20/25 10:44:55 AM,10.08,61.38,8.61,102.8,,,,,
272,08/20/25 10:49:55 AM,10.07,61.56,8.60,102.9,,,,,
273,08/20/25 10:54:55 AM,10.07,61.70,8.60,103.1,,,,,
274,08/20/25 10:59:55 AM,10.05,61.88,8.59,103.1,,,,,
275,08/20/25 11:04:55 AM,10.04,62.02,8.58,103.2,,,,,
276,08/20/25 11:09:55 AM,10.02,62.17,8.56,103.2,,,,,
277,08/20/25 11:14:55 AM,10.00,62.35,8.55,103.2,,,,,
278,08/20/25 11:19:55 AM,9.99,62.49,8.54,103.2,,,,,
279,08/20/25 11:24:55 AM,9.97,62.71,8.52,103.3,,,,,
280,08/20/25 11:29:55 AM,9.96,62.96,8.52,103.5,,,,,
281,08/20/25 11:34:55 AM,9.93,63.18,8.49,103.4,,,,,
282,08/20/25 11:39:55 AM,9.92,63.36,8.48,103.5,,,,,
283,08/20/25 11:44:55 AM,9.90,63.57,8.47,103.6,,,,,
284,08/20/25 11:49:55 AM,9.88,63.75,8.45,103.6,,,,,
285,08/20/25 11:54:55 AM,9.87,63.97,8.44,103.7,,,,,
286,08/20/25 11:59:55 AM,9.85,64.18,8.43,103.8,,,,,
287,08/20/25 12:04:55 PM,9.81,64.36,8.40,103.6,,,,,
288,08/20/25 12:09:55 PM,9.79,64.51,8.38,103.5,,,,,
289,08/20/25 12:14:55 PM,9.78,64.62,8.37,103.6,,,,,
290,08/20/25 12:19:55 PM,9.79,64.87,8.38,104.0,,,,,
291,08/20/25 12:24:55 PM,9.76,65.16,8.36,104.0,,,,,
292,08/20/25 12:29:55 PM,9.74,65.48,8.34,104.2,,,,,
293,08/20/25 12:34:55 PM,9.71,65.73,8.32,104.1,,,,,
294,08/20/25 12:39:55 PM,9.69,66.06,8.30,104.3,,,,,
295,08/20/25 12:44:55 PM,9.69,66.45,8.30,104.8,,,,,
296,08/20/25 12:49:55 PM,9.68,66.96,8.30,105.2,,,,,
297,08/20/25 12:54:55 PM,9.66,67.71,8.29,105.9,,,,,
298,08/20/25 12:59:55 PM,9.49,69.62,8.15,106.2,,,,,
299,08/20/25 01:04:55 PM,9.20,72.57,7.92,106.3,,,,,
300,08/20/25 01:09:55 PM,9.08,73.62,7.82,106.1,,,,,
301,08/20/25 01:14:55 PM,9.03,73.18,7.77,105.0,,,,,
302,08/20/25 01:19:55 PM,9.03,72.72,7.77,104.5,,,,,
303,08/20/25 01:24:55 PM,9.04,72.43,7.78,104.3,,,,,
304,08/20/25 01:29:55 PM,9.06,72.25,7.79,104.3,,,,,
305,08/20/25 01:34:55 PM,9.08,72.07,7.81,104.4,,,,,
306,08/20/25 01:39:55 PM,9.09,71.96,7.82,104.4,,,,,
307,08/20/25 01:44:55 PM,9.08,71.89,7.81,104.2,,,,,
308,08/20/25 01:49:55 PM,9.09,71.82,7.82,104.2,,,,,
309,08/20/25 01:54:55 PM,9.09,71.74,7.82,104.1,,,,,
310,08/20/25 01:59:55 PM,9.10,71.64,7.82,104.1,,,,,
311,08/20/25 02:04:55 PM,9.10,71.56,7.82,104.0,,,,,
312,08/20/25 02:09:55 PM,9.10,71.46,7.82,103.9,,,,,
313,08/20/25 02:14:55 PM,9.12,71.42,7.84,104.1,,,,,
314,08/20/25 02:19:55 PM,9.11,71.38,7.83,104.0,,,,,
315,08/20/25 02:24:55 PM,9.12,71.31,7.84,104.0,,,,,
316,08/20/25 02:29:55 PM,9.11,71.28,7.83,103.8,,,,,
317,08/20/25 02:34:55 PM,9.13,71.20,7.85,104.0,,,,,
318,08/20/25 02:39:55 PM,9.14,71.17,7.86,104.1,,,,,
319,08/20/25 02:44:55 PM,9.13,71.13,7.85,103.9,,,,,
320,08/20/25 02:49:55 PM,9.14,71.10,7.86,104.0,,,,,
321,08/20/25 02:54:55 PM,9.14,71.06,7.86,103.9,,,,,
322,08/20/25 02:59:55 PM,9.14,71.02,7.86,103.9,,,,,
323,08/20/25 03:04:55 PM,9.15,70.99,7.86,104.0,,,,,
324,08/20/25 03:09:55 PM,9.15,70.95,7.86,103.9,,,,,
325,08/20/25 03:14:55 PM,9.15,70.92,7.86,103.9,,,,,
326,08/20/25 03:19:55 PM,9.15,70.92,7.86,103.9,,,,,
327,08/20/25 03:24:55 PM,9.16,70.92,7.87,104.0,,,,,
328,08/20/25 03:29:55 PM,9.15,70.92,7.86,103.9,,,,,
329,08/20/25 03:34:55 PM,9.15,70.92,7.86,103.9,,,,,
330,08/20/25 03:39:55 PM,9.15,70.88,7.86,103.8,,,,,
331,08/20/25 03:44:55 PM,9.16,70.84,7.87,103.9,,,,,
332,08/20/25 03:49:55 PM,9.16,70.81,7.87,103.9,,,,,
333,08/20/25 03:54:55 PM,9.16,70.81,7.87,103.9,,,,,
334,08/20/25 03:59:55 PM,9.16,70.81,7.87,103.9,,,,,
335,08/20/25 04:04:55 PM,9.16,70.81,7.87,103.9,,,,,
336,08/20/25 04:09:55 PM,9.16,70.81,7.87,103.9,,,,,
337,08/20/25 04:14:55 PM,9.16,70.77,7.87,103.8,,,,,
338,08/20/25 04:19:55 PM,9.18,70.74,7.89,104.0,,,,,
339,08/20/25 04:24:55 PM,9.16,70.77,7.87,103.8,,,,,
340,08/20/25 04:29:55 PM,9.18,70.77,7.89,104.1,,,,,
341,08/20/25 04:34:55 PM,9.18,70.77,7.89,104.1,,,,,
342,08/20/25 04:39:55 PM,9.18,70.77,7.89,104.1,,,,,
343,08/20/25 04:44:55 PM,9.18,70.74,7.89,104.0,,,,,
344,08/20/25 04:49:55 PM,9.18,70.74,7.89,104.0,,,,,
345,08/20/25 04:54:55 PM,9.18,70.74,7.89,104.0,,,,,
346,08/20/25 04:59:55 PM,9.18,70.74,7.89,104.0,,,,,
347,08/20/25 05:04:55 PM,9.18,70.77,7.89,104.1,,,,,
348,08/20/25 05:09:55 PM,9.18,70.77,7.89,104.1,,,,,
349,08/20/25 05:14:55 PM,9.18,70.74,7.89,104.0,,,,,
350,08/20/25 05:19:55 PM,9.16,70.74,7.87,103.8,,,,,
351,08/20/25 05:24:55 PM,9.18,70.74,7.89,104.0,,,,,
352,08/20/25 05:29:55 PM,9.16,70.77,7.87,103.8,,,,,
353,08/20/25 05:34:55 PM,9.16,70.77,7.87,103.8,,,,,
354,08/20/25 05:39:55 PM,9.16,70.77,7.87,103.8,,,,,
355,08/20/25 05:44:55 PM,9.18,70.77,7.89,104.1,,,,,
