Plot Title: 21839977,,,,,,,,,,
#,"Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 21839977, SEN S/N: 21839977)","Temp, °F (LGR S/N: 21839977, SEN S/N: 21839977)","DO Adj Conc, mg/L (LGR S/N: 21839977)","DO Percent Sat, % (LGR S/N: 21839977)",Coupler Detached (LGR S/N: 21839977),Coupler Attached (LGR S/N: 21839977),Host Connected (LGR S/N: 21839977),Stopped (LGR S/N: 21839977),End Of File (LGR S/N: 21839977)
31,8/19/2025 14:38,8.54,70.09,7.34,96.1,,,,,
32,8/19/2025 14:43,8.5,70.12,7.3,95.7,,,,,
33,8/19/2025 14:48,8.5,70.12,7.3,95.7,,,,,
34,8/19/2025 14:53,8.49,70.12,7.29,95.6,,,,,
35,8/19/2025 14:58,8.48,70.12,7.28,95.5,,,,,
36,8/19/2025 15:03,8.47,70.12,7.28,95.3,,,,,
37,8/19/2025 15:08,8.47,70.16,7.28,95.4,,,,,
38,8/19/2025 15:13,8.46,70.2,7.27,95.3,,,,,
39,8/19/2025 15:18,8.44,70.2,7.25,95.1,,,,,
40,8/19/2025 15:23,8.42,70.2,7.23,94.9,,,,,
41,8/19/2025 15:28,8.43,70.2,7.24,95,,,,,
42,8/19/2025 15:33,8.39,70.16,7.21,94.5,,,,,
43,8/19/2025 15:38,8.38,70.2,7.2,94.4,,,,,
44,8/19/2025 15:43,8.38,70.23,7.2,94.4,,,,,
45,8/19/2025 15:48,8.35,70.23,7.17,94.1,,,,,
46,8/19/2025 15:53,8.34,70.23,7.16,94,,,,,
47,8/19/2025 15:58,8.35,70.23,7.17,94.1,,,,,
48,8/19/2025 16:03,8.32,70.23,7.15,93.8,,,,,
49,8/19/2025 16:08,8.31,70.23,7.14,93.7,,,,,
50,8/19/2025 16:13,8.31,70.23,7.14,93.7,,,,,
51,8/19/2025 16:18,8.3,70.27,7.13,93.6,,,,,
52,8/19/2025 16:23,8.29,70.27,7.12,93.5,,,,,
53,8/19/2025 16:28,8.26,70.27,7.1,93.1,,,,,
54,8/19/2025 16:33,8.25,70.27,7.09,93,,,,,
55,8/19/2025 16:38,8.24,70.27,7.08,92.9,,,,,
56,8/19/2025 16:43,8.24,70.27,7.08,92.9,,,,,
57,8/19/2025 16:48,8.22,70.3,7.06,92.7,,,,,
58,8/19/2025 16:53,8.21,70.3,7.05,92.6,,,,,
59,8/19/2025 16:58,8.21,70.3,7.05,92.6,,,,,
60,8/19/2025 17:03,8.2,70.27,7.04,92.5,,,,,
61,8/19/2025 17:08,8.17,70.27,7.02,92.1,,,,,
62,8/19/2025 17:13,8.14,84.31,7.05,106,,,,,
63,8/19/2025 17:18,6.91,93.96,6.01,98.5,,,,,
64,8/19/2025 17:23,7.05,95.18,6.14,101.6,,,,,
65,8/19/2025 17:28,7.35,90.1,6.39,101.1,,,,,
66,8/19/2025 17:33,7.78,84.92,6.74,101.9,,,,,
67,8/19/2025 17:38,8.08,81.28,6.99,102.1,,,,,
68,8/19/2025 17:43,8.36,78.8,7.22,103,,,,,
69,8/19/2025 17:48,8.48,77.36,7.32,103,,,,,
70,8/19/2025 17:53,8.57,76.21,7.39,102.9,,,,,
71,8/19/2025 17:58,8.65,75.34,7.45,102.9,,,,,
72,8/19/2025 18:03,8.7,74.66,7.49,102.8,,,,,
73,8/19/2025 18:08,8.86,74.08,7.63,104,,,,,
74,8/19/2025 18:13,8.89,73.72,7.65,104,,,,,
75,8/19/2025 18:18,8.88,73.8,7.65,104,,,,,
76,8/19/2025 18:23,8.88,74.48,7.65,104.7,,,,,
77,8/19/2025 18:28,8.8,75.63,7.59,105,,,,,
78,8/19/2025 18:33,8.72,76.93,7.52,105.5,,,,,
79,8/19/2025 18:38,8.59,78.3,7.42,105.3,,,,,
80,8/19/2025 18:43,8.47,79.63,7.32,105.3,,,,,
81,8/19/2025 18:48,8.34,81.03,7.21,105.1,,,,,
82,8/19/2025 18:53,8.23,82.4,7.12,105.1,,,,,
83,8/19/2025 18:58,8.14,83.66,7.05,105.3,,,,,
84,8/19/2025 19:03,8.04,84.78,6.97,105.1,,,,,
85,8/19/2025 19:08,7.95,85.82,6.89,105,,,,,
86,8/19/2025 19:13,7.88,86.72,6.83,105,,,,,
87,8/19/2025 19:18,7.79,87.44,6.76,104.5,,,,,
88,8/19/2025 19:23,7.75,88.05,6.73,104.6,,,,,
89,8/19/2025 19:28,7.72,88.52,6.7,104.6,,,,,
90,8/19/2025 19:33,7.7,88.77,6.69,104.6,,,,,
91,8/19/2025 19:38,7.68,88.77,6.67,104.3,,,,,
92,8/19/2025 19:43,7.68,88.59,6.67,104.1,,,,,
93,8/19/2025 19:48,7.68,88.38,6.67,103.9,,,,,
94,8/19/2025 19:53,7.69,88.09,6.67,103.8,,,,,
95,8/19/2025 19:58,7.73,87.58,6.71,103.8,,,,,
96,8/19/2025 20:03,7.78,87.04,6.75,104,,,,,
97,8/19/2025 20:08,7.78,86.54,6.75,103.5,,,,,
98,8/19/2025 20:13,7.86,86.04,6.81,104,,,,,
99,8/19/2025 20:18,7.88,85.39,6.83,103.6,,,,,
100,8/19/2025 20:23,7.93,84.74,6.87,103.7,,,,,
101,8/19/2025 20:28,8,84.02,6.93,103.8,,,,,
102,8/19/2025 20:33,8.03,83.23,6.95,103.4,,,,,
103,8/19/2025 20:38,8.1,82.47,7.01,103.6,,,,,
104,8/19/2025 20:43,8.17,81.72,7.07,103.7,,,,,
105,8/19/2025 20:48,8.22,80.96,7.11,103.5,,,,,
106,8/19/2025 20:53,8.3,80.24,7.17,103.8,,,,,
107,8/19/2025 20:58,8.34,79.52,7.2,103.5,,,,,
108,8/19/2025 21:03,8.42,78.84,7.27,103.8,,,,,
109,8/19/2025 21:08,8.47,78.22,7.31,103.8,,,,,
110,8/19/2025 21:13,8.53,77.65,7.36,103.9,,,,,
111,8/19/2025 21:18,8.54,77.14,7.37,103.5,,,,,
112,8/19/2025 21:23,8.64,76.68,7.45,104.2,,,,,
113,8/19/2025 21:28,8.67,76.32,7.48,104.2,,,,,
114,8/19/2025 21:33,8.69,76.1,7.49,104.2,,,,,
115,8/19/2025 21:38,8.71,75.99,7.51,104.3,,,,,
116,8/19/2025 21:43,8.73,76.03,7.53,104.6,,,,,
117,8/19/2025 21:48,8.71,75.99,7.51,104.3,,,,,
118,8/19/2025 21:53,8.7,75.78,7.5,104,,,,,
119,8/19/2025 21:58,8.73,75.38,7.52,103.9,,,,,
120,8/19/2025 22:03,8.78,74.88,7.56,104,,,,,
121,8/19/2025 22:08,8.81,74.34,7.59,103.7,,,,,
122,8/19/2025 22:13,8.85,73.8,7.62,103.6,,,,,
123,8/19/2025 22:18,8.9,73.26,7.66,103.6,,,,,
124,8/19/2025 22:23,8.94,72.72,7.69,103.5,,,,,
125,8/19/2025 22:28,9,72.21,7.74,103.6,,,,,
126,8/19/2025 22:33,9.04,71.74,7.77,103.6,,,,,
127,8/19/2025 22:38,9.08,71.31,7.81,103.5,,,,,
128,8/19/2025 22:43,9.11,70.88,7.83,103.4,,,,,
129,8/19/2025 22:48,9.15,70.48,7.86,103.4,,,,,
130,8/19/2025 22:53,9.19,70.09,7.89,103.4,,,,,
131,8/19/2025 22:58,9.23,69.73,7.93,103.5,,,,,
132,8/19/2025 23:03,9.26,69.4,7.95,103.4,,,,,
133,8/19/2025 23:08,9.29,69.12,7.98,103.4,,,,,
134,8/19/2025 23:13,9.31,68.83,7.99,103.3,,,,,
135,8/19/2025 23:18,9.33,68.61,8.01,103.3,,,,,
136,8/19/2025 23:23,9.37,68.36,8.04,103.5,,,,,
137,8/19/2025 23:28,9.39,68.18,8.06,103.5,,,,,
138,8/19/2025 23:33,9.4,67.96,8.06,103.3,,,,,
139,8/19/2025 23:38,9.41,67.78,8.07,103.3,,,,,
140,8/19/2025 23:43,9.44,67.6,8.1,103.4,,,,,
141,8/19/2025 23:48,9.45,67.42,8.1,103.3,,,,,
142,8/19/2025 23:53,9.49,67.28,8.14,103.5,,,,,
143,8/19/2025 23:58,9.49,67.14,8.14,103.4,,,,,
144,8/20/2025 0:03,9.51,67.03,8.15,103.5,,,,,
145,8/20/2025 0:08,9.52,66.88,8.16,103.4,,,,,
146,8/20/2025 0:13,9.53,66.78,8.17,103.4,,,,,
147,8/20/2025 0:18,9.55,66.63,8.19,103.5,,,,,
148,8/20/2025 0:23,9.55,66.52,8.18,103.3,,,,,
149,8/20/2025 0:28,9.55,66.45,8.18,103.2,,,,,
150,8/20/2025 0:33,9.59,66.34,8.22,103.6,,,,,
151,8/20/2025 0:38,9.59,66.27,8.22,103.5,,,,,
152,8/20/2025 0:43,9.59,66.2,8.22,103.4,,,,,
153,8/20/2025 0:48,9.62,66.13,8.24,103.6,,,,,
154,8/20/2025 0:53,9.61,66.06,8.23,103.4,,,,,
155,8/20/2025 0:58,9.61,65.98,8.23,103.3,,,,,
156,8/20/2025 1:03,9.63,65.95,8.25,103.5,,,,,
157,8/20/2025 1:08,9.64,65.91,8.26,103.6,,,,,
158,8/20/2025 1:13,9.63,65.88,8.25,103.4,,,,,
159,8/20/2025 1:18,9.64,65.84,8.26,103.5,,,,,
160,8/20/2025 1:23,9.63,65.8,8.25,103.4,,,,,
161,8/20/2025 1:28,9.65,65.77,8.27,103.5,,,,,
162,8/20/2025 1:33,9.65,65.73,8.27,103.5,,,,,
163,8/20/2025 1:38,9.66,65.7,8.27,103.6,,,,,
164,8/20/2025 1:43,9.66,65.66,8.27,103.5,,,,,
165,8/20/2025 1:48,9.67,65.59,8.28,103.5,,,,,
166,8/20/2025 1:53,9.67,65.55,8.28,103.5,,,,,
167,8/20/2025 1:58,9.67,65.48,8.28,103.4,,,,,
168,8/20/2025 2:03,9.67,65.44,8.28,103.4,,,,,
169,8/20/2025 2:08,9.68,65.41,8.29,103.4,,,,,
170,8/20/2025 2:13,9.69,65.37,8.3,103.5,,,,,
171,8/20/2025 2:18,9.68,65.37,8.29,103.4,,,,,
172,8/20/2025 2:23,9.69,65.37,8.3,103.5,,,,,
173,8/20/2025 2:28,9.68,65.41,8.29,103.4,,,,,
174,8/20/2025 2:33,9.69,65.41,8.3,103.5,,,,,
175,8/20/2025 2:38,9.67,65.41,8.28,103.3,,,,,
176,8/20/2025 2:43,9.68,65.37,8.29,103.4,,,,,
177,8/20/2025 2:48,9.69,65.34,8.3,103.5,,,,,
178,8/20/2025 2:53,9.7,65.26,8.31,103.5,,,,,
179,8/20/2025 2:58,9.71,65.19,8.31,103.5,,,,,
180,8/20/2025 3:03,9.71,65.16,8.31,103.5,,,,,
181,8/20/2025 3:08,9.71,65.05,8.31,103.3,,,,,
182,8/20/2025 3:13,9.72,65.01,8.32,103.4,,,,,
183,8/20/2025 3:18,9.73,64.94,8.33,103.4,,,,,
184,8/20/2025 3:23,9.76,64.87,8.36,103.6,,,,,
185,8/20/2025 3:28,9.75,64.83,8.35,103.5,,,,,
186,8/20/2025 3:33,9.77,64.8,8.36,103.7,,,,,
187,8/20/2025 3:38,9.76,64.72,8.35,103.5,,,,,
188,8/20/2025 3:43,9.77,64.69,8.36,103.5,,,,,
189,8/20/2025 3:48,9.75,64.62,8.35,103.2,,,,,
190,8/20/2025 3:53,9.78,64.54,8.37,103.5,,,,,
191,8/20/2025 3:58,9.79,64.51,8.38,103.5,,,,,
192,8/20/2025 4:03,9.77,64.47,8.36,103.3,,,,,
193,8/20/2025 4:08,9.78,64.47,8.37,103.4,,,,,
194,8/20/2025 4:13,9.77,64.51,8.36,103.3,,,,,
195,8/20/2025 4:18,9.79,64.54,8.38,103.6,,,,,
196,8/20/2025 4:23,9.77,64.58,8.36,103.4,,,,,
197,8/20/2025 4:28,9.78,64.65,8.37,103.6,,,,,
198,8/20/2025 4:33,9.77,64.69,8.36,103.5,,,,,
199,8/20/2025 4:38,9.77,64.76,8.36,103.6,,,,,
200,8/20/2025 4:43,9.74,64.8,8.34,103.4,,,,,
201,8/20/2025 4:48,9.76,64.83,8.36,103.6,,,,,
202,8/20/2025 4:53,9.74,64.83,8.34,103.4,,,,,
203,8/20/2025 4:58,9.75,64.83,8.35,103.5,,,,,
204,8/20/2025 5:03,9.76,64.83,8.36,103.6,,,,,
205,8/20/2025 5:08,9.74,64.8,8.34,103.4,,,,,
206,8/20/2025 5:13,9.74,64.76,8.34,103.3,,,,,
207,8/20/2025 5:18,9.76,64.72,8.35,103.5,,,,,
208,8/20/2025 5:23,9.76,64.72,8.35,103.5,,,,,
209,8/20/2025 5:28,9.76,64.69,8.35,103.4,,,,,
210,8/20/2025 5:33,9.75,64.65,8.35,103.3,,,,,
211,8/20/2025 5:38,9.74,64.62,8.34,103.1,,,,,
212,8/20/2025 5:43,9.77,64.54,8.36,103.4,,,,,
213,8/20/2025 5:48,9.78,64.44,8.37,103.4,,,,,
214,8/20/2025 5:53,9.79,64.33,8.38,103.3,,,,,
215,8/20/2025 5:58,9.8,64.15,8.39,103.2,,,,,
216,8/20/2025 6:03,9.82,64,8.4,103.3,,,,,
217,8/20/2025 6:08,9.82,63.82,8.4,103.1,,,,,
218,8/20/2025 6:13,9.83,63.61,8.41,102.9,,,,,
219,8/20/2025 6:18,9.85,63.43,8.42,102.9,,,,,
220,8/20/2025 6:23,9.88,63.21,8.45,103,,,,,
221,8/20/2025 6:28,9.89,63,8.46,102.8,,,,,
222,8/20/2025 6:33,9.92,62.78,8.48,102.9,,,,,
223,8/20/2025 6:38,9.94,62.56,8.5,102.8,,,,,
224,8/20/2025 6:43,9.95,62.35,8.5,102.7,,,,,
225,8/20/2025 6:48,9.97,62.13,8.52,102.6,,,,,
226,8/20/2025 6:53,10.01,61.95,8.55,102.8,,,,,
227,8/20/2025 6:58,10.03,61.74,8.57,102.7,,,,,
228,8/20/2025 7:03,10.04,61.56,8.58,102.6,,,,,
229,8/20/2025 7:08,10.06,61.38,8.59,102.6,,,,,
230,8/20/2025 7:13,10.08,61.2,8.61,102.6,,,,,
231,8/20/2025 7:18,10.1,60.98,8.62,102.5,,,,,
232,8/20/2025 7:23,10.12,60.84,8.64,102.6,,,,,
233,8/20/2025 7:28,10.15,60.69,8.66,102.7,,,,,
234,8/20/2025 7:33,10.15,60.55,8.66,102.5,,,,,
235,8/20/2025 7:38,10.16,60.48,8.67,102.5,,,,,
236,8/20/2025 7:43,10.19,60.4,8.7,102.8,,,,,
237,8/20/2025 7:48,10.17,60.33,8.68,102.5,,,,,
238,8/20/2025 7:53,10.19,60.26,8.7,102.6,,,,,
239,8/20/2025 7:58,10.21,60.19,8.71,102.7,,,,,
240,8/20/2025 8:03,10.2,60.12,8.7,102.5,,,,,
241,8/20/2025 8:08,10.21,60.04,8.71,102.5,,,,,
242,8/20/2025 8:13,10.23,60.01,8.73,102.7,,,,,
243,8/20/2025 8:18,10.22,59.97,8.72,102.5,,,,,
244,8/20/2025 8:23,10.21,59.97,8.71,102.4,,,,,
245,8/20/2025 8:28,10.23,59.97,8.73,102.6,,,,,
246,8/20/2025 8:33,10.22,59.97,8.72,102.5,,,,,
247,8/20/2025 8:38,10.24,59.97,8.74,102.7,,,,,
248,8/20/2025 8:43,10.23,59.94,8.73,102.6,,,,,
249,8/20/2025 8:48,10.23,59.94,8.73,102.6,,,,,
250,8/20/2025 8:53,10.24,59.94,8.74,102.7,,,,,
251,8/20/2025 8:58,10.22,59.94,8.72,102.5,,,,,
252,8/20/2025 9:03,10.23,59.97,8.73,102.6,,,,,
253,8/20/2025 9:08,10.24,59.97,8.74,102.7,,,,,
254,8/20/2025 9:13,10.23,59.97,8.73,102.6,,,,,
255,8/20/2025 9:18,10.22,60.01,8.72,102.6,,,,,
256,8/20/2025 9:23,10.23,60.04,8.73,102.7,,,,,
257,8/20/2025 9:28,10.24,60.04,8.74,102.8,,,,,
258,8/20/2025 9:33,10.22,60.08,8.72,102.7,,,,,
259,8/20/2025 9:38,10.21,60.15,8.71,102.7,,,,,
260,8/20/2025 9:43,10.21,60.19,8.71,102.7,,,,,
261,8/20/2025 9:48,10.21,60.19,8.71,102.7,,,,,
262,8/20/2025 9:53,10.21,60.22,8.71,102.7,,,,,
263,8/20/2025 9:58,10.21,60.22,8.71,102.7,,,,,
264,8/20/2025 10:03,10.2,60.26,8.7,102.7,,,,,
265,8/20/2025 10:08,10.2,60.26,8.7,102.7,,,,,
266,8/20/2025 10:13,10.21,60.26,8.71,102.8,,,,,
267,8/20/2025 10:18,10.22,60.26,8.72,102.9,,,,,
268,8/20/2025 10:23,10.21,60.22,8.71,102.7,,,,,
269,8/20/2025 10:28,10.2,60.22,8.7,102.6,,,,,
270,8/20/2025 10:33,10.21,60.22,8.71,102.7,,,,,
271,8/20/2025 10:38,10.21,60.22,8.71,102.7,,,,,
272,8/20/2025 10:43,10.19,60.26,8.7,102.6,,,,,
273,8/20/2025 10:48,10.19,60.33,8.7,102.7,,,,,
274,8/20/2025 10:53,10.18,60.44,8.69,102.7,,,,,
275,8/20/2025 10:58,10.17,60.55,8.68,102.7,,,,,
276,8/20/2025 11:03,10.15,60.69,8.66,102.7,,,,,
277,8/20/2025 11:08,10.12,60.84,8.64,102.6,,,,,
278,8/20/2025 11:13,10.11,61.02,8.63,102.7,,,,,
279,8/20/2025 11:18,10.09,61.16,8.62,102.7,,,,,
280,8/20/2025 11:23,10.08,61.3,8.61,102.7,,,,,
281,8/20/2025 11:28,10.07,61.48,8.6,102.8,,,,,
282,8/20/2025 11:33,10.05,61.7,8.59,102.9,,,,,
283,8/20/2025 11:38,10.04,61.88,8.58,103,,,,,
284,8/20/2025 11:43,10.01,62.06,8.55,102.9,,,,,
285,8/20/2025 11:48,9.99,62.2,8.54,102.9,,,,,
286,8/20/2025 11:53,9.97,62.38,8.52,102.9,,,,,
287,8/20/2025 11:58,9.94,62.56,8.5,102.8,,,,,
288,8/20/2025 12:03,9.94,62.74,8.5,103,,,,,
289,8/20/2025 12:08,9.91,62.92,8.47,102.9,,,,,
290,8/20/2025 12:13,9.9,63.07,8.47,103,,,,,
291,8/20/2025 12:18,9.89,63.21,8.46,103.1,,,,,
292,8/20/2025 12:23,9.87,63.39,8.44,103.1,,,,,
293,8/20/2025 12:28,9.85,63.61,8.43,103.1,,,,,
294,8/20/2025 12:33,9.81,63.86,8.39,103,,,,,
295,8/20/2025 12:38,9.8,64.08,8.39,103.1,,,,,
296,8/20/2025 12:43,9.77,64.33,8.36,103.1,,,,,
297,8/20/2025 12:48,9.75,64.58,8.35,103.2,,,,,
298,8/20/2025 12:53,9.72,64.98,8.32,103.3,,,,,
299,8/20/2025 12:58,9.65,65.62,8.27,103.4,,,,,
300,8/20/2025 13:03,9.62,66.34,8.24,103.9,,,,,
301,8/20/2025 13:08,9.55,67.03,8.19,103.9,,,,,
302,8/20/2025 13:13,9.51,67.6,8.16,104.1,,,,,
303,8/20/2025 13:18,9.44,68.14,8.1,104,,,,,
304,8/20/2025 13:23,9.41,68.61,8.08,104.2,,,,,
305,8/20/2025 13:28,9.37,69.01,8.04,104.2,,,,,
306,8/20/2025 13:33,9.32,69.3,8,104,,,,,
307,8/20/2025 13:38,9.31,69.51,7.99,104.1,,,,,
308,8/20/2025 13:43,9.28,69.66,7.97,103.9,,,,,
309,8/20/2025 13:48,9.28,69.8,7.97,104.1,,,,,
310,8/20/2025 13:53,9.26,69.91,7.95,104,,,,,
311,8/20/2025 13:58,9.24,69.98,7.94,103.9,,,,,
312,8/20/2025 14:03,9.23,70.02,7.93,103.8,,,,,
313,8/20/2025 14:08,9.23,70.02,7.93,103.8,,,,,
314,8/20/2025 14:13,9.22,70.05,7.92,103.7,,,,,
315,8/20/2025 14:18,9.19,70.09,7.89,103.4,,,,,
316,8/20/2025 14:23,9.19,70.09,7.89,103.4,,,,,
317,8/20/2025 14:28,9.19,70.12,7.89,103.5,,,,,
318,8/20/2025 14:33,9.19,70.12,7.89,103.5,,,,,
319,8/20/2025 14:38,9.19,70.09,7.89,103.4,,,,,
320,8/20/2025 14:43,9.18,70.09,7.89,103.3,,,,,
321,8/20/2025 14:48,9.19,70.09,7.89,103.4,,,,,
322,8/20/2025 14:53,9.18,70.09,7.89,103.3,,,,,
323,8/20/2025 14:58,9.18,70.09,7.89,103.3,,,,,
324,8/20/2025 15:03,9.18,70.09,7.89,103.3,,,,,
325,8/20/2025 15:08,9.18,70.09,7.89,103.3,,,,,
326,8/20/2025 15:13,9.18,70.05,7.89,103.3,,,,,
327,8/20/2025 15:18,9.17,70.05,7.88,103.1,,,,,
328,8/20/2025 15:23,9.18,70.05,7.89,103.3,,,,,
329,8/20/2025 15:28,9.17,70.05,7.88,103.1,,,,,
330,8/20/2025 15:33,9.18,70.05,7.89,103.3,,,,,
331,8/20/2025 15:38,9.19,70.05,7.89,103.4,,,,,
332,8/20/2025 15:43,9.17,70.02,7.88,103.1,,,,,
333,8/20/2025 15:48,9.19,70.02,7.89,103.3,,,,,
334,8/20/2025 15:53,9.19,70.02,7.89,103.3,,,,,
335,8/20/2025 15:58,9.2,70.02,7.9,103.4,,,,,
336,8/20/2025 16:03,9.18,70.02,7.89,103.2,,,,,
337,8/20/2025 16:08,9.18,70.02,7.89,103.2,,,,,
338,8/20/2025 16:13,9.19,69.98,7.89,103.3,,,,,
339,8/20/2025 16:18,9.19,69.98,7.89,103.3,,,,,
340,8/20/2025 16:23,9.17,69.98,7.88,103.1,,,,,
341,8/20/2025 16:28,9.18,69.98,7.89,103.2,,,,,
342,8/20/2025 16:33,9.19,70.02,7.89,103.3,,,,,
343,8/20/2025 16:38,9.2,70.02,7.9,103.4,,,,,
344,8/20/2025 16:43,9.18,69.98,7.89,103.2,,,,,
345,8/20/2025 16:48,9.19,69.98,7.89,103.3,,,,,
346,8/20/2025 16:53,9.19,69.98,7.89,103.3,,,,,
347,8/20/2025 16:58,9.18,69.98,7.89,103.2,,,,,
348,8/20/2025 17:03,9.2,69.98,7.9,103.4,,,,,
349,8/20/2025 17:08,9.18,70.02,7.89,103.2,,,,,
350,8/20/2025 17:13,9.18,69.98,7.89,103.2,,,,,
351,8/20/2025 17:18,9.18,69.94,7.89,103.1,,,,,
352,8/20/2025 17:23,9.18,69.94,7.89,103.1,,,,,
353,8/20/2025 17:28,9.18,69.98,7.89,103.2,,,,,
354,8/20/2025 17:33,9.19,69.98,7.89,103.3,,,,,
355,8/20/2025 17:38,9.19,69.98,7.89,103.3,,,,,
356,8/20/2025 17:43,9.19,69.98,7.89,103.3,,,,,
357,8/20/2025 17:48,9.19,69.98,7.89,103.3,,,,,
358,8/20/2025 17:53,9.18,69.94,7.89,103.1,,,,,
359,8/20/2025 17:58,9.19,69.94,7.89,103.3,,,,,
360,8/20/2025 18:03,9.2,69.94,7.9,103.4,,,,,
361,8/20/2025 18:08,9.19,69.94,7.89,103.3,,,,,
362,8/20/2025 18:13,9.19,69.98,7.89,103.3,,,,,
363,8/20/2025 18:18,9.19,69.98,7.89,103.3,,,,,
364,8/20/2025 18:23,9.18,69.94,7.89,103.1,,,,,
365,8/20/2025 18:28,9.18,69.94,7.89,103.1,,,,,
366,8/20/2025 18:33,9.19,69.94,7.89,103.3,,,,,
367,8/20/2025 18:38,9.19,69.94,7.89,103.3,,,,,
368,8/20/2025 18:43,9.18,69.98,7.89,103.2,,,,,
369,8/20/2025 18:48,9.17,69.98,7.88,103.1,,,,,
370,8/20/2025 18:53,9.19,69.98,7.89,103.3,,,,,
371,8/20/2025 18:58,9.19,69.94,7.89,103.3,,,,,
372,8/20/2025 19:03,9.2,69.94,7.9,103.4,,,,,
373,8/20/2025 19:08,9.19,69.94,7.89,103.3,,,,,
374,8/20/2025 19:13,9.19,69.98,7.89,103.3,,,,,
375,8/20/2025 19:18,9.19,69.98,7.89,103.3,,,,,
376,8/20/2025 19:23,9.19,69.98,7.89,103.3,,,,,
377,8/20/2025 19:28,9.19,69.98,7.89,103.3,,,,,
378,8/20/2025 19:33,9.18,69.98,7.89,103.2,,,,,
379,8/20/2025 19:38,9.19,69.94,7.89,103.3,,,,,
380,8/20/2025 19:43,9.17,69.94,7.88,103,,,,,
381,8/20/2025 19:48,9.19,69.98,7.89,103.3,,,,,
382,8/20/2025 19:53,9.17,69.98,7.88,103.1,,,,,
383,8/20/2025 19:58,9.19,69.98,7.89,103.3,,,,,
384,8/20/2025 20:03,9.19,69.98,7.89,103.3,,,,,
385,8/20/2025 20:08,9.19,69.94,7.89,103.3,,,,,
386,8/20/2025 20:13,9.19,69.94,7.89,103.3,,,,,
387,8/20/2025 20:18,9.19,69.94,7.89,103.3,,,,,
388,8/20/2025 20:23,9.19,69.94,7.89,103.3,,,,,
389,8/20/2025 20:28,9.19,69.94,7.89,103.3,,,,,
390,8/20/2025 20:33,9.2,69.94,7.9,103.4,,,,,
391,8/20/2025 20:38,9.18,69.91,7.88,103.1,,,,,
392,8/20/2025 20:43,9.2,69.91,7.9,103.3,,,,,
393,8/20/2025 20:48,9.19,69.91,7.89,103.2,,,,,
394,8/20/2025 20:53,9.19,69.91,7.89,103.2,,,,,
395,8/20/2025 20:58,9.19,69.91,7.89,103.2,,,,,
396,8/20/2025 21:03,9.2,69.91,7.9,103.3,,,,,
397,8/20/2025 21:08,9.2,69.91,7.9,103.3,,,,,
398,8/20/2025 21:13,9.2,69.87,7.9,103.3,,,,,
399,8/20/2025 21:18,9.21,69.87,7.91,103.4,,,,,
