Plot Title: 21839982,,,,,,,,,,
#,"Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 21839982, SEN S/N: 21839982)","Temp, °F (LGR S/N: 21839982, SEN S/N: 21839982)","DO Adj Conc, mg/L (LGR S/N: 21839982)","DO Percent Sat, % (LGR S/N: 21839982)",Coupler Detached (LGR S/N: 21839982),Coupler Attached (LGR S/N: 21839982),Host Connected (LGR S/N: 21839982),Stopped (LGR S/N: 21839982),End Of File (LGR S/N: 21839982)
43,8/19/2025 15:41,8.3,70.41,7.13,93.7,,,,,
44,8/19/2025 15:46,8.27,70.45,7.11,93.4,,,,,
45,8/19/2025 15:51,8.25,70.45,7.09,93.2,,,,,
46,8/19/2025 15:56,8.24,70.45,7.08,93.1,,,,,
47,8/19/2025 16:01,8.23,70.41,7.07,92.9,,,,,
48,8/19/2025 16:06,8.21,70.41,7.05,92.7,,,,,
49,8/19/2025 16:11,8.2,70.41,7.05,92.6,,,,,
50,8/19/2025 16:16,8.18,70.45,7.03,92.4,,,,,
51,8/19/2025 16:21,8.17,70.45,7.02,92.3,,,,,
52,8/19/2025 16:26,8.14,70.48,6.99,92,,,,,
53,8/19/2025 16:31,8.13,70.48,6.99,91.9,,,,,
54,8/19/2025 16:36,8.1,70.48,6.96,91.5,,,,,
55,8/19/2025 16:41,8.08,70.48,6.94,91.3,,,,,
56,8/19/2025 16:46,8.09,70.48,6.95,91.4,,,,,
57,8/19/2025 16:51,8.07,70.48,6.93,91.2,,,,,
58,8/19/2025 16:56,8.07,70.52,6.93,91.2,,,,,
59,8/19/2025 17:01,8.05,70.52,6.92,91,,,,,
60,8/19/2025 17:06,8.05,70.48,6.92,91,,,,,
61,8/19/2025 17:11,9.74,75.78,8.4,116.4,,,,,
62,8/19/2025 17:16,7.12,93.02,6.19,100.6,,,,,
63,8/19/2025 17:21,6.85,97.27,5.97,100.6,,,,,
64,8/19/2025 17:26,7.09,92.84,6.17,100,,,,,
65,8/19/2025 17:31,7.66,86.61,6.64,101.9,,,,,
66,8/19/2025 17:36,7.93,82.76,6.86,101.7,,,,,
67,8/19/2025 17:41,8.1,80.6,7,101.7,,,,,
68,8/19/2025 17:46,8.26,79.02,7.13,102,,,,,
69,8/19/2025 17:51,8.38,77.79,7.23,102.2,,,,,
70,8/19/2025 17:56,8.5,76.82,7.33,102.7,,,,,
71,8/19/2025 18:01,8.57,76.06,7.39,102.7,,,,,
72,8/19/2025 18:06,8.64,75.42,7.45,102.9,,,,,
73,8/19/2025 18:11,8.74,74.8,7.53,103.4,,,,,
74,8/19/2025 18:16,8.77,74.55,7.55,103.5,,,,,
75,8/19/2025 18:21,8.84,74.55,7.61,104.3,,,,,
76,8/19/2025 18:26,8.85,74.88,7.62,104.8,,,,,
77,8/19/2025 18:31,8.87,75.49,7.64,105.7,,,,,
78,8/19/2025 18:36,8.82,76.21,7.6,105.9,,,,,
79,8/19/2025 18:41,8.79,77,7.58,106.4,,,,,
80,8/19/2025 18:46,8.72,77.76,7.53,106.4,,,,,
81,8/19/2025 18:51,8.65,78.51,7.47,106.3,,,,,
82,8/19/2025 18:56,8.61,79.23,7.44,106.6,,,,,
83,8/19/2025 19:01,8.58,79.99,7.41,107,,,,,
84,8/19/2025 19:06,8.5,80.67,7.35,106.8,,,,,
85,8/19/2025 19:11,8.44,81.28,7.3,106.6,,,,,
86,8/19/2025 19:16,8.4,81.86,7.27,106.7,,,,,
87,8/19/2025 19:21,8.35,82.33,7.22,106.6,,,,,
88,8/19/2025 19:26,8.32,82.72,7.2,106.6,,,,,
89,8/19/2025 19:31,8.3,83.08,7.18,106.8,,,,,
90,8/19/2025 19:36,8.27,83.3,7.16,106.6,,,,,
91,8/19/2025 19:41,8.27,83.37,7.16,106.7,,,,,
92,8/19/2025 19:46,8.23,83.37,7.13,106.2,,,,,
93,8/19/2025 19:51,8.24,83.34,7.13,106.2,,,,,
94,8/19/2025 19:56,8.22,83.19,7.12,105.8,,,,,
95,8/19/2025 20:01,8.22,82.98,7.11,105.6,,,,,
96,8/19/2025 20:06,8.24,82.8,7.13,105.7,,,,,
97,8/19/2025 20:11,8.24,82.62,7.13,105.5,,,,,
98,8/19/2025 20:16,8.26,82.36,7.15,105.5,,,,,
99,8/19/2025 20:21,8.28,82.08,7.16,105.4,,,,,
100,8/19/2025 20:26,8.3,81.82,7.18,105.4,,,,,
101,8/19/2025 20:31,8.29,81.54,7.17,105,,,,,
102,8/19/2025 20:36,8.31,81.25,7.19,105,,,,,
103,8/19/2025 20:41,8.34,80.92,7.21,105,,,,,
104,8/19/2025 20:46,8.34,80.6,7.21,104.7,,,,,
105,8/19/2025 20:51,8.38,80.2,7.24,104.8,,,,,
106,8/19/2025 20:56,8.4,79.81,7.26,104.6,,,,,
107,8/19/2025 21:01,8.45,79.48,7.3,104.9,,,,,
108,8/19/2025 21:06,8.46,79.27,7.31,104.8,,,,,
109,8/19/2025 21:11,8.48,79.16,7.32,104.9,,,,,
110,8/19/2025 21:16,8.52,79.09,7.36,105.3,,,,,
111,8/19/2025 21:21,8.52,79.02,7.36,105.2,,,,,
112,8/19/2025 21:26,8.51,78.94,7.35,105,,,,,
113,8/19/2025 21:31,8.51,78.8,7.35,104.9,,,,,
114,8/19/2025 21:36,8.53,78.55,7.36,104.9,,,,,
115,8/19/2025 21:41,8.55,78.26,7.38,104.8,,,,,
116,8/19/2025 21:46,8.56,77.94,7.39,104.6,,,,,
117,8/19/2025 21:51,8.59,77.5,7.41,104.5,,,,,
118,8/19/2025 21:56,8.65,76.89,7.46,104.6,,,,,
119,8/19/2025 22:01,8.76,76.17,7.55,105.1,,,,,
120,8/19/2025 22:06,8.82,75.42,7.6,105,,,,,
121,8/19/2025 22:11,8.87,74.66,7.64,104.8,,,,,
122,8/19/2025 22:16,8.92,73.94,7.68,104.6,,,,,
123,8/19/2025 22:21,8.98,73.22,7.73,104.5,,,,,
124,8/19/2025 22:26,9.04,72.61,7.78,104.5,,,,,
125,8/19/2025 22:31,9.09,72,7.82,104.4,,,,,
126,8/19/2025 22:36,9.15,71.42,7.87,104.5,,,,,
127,8/19/2025 22:41,9.19,70.92,7.9,104.3,,,,,
128,8/19/2025 22:46,9.24,70.48,7.94,104.4,,,,,
129,8/19/2025 22:51,9.28,70.05,7.97,104.4,,,,,
130,8/19/2025 22:56,9.31,69.69,8,104.3,,,,,
131,8/19/2025 23:01,9.34,69.37,8.02,104.3,,,,,
132,8/19/2025 23:06,9.37,69.04,8.04,104.2,,,,,
133,8/19/2025 23:11,9.41,68.76,8.08,104.4,,,,,
134,8/19/2025 23:16,9.44,68.5,8.1,104.4,,,,,
135,8/19/2025 23:21,9.45,68.29,8.11,104.3,,,,,
136,8/19/2025 23:26,9.48,68.07,8.13,104.4,,,,,
137,8/19/2025 23:31,9.49,67.89,8.14,104.3,,,,,
138,8/19/2025 23:36,9.51,67.71,8.16,104.3,,,,,
139,8/19/2025 23:41,9.53,67.53,8.17,104.3,,,,,
140,8/19/2025 23:46,9.54,67.39,8.18,104.2,,,,,
141,8/19/2025 23:51,9.55,67.24,8.19,104.2,,,,,
142,8/19/2025 23:56,9.57,67.1,8.21,104.2,,,,,
143,8/20/2025 0:01,9.57,66.99,8.2,104.1,,,,,
144,8/20/2025 0:06,9.6,66.88,8.23,104.3,,,,,
145,8/20/2025 0:11,9.6,66.78,8.23,104.2,,,,,
146,8/20/2025 0:16,9.62,66.7,8.25,104.3,,,,,
147,8/20/2025 0:21,9.62,66.6,8.25,104.2,,,,,
148,8/20/2025 0:26,9.62,66.52,8.24,104.1,,,,,
149,8/20/2025 0:31,9.64,66.45,8.26,104.2,,,,,
150,8/20/2025 0:36,9.66,66.38,8.28,104.4,,,,,
151,8/20/2025 0:41,9.66,66.34,8.28,104.3,,,,,
152,8/20/2025 0:46,9.66,66.27,8.28,104.2,,,,,
153,8/20/2025 0:51,9.67,66.2,8.29,104.2,,,,,
154,8/20/2025 0:56,9.67,66.16,8.29,104.2,,,,,
155,8/20/2025 1:01,9.69,66.13,8.3,104.4,,,,,
156,8/20/2025 1:06,9.69,66.09,8.3,104.3,,,,,
157,8/20/2025 1:11,9.7,66.06,8.31,104.4,,,,,
158,8/20/2025 1:16,9.71,66.02,8.32,104.5,,,,,
159,8/20/2025 1:21,9.7,66.02,8.31,104.4,,,,,
160,8/20/2025 1:26,9.7,65.98,8.31,104.3,,,,,
161,8/20/2025 1:31,9.7,65.95,8.31,104.3,,,,,
162,8/20/2025 1:36,9.72,65.95,8.33,104.5,,,,,
163,8/20/2025 1:41,9.72,65.91,8.33,104.4,,,,,
164,8/20/2025 1:46,9.72,65.88,8.33,104.4,,,,,
165,8/20/2025 1:51,9.71,65.84,8.32,104.3,,,,,
166,8/20/2025 1:56,9.71,65.8,8.32,104.2,,,,,
167,8/20/2025 2:01,9.72,65.77,8.33,104.3,,,,,
168,8/20/2025 2:06,9.72,65.7,8.33,104.2,,,,,
169,8/20/2025 2:11,9.72,65.7,8.33,104.2,,,,,
170,8/20/2025 2:16,9.73,65.66,8.33,104.3,,,,,
171,8/20/2025 2:21,9.73,65.66,8.33,104.3,,,,,
172,8/20/2025 2:26,9.72,65.66,8.33,104.2,,,,,
173,8/20/2025 2:31,9.74,65.66,8.34,104.4,,,,,
174,8/20/2025 2:36,9.74,65.66,8.34,104.4,,,,,
175,8/20/2025 2:41,9.74,65.66,8.34,104.4,,,,,
176,8/20/2025 2:46,9.73,65.66,8.33,104.3,,,,,
177,8/20/2025 2:51,9.74,65.66,8.34,104.4,,,,,
178,8/20/2025 2:56,9.74,65.62,8.34,104.3,,,,,
179,8/20/2025 3:01,9.75,65.59,8.35,104.4,,,,,
180,8/20/2025 3:06,9.76,65.52,8.36,104.4,,,,,
181,8/20/2025 3:11,9.76,65.48,8.36,104.4,,,,,
182,8/20/2025 3:16,9.78,65.44,8.38,104.5,,,,,
183,8/20/2025 3:21,9.77,65.37,8.37,104.3,,,,,
184,8/20/2025 3:26,9.79,65.34,8.38,104.5,,,,,
185,8/20/2025 3:31,9.78,65.3,8.38,104.4,,,,,
186,8/20/2025 3:36,9.79,65.26,8.38,104.4,,,,,
187,8/20/2025 3:41,9.8,65.26,8.39,104.5,,,,,
188,8/20/2025 3:46,9.79,65.23,8.38,104.4,,,,,
189,8/20/2025 3:51,9.8,65.19,8.39,104.5,,,,,
190,8/20/2025 3:56,9.83,65.16,8.42,104.7,,,,,
191,8/20/2025 4:01,9.8,65.12,8.39,104.4,,,,,
192,8/20/2025 4:06,9.81,65.12,8.4,104.5,,,,,
193,8/20/2025 4:11,9.81,65.12,8.4,104.5,,,,,
194,8/20/2025 4:16,9.82,65.16,8.41,104.6,,,,,
195,8/20/2025 4:21,9.81,65.19,8.4,104.6,,,,,
196,8/20/2025 4:26,9.82,65.23,8.41,104.7,,,,,
197,8/20/2025 4:31,9.82,65.26,8.41,104.8,,,,,
198,8/20/2025 4:36,9.8,65.3,8.39,104.6,,,,,
199,8/20/2025 4:41,9.8,65.37,8.39,104.7,,,,,
200,8/20/2025 4:46,9.79,65.41,8.38,104.6,,,,,
201,8/20/2025 4:51,9.78,65.44,8.38,104.5,,,,,
202,8/20/2025 4:56,9.78,65.44,8.38,104.5,,,,,
203,8/20/2025 5:01,9.78,65.44,8.38,104.5,,,,,
204,8/20/2025 5:06,9.78,65.41,8.38,104.5,,,,,
205,8/20/2025 5:11,9.78,65.41,8.38,104.5,,,,,
206,8/20/2025 5:16,9.77,65.37,8.37,104.3,,,,,
207,8/20/2025 5:21,9.78,65.34,8.38,104.4,,,,,
208,8/20/2025 5:26,9.77,65.3,8.37,104.3,,,,,
209,8/20/2025 5:31,9.77,65.3,8.37,104.3,,,,,
210,8/20/2025 5:36,9.77,65.26,8.37,104.2,,,,,
211,8/20/2025 5:41,9.78,65.23,8.37,104.3,,,,,
212,8/20/2025 5:46,9.78,65.16,8.37,104.2,,,,,
213,8/20/2025 5:51,9.79,65.05,8.38,104.2,,,,,
214,8/20/2025 5:56,9.79,64.94,8.38,104.1,,,,,
215,8/20/2025 6:01,9.8,64.8,8.39,104,,,,,
216,8/20/2025 6:06,9.83,64.62,8.41,104.1,,,,,
217,8/20/2025 6:11,9.84,64.44,8.42,104,,,,,
218,8/20/2025 6:16,9.85,64.26,8.43,103.9,,,,,
219,8/20/2025 6:21,9.87,64.04,8.45,103.8,,,,,
220,8/20/2025 6:26,9.89,63.86,8.46,103.8,,,,,
221,8/20/2025 6:31,9.89,63.64,8.46,103.6,,,,,
222,8/20/2025 6:36,9.92,63.43,8.48,103.6,,,,,
223,8/20/2025 6:41,9.93,63.21,8.49,103.5,,,,,
224,8/20/2025 6:46,9.96,63,8.52,103.5,,,,,
225,8/20/2025 6:51,9.98,62.78,8.53,103.5,,,,,
226,8/20/2025 6:56,10,62.6,8.55,103.5,,,,,
227,8/20/2025 7:01,10.03,62.42,8.57,103.6,,,,,
228,8/20/2025 7:06,10.04,62.2,8.58,103.4,,,,,
229,8/20/2025 7:11,10.06,62.02,8.6,103.4,,,,,
230,8/20/2025 7:16,10.09,61.81,8.62,103.4,,,,,
231,8/20/2025 7:21,10.09,61.63,8.62,103.2,,,,,
232,8/20/2025 7:26,10.12,61.45,8.64,103.3,,,,,
233,8/20/2025 7:31,10.14,61.3,8.66,103.3,,,,,
234,8/20/2025 7:36,10.16,61.16,8.68,103.4,,,,,
235,8/20/2025 7:41,10.16,61.05,8.68,103.2,,,,,
236,8/20/2025 7:46,10.17,60.94,8.68,103.2,,,,,
237,8/20/2025 7:51,10.2,60.87,8.71,103.4,,,,,
238,8/20/2025 7:56,10.19,60.8,8.7,103.2,,,,,
239,8/20/2025 8:01,10.2,60.69,8.71,103.2,,,,,
240,8/20/2025 8:06,10.21,60.66,8.72,103.3,,,,,
241,8/20/2025 8:11,10.21,60.58,8.72,103.2,,,,,
242,8/20/2025 8:16,10.22,60.51,8.72,103.2,,,,,
243,8/20/2025 8:21,10.24,60.48,8.74,103.3,,,,,
244,8/20/2025 8:26,10.24,60.48,8.74,103.3,,,,,
245,8/20/2025 8:31,10.24,60.44,8.74,103.3,,,,,
246,8/20/2025 8:36,10.25,60.44,8.75,103.4,,,,,
247,8/20/2025 8:41,10.24,60.4,8.74,103.3,,,,,
248,8/20/2025 8:46,10.24,60.4,8.74,103.3,,,,,
249,8/20/2025 8:51,10.24,60.4,8.74,103.3,,,,,
250,8/20/2025 8:56,10.26,60.37,8.76,103.4,,,,,
251,8/20/2025 9:01,10.25,60.37,8.75,103.3,,,,,
252,8/20/2025 9:06,10.25,60.37,8.75,103.3,,,,,
253,8/20/2025 9:11,10.25,60.37,8.75,103.3,,,,,
254,8/20/2025 9:16,10.26,60.37,8.76,103.4,,,,,
255,8/20/2025 9:21,10.25,60.4,8.75,103.4,,,,,
256,8/20/2025 9:26,10.24,60.4,8.74,103.3,,,,,
257,8/20/2025 9:31,10.23,60.44,8.73,103.2,,,,,
258,8/20/2025 9:36,10.25,60.44,8.75,103.4,,,,,
259,8/20/2025 9:41,10.25,60.48,8.75,103.5,,,,,
260,8/20/2025 9:46,10.24,60.51,8.74,103.4,,,,,
261,8/20/2025 9:51,10.22,60.51,8.72,103.2,,,,,
262,8/20/2025 9:56,10.22,60.55,8.72,103.2,,,,,
263,8/20/2025 10:01,10.21,60.55,8.71,103.1,,,,,
264,8/20/2025 10:06,10.21,60.58,8.72,103.2,,,,,
265,8/20/2025 10:11,10.21,60.58,8.72,103.2,,,,,
266,8/20/2025 10:16,10.23,60.58,8.73,103.4,,,,,
267,8/20/2025 10:21,10.22,60.58,8.72,103.3,,,,,
268,8/20/2025 10:26,10.21,60.58,8.72,103.2,,,,,
269,8/20/2025 10:31,10.22,60.58,8.72,103.3,,,,,
270,8/20/2025 10:36,10.22,60.58,8.72,103.3,,,,,
271,8/20/2025 10:41,10.22,60.58,8.72,103.3,,,,,
272,8/20/2025 10:46,10.22,60.62,8.72,103.3,,,,,
273,8/20/2025 10:51,10.21,60.69,8.72,103.3,,,,,
274,8/20/2025 10:56,10.21,60.76,8.72,103.4,,,,,
275,8/20/2025 11:01,10.2,60.87,8.71,103.4,,,,,
276,8/20/2025 11:06,10.19,60.98,8.7,103.5,,,,,
277,8/20/2025 11:11,10.17,61.12,8.68,103.4,,,,,
278,8/20/2025 11:16,10.16,61.27,8.68,103.5,,,,,
279,8/20/2025 11:21,10.14,61.41,8.66,103.5,,,,,
280,8/20/2025 11:26,10.13,61.59,8.65,103.6,,,,,
281,8/20/2025 11:31,10.12,61.74,8.65,103.7,,,,,
282,8/20/2025 11:36,10.11,61.92,8.64,103.8,,,,,
283,8/20/2025 11:41,10.07,62.1,8.6,103.6,,,,,
284,8/20/2025 11:46,10.07,62.28,8.61,103.8,,,,,
285,8/20/2025 11:51,10.04,62.46,8.58,103.7,,,,,
286,8/20/2025 11:56,10.03,62.64,8.57,103.8,,,,,
287,8/20/2025 12:01,10,62.82,8.55,103.7,,,,,
288,8/20/2025 12:06,9.99,63,8.54,103.8,,,,,
289,8/20/2025 12:11,9.96,63.18,8.52,103.7,,,,,
290,8/20/2025 12:16,9.94,63.36,8.5,103.8,,,,,
291,8/20/2025 12:21,9.93,63.5,8.49,103.8,,,,,
292,8/20/2025 12:26,9.92,63.68,8.49,103.9,,,,,
293,8/20/2025 12:31,9.9,63.9,8.47,104,,,,,
294,8/20/2025 12:36,9.87,64.15,8.45,104,,,,,
295,8/20/2025 12:41,9.84,64.4,8.42,103.9,,,,,
296,8/20/2025 12:46,9.82,64.69,8.41,104.1,,,,,
297,8/20/2025 12:51,9.79,65.01,8.38,104.1,,,,,
298,8/20/2025 12:56,9.77,65.44,8.37,104.4,,,,,
299,8/20/2025 13:01,9.74,66.02,8.34,104.8,,,,,
300,8/20/2025 13:06,9.7,66.67,8.31,105.1,,,,,
301,8/20/2025 13:11,9.63,67.35,8.26,105.2,,,,,
302,8/20/2025 13:16,9.58,67.93,8.22,105.3,,,,,
303,8/20/2025 13:21,9.53,68.43,8.18,105.3,,,,,
304,8/20/2025 13:26,9.49,68.9,8.15,105.4,,,,,
305,8/20/2025 13:31,9.47,69.3,8.13,105.6,,,,,
306,8/20/2025 13:36,9.42,69.58,8.09,105.4,,,,,
307,8/20/2025 13:41,9.39,69.8,8.06,105.3,,,,,
308,8/20/2025 13:46,9.36,70.02,8.04,105.2,,,,,
309,8/20/2025 13:51,9.36,70.16,8.04,105.4,,,,,
310,8/20/2025 13:56,9.34,70.27,8.02,105.3,,,,,
311,8/20/2025 14:01,9.34,70.3,8.02,105.3,,,,,
312,8/20/2025 14:06,9.31,70.34,8,105,,,,,
313,8/20/2025 14:11,9.32,70.38,8.01,105.2,,,,,
314,8/20/2025 14:16,9.3,70.41,7.99,105,,,,,
315,8/20/2025 14:21,9.31,70.45,8,105.2,,,,,
316,8/20/2025 14:26,9.29,70.45,7.98,104.9,,,,,
317,8/20/2025 14:31,9.31,70.45,8,105.2,,,,,
318,8/20/2025 14:36,9.31,70.45,8,105.2,,,,,
319,8/20/2025 14:41,9.3,70.45,7.99,105.1,,,,,
320,8/20/2025 14:46,9.29,70.45,7.98,104.9,,,,,
321,8/20/2025 14:51,9.3,70.45,7.99,105.1,,,,,
322,8/20/2025 14:56,9.29,70.45,7.98,104.9,,,,,
323,8/20/2025 15:01,9.3,70.45,7.99,105.1,,,,,
324,8/20/2025 15:06,9.3,70.45,7.99,105.1,,,,,
325,8/20/2025 15:11,9.3,70.41,7.99,105,,,,,
326,8/20/2025 15:16,9.29,70.41,7.98,104.9,,,,,
327,8/20/2025 15:21,9.31,70.41,8,105.1,,,,,
328,8/20/2025 15:26,9.31,70.41,8,105.1,,,,,
329,8/20/2025 15:31,9.3,70.41,7.99,105,,,,,
330,8/20/2025 15:36,9.3,70.41,7.99,105,,,,,
331,8/20/2025 15:41,9.31,70.41,8,105.1,,,,,
332,8/20/2025 15:46,9.3,70.38,7.99,105,,,,,
333,8/20/2025 15:51,9.29,70.38,7.98,104.9,,,,,
334,8/20/2025 15:56,9.31,70.38,8,105.1,,,,,
335,8/20/2025 16:01,9.31,70.38,8,105.1,,,,,
336,8/20/2025 16:06,9.3,70.38,7.99,105,,,,,
337,8/20/2025 16:11,9.3,70.38,7.99,105,,,,,
338,8/20/2025 16:16,9.29,70.34,7.98,104.8,,,,,
339,8/20/2025 16:21,9.31,70.34,8,105,,,,,
340,8/20/2025 16:26,9.3,70.34,7.99,104.9,,,,,
341,8/20/2025 16:31,9.32,70.34,8.01,105.2,,,,,
342,8/20/2025 16:36,9.3,70.38,7.99,105,,,,,
343,8/20/2025 16:41,9.31,70.38,8,105.1,,,,,
344,8/20/2025 16:46,9.3,70.34,7.99,104.9,,,,,
345,8/20/2025 16:51,9.31,70.34,8,105,,,,,
346,8/20/2025 16:56,9.29,70.34,7.98,104.8,,,,,
347,8/20/2025 17:01,9.31,70.34,8,105,,,,,
348,8/20/2025 17:06,9.3,70.34,7.99,104.9,,,,,
349,8/20/2025 17:11,9.29,70.34,7.98,104.8,,,,,
350,8/20/2025 17:16,9.29,70.34,7.98,104.8,,,,,
351,8/20/2025 17:21,9.31,70.3,8,105,,,,,
352,8/20/2025 17:26,9.3,70.3,7.99,104.9,,,,,
353,8/20/2025 17:31,9.31,70.3,8,105,,,,,
354,8/20/2025 17:36,9.31,70.34,8,105,,,,,
355,8/20/2025 17:41,9.3,70.34,7.99,104.9,,,,,
356,8/20/2025 17:46,9.31,70.34,8,105,,,,,
357,8/20/2025 17:51,9.31,70.3,8,105,,,,,
358,8/20/2025 17:56,9.3,70.27,7.99,104.9,,,,,
359,8/20/2025 18:01,9.3,70.27,7.99,104.9,,,,,
360,8/20/2025 18:06,9.32,70.3,8.01,105.1,,,,,
361,8/20/2025 18:11,9.32,70.3,8.01,105.1,,,,,
362,8/20/2025 18:16,9.3,70.3,7.99,104.9,,,,,
363,8/20/2025 18:21,9.3,70.3,7.99,104.9,,,,,
364,8/20/2025 18:26,9.3,70.27,7.99,104.9,,,,,
365,8/20/2025 18:31,9.3,70.27,7.99,104.9,,,,,
366,8/20/2025 18:36,9.32,70.27,8.01,105.1,,,,,
367,8/20/2025 18:41,9.3,70.3,7.99,104.9,,,,,
368,8/20/2025 18:46,9.31,70.3,8,105,,,,,
369,8/20/2025 18:51,9.3,70.3,7.99,104.9,,,,,
370,8/20/2025 18:56,9.3,70.3,7.99,104.9,,,,,
371,8/20/2025 19:01,9.31,70.27,8,105,,,,,
372,8/20/2025 19:06,9.31,70.27,8,105,,,,,
373,8/20/2025 19:11,9.31,70.27,8,105,,,,,
374,8/20/2025 19:16,9.31,70.3,8,105,,,,,
375,8/20/2025 19:21,9.3,70.3,7.99,104.9,,,,,
376,8/20/2025 19:26,9.32,70.3,8.01,105.1,,,,,
377,8/20/2025 19:31,9.31,70.3,8,105,,,,,
378,8/20/2025 19:36,9.3,70.27,7.99,104.9,,,,,
379,8/20/2025 19:41,9.3,70.27,7.99,104.9,,,,,
380,8/20/2025 19:46,9.32,70.27,8.01,105.1,,,,,
381,8/20/2025 19:51,9.3,70.3,7.99,104.9,,,,,
382,8/20/2025 19:56,9.31,70.3,8,105,,,,,
383,8/20/2025 20:01,9.3,70.3,7.99,104.9,,,,,
384,8/20/2025 20:06,9.31,70.27,8,105,,,,,
385,8/20/2025 20:11,9.32,70.27,8.01,105.1,,,,,
386,8/20/2025 20:16,9.31,70.27,8,105,,,,,
387,8/20/2025 20:21,9.29,70.27,7.98,104.7,,,,,
388,8/20/2025 20:26,9.31,70.27,8,105,,,,,
389,8/20/2025 20:31,9.31,70.27,8,105,,,,,
390,8/20/2025 20:36,9.29,70.27,7.98,104.7,,,,,
391,8/20/2025 20:41,9.3,70.23,7.99,104.8,,,,,
392,8/20/2025 20:46,9.31,70.23,8,104.9,,,,,
393,8/20/2025 20:51,9.31,70.23,8,104.9,,,,,
394,8/20/2025 20:56,9.31,70.23,8,104.9,,,,,
395,8/20/2025 21:01,9.3,70.27,7.99,104.9,,,,,
396,8/20/2025 21:06,9.32,70.23,8.01,105,,,,,
397,8/20/2025 21:11,9.32,70.23,8.01,105,,,,,
398,8/20/2025 21:16,9.32,70.2,8.01,105,,,,,
399,8/20/2025 21:21,9.32,70.2,8.01,105,,,,,
400,8/20/2025 21:26,9.32,70.2,8.01,105,,,,,
401,8/20/2025 21:31,9.32,70.23,8.01,105,,,,,
402,8/20/2025 21:36,9.33,70.2,8.02,105.1,,,,,
403,8/20/2025 21:41,9.32,70.2,8.01,105,,,,,
