Plot Title: 20819394,,,,,,,,,,
#,"Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 20819394, SEN S/N: 20819394)","Temp, °F (LGR S/N: 20819394, SEN S/N: 20819394)","DO Adj Conc, mg/L (LGR S/N: 20819394)","DO Percent Sat, % (LGR S/N: 20819394)",Coupler Detached (LGR S/N: 20819394),Coupler Attached (LGR S/N: 20819394),Host Connected (LGR S/N: 20819394),Stopped (LGR S/N: 20819394),End Of File (LGR S/N: 20819394)
160,7/2/2025 5:59,8.35,75.49,7.2,99.5,,,,,
161,7/2/2025 6:04,8.36,75.49,7.21,99.6,,,,,
162,7/2/2025 6:09,8.36,75.45,7.21,99.6,,,,,
163,7/2/2025 6:14,8.35,75.45,7.2,99.5,,,,,
164,7/2/2025 6:19,8.36,75.45,7.21,99.6,,,,,
165,7/2/2025 6:24,8.36,75.42,7.2,99.5,,,,,
166,7/2/2025 6:29,8.36,75.42,7.2,99.5,,,,,
167,7/2/2025 6:34,8.37,75.42,7.21,99.7,,,,,
168,7/2/2025 6:39,8.36,75.38,7.2,99.5,,,,,
169,7/2/2025 6:44,8.36,75.38,7.2,99.5,,,,,
170,7/2/2025 6:49,8.37,75.38,7.21,99.6,,,,,
171,7/2/2025 6:54,8.37,75.38,7.21,99.6,,,,,
172,7/2/2025 6:59,8.38,75.34,7.22,99.7,,,,,
173,7/2/2025 7:04,8.37,75.34,7.21,99.6,,,,,
174,7/2/2025 7:09,8.37,75.34,7.21,99.6,,,,,
175,7/2/2025 7:14,8.37,75.31,7.21,99.5,,,,,
176,7/2/2025 7:19,8.37,75.31,7.21,99.5,,,,,
177,7/2/2025 7:24,8.37,75.31,7.21,99.5,,,,,
178,7/2/2025 7:29,8.38,75.31,7.22,99.7,,,,,
179,7/2/2025 7:34,8.38,75.31,7.22,99.7,,,,,
180,7/2/2025 7:39,8.37,75.27,7.21,99.5,,,,,
181,7/2/2025 7:44,8.38,75.27,7.22,99.6,,,,,
182,7/2/2025 7:49,8.38,75.27,7.22,99.6,,,,,
183,7/2/2025 7:54,8.37,75.27,7.21,99.5,,,,,
184,7/2/2025 7:59,8.38,75.24,7.22,99.6,,,,,
185,7/2/2025 8:04,8.38,75.24,7.22,99.6,,,,,
186,7/2/2025 8:09,8.38,75.24,7.22,99.6,,,,,
187,7/2/2025 8:14,8.38,75.24,7.22,99.6,,,,,
188,7/2/2025 8:19,8.38,75.24,7.22,99.6,,,,,
189,7/2/2025 8:24,8.39,75.2,7.23,99.7,,,,,
190,7/2/2025 8:29,8.38,75.2,7.22,99.6,,,,,
191,7/2/2025 8:34,8.39,75.2,7.23,99.7,,,,,
192,7/2/2025 8:39,8.39,75.2,7.23,99.7,,,,,
193,7/2/2025 8:44,8.39,75.2,7.23,99.7,,,,,
194,7/2/2025 8:49,8.39,75.16,7.23,99.6,,,,,
195,7/2/2025 8:54,8.39,75.16,7.23,99.6,,,,,
196,7/2/2025 8:59,8.38,75.16,7.22,99.5,,,,,
197,7/2/2025 9:04,8.39,75.16,7.23,99.6,,,,,
198,7/2/2025 9:09,8.39,75.16,7.23,99.6,,,,,
199,7/2/2025 9:14,8.39,75.16,7.23,99.6,,,,,
200,7/2/2025 9:19,8.39,75.13,7.23,99.6,,,,,
201,7/2/2025 9:24,8.4,75.13,7.24,99.7,,,,,
202,7/2/2025 9:29,8.4,75.13,7.24,99.7,,,,,
203,7/2/2025 9:34,8.4,75.13,7.24,99.7,,,,,
204,7/2/2025 9:39,8.4,75.13,7.24,99.7,,,,,
205,7/2/2025 9:44,8.4,75.09,7.24,99.7,,,,,
206,7/2/2025 9:49,8.4,74.98,7.24,99.6,,,,,
207,7/2/2025 9:54,8.41,74.84,7.25,99.5,,,,,
208,7/2/2025 9:59,8.42,74.62,7.25,99.4,,,,,
209,7/2/2025 10:04,8.43,74.41,7.26,99.3,,,,,
210,7/2/2025 10:09,8.45,74.16,7.28,99.3,,,,,
211,7/2/2025 10:14,8.47,73.94,7.29,99.3,,,,,
212,7/2/2025 10:19,8.48,73.69,7.3,99.2,,,,,
213,7/2/2025 10:24,8.47,73.44,7.29,98.8,,,,,
214,7/2/2025 10:29,8.48,73.22,7.3,98.7,,,,,
215,7/2/2025 10:34,8.53,73.08,7.34,99.1,,,,,
216,7/2/2025 10:39,8.55,72.93,7.36,99.2,,,,,
217,7/2/2025 10:44,8.57,72.86,7.37,99.3,,,,,
218,7/2/2025 10:49,8.58,72.82,7.38,99.4,,,,,
219,7/2/2025 10:54,8.6,72.79,7.4,99.6,,,,,
220,7/2/2025 10:59,8.59,72.82,7.39,99.5,,,,,
221,7/2/2025 11:04,8.58,72.82,7.38,99.4,,,,,
222,7/2/2025 11:09,8.6,72.86,7.4,99.7,,,,,
223,7/2/2025 11:14,8.6,72.86,7.4,99.7,,,,,
224,7/2/2025 11:19,8.59,72.93,7.39,99.7,,,,,
225,7/2/2025 11:24,8.58,72.97,7.38,99.6,,,,,
226,7/2/2025 11:29,8.6,73.04,7.4,99.9,,,,,
227,7/2/2025 11:34,8.58,73.08,7.38,99.7,,,,,
228,7/2/2025 11:39,8.58,73.15,7.38,99.8,,,,,
229,7/2/2025 11:44,8.57,73.26,7.38,99.8,,,,,
230,7/2/2025 11:49,8.58,73.36,7.39,100,,,,,
231,7/2/2025 11:54,8.57,73.51,7.38,100,,,,,
232,7/2/2025 11:59,8.56,73.65,7.37,100.1,,,,,
233,7/2/2025 12:04,8.53,73.83,7.34,99.9,,,,,
234,7/2/2025 12:09,8.53,74.01,7.35,100.1,,,,,
235,7/2/2025 12:14,8.49,74.23,7.31,99.8,,,,,
236,7/2/2025 12:19,8.48,74.44,7.3,100,,,,,
237,7/2/2025 12:24,8.47,74.66,7.3,100.1,,,,,
238,7/2/2025 12:29,8.45,74.88,7.28,100,,,,,
239,7/2/2025 12:34,8.43,75.09,7.26,100,,,,,
240,7/2/2025 12:39,8.41,75.34,7.25,100.1,,,,,
241,7/2/2025 12:44,8.39,75.56,7.23,100,,,,,
242,7/2/2025 12:49,8.39,75.78,7.23,100.3,,,,,
243,7/2/2025 12:54,8.38,75.99,7.22,100.4,,,,,
244,7/2/2025 12:59,8.36,76.14,7.21,100.3,,,,,
245,7/2/2025 13:04,8.33,76.39,7.18,100.2,,,,,
246,7/2/2025 13:09,8.32,76.64,7.18,100.3,,,,,
247,7/2/2025 13:14,8.3,76.89,7.16,100.3,,,,,
248,7/2/2025 13:19,8.28,77.18,7.14,100.4,,,,,
249,7/2/2025 13:24,8.25,77.32,7.12,100.2,,,,,
250,7/2/2025 13:29,8.15,77.29,7.03,98.9,,,,,
251,7/2/2025 13:34,8.19,77.04,7.07,99.2,,,,,
252,7/2/2025 13:39,8.25,76.78,7.12,99.6,,,,,
253,7/2/2025 13:44,8.28,76.64,7.14,99.8,,,,,
254,7/2/2025 13:49,8.29,76.6,7.15,99.9,,,,,
255,7/2/2025 13:54,8.29,76.6,7.15,99.9,,,,,
256,7/2/2025 13:59,8.28,76.6,7.14,99.8,,,,,
257,7/2/2025 14:04,8.28,76.64,7.14,99.8,,,,,
258,7/2/2025 14:09,8.28,76.71,7.14,99.9,,,,,
259,7/2/2025 14:14,8.28,76.78,7.14,100,,,,,
260,7/2/2025 14:19,10.32,74.26,8.89,121.4,,,,,
261,7/2/2025 14:24,10.34,73.04,8.9,120.1,,,,,
262,7/2/2025 14:29,10.33,72.14,8.89,118.8,,,,,
263,7/2/2025 14:34,10.36,71.46,8.91,118.3,,,,,
264,7/2/2025 14:39,10.29,70.81,8.84,116.7,,,,,
265,7/2/2025 14:44,10.25,70.23,8.81,115.5,,,,,
266,7/2/2025 14:49,10.27,69.73,8.82,115.1,,,,,
267,7/2/2025 14:54,10.25,69.22,8.8,114.3,,,,,
268,7/2/2025 14:59,10.24,68.79,8.79,113.6,,,,,
269,7/2/2025 15:04,10.2,68.4,8.75,112.7,,,,,
270,7/2/2025 15:09,10.14,68.04,8.7,111.6,,,,,
271,7/2/2025 15:14,10.1,67.71,8.66,110.7,,,,,
272,7/2/2025 15:19,10.09,67.42,8.65,110.3,,,,,
273,7/2/2025 15:24,10.1,67.17,8.66,110.1,,,,,
274,7/2/2025 15:29,10.09,66.92,8.65,109.7,,,,,
275,7/2/2025 15:34,10.07,66.67,8.63,109.1,,,,,
276,7/2/2025 15:39,10.04,66.49,8.6,108.6,,,,,
277,7/2/2025 15:44,10.03,66.27,8.59,108.2,,,,,
278,7/2/2025 15:49,9.98,66.09,8.55,107.5,,,,,
279,7/2/2025 15:54,9.95,65.95,8.52,107,,,,,
280,7/2/2025 15:59,9.93,65.8,8.51,106.6,,,,,
281,7/2/2025 16:04,18.11,65.59,15.51,193.9,,,,,
282,7/2/2025 16:09,17.21,65.48,14.74,184,,,,,
283,7/2/2025 16:14,16.26,65.41,13.93,173.7,,,,,
284,7/2/2025 16:19,15.59,65.3,13.35,166.4,,,,,
285,7/2/2025 16:24,14.98,65.19,12.83,159.7,,,,,
286,7/2/2025 16:29,14.57,65.12,12.48,155.2,,,,,
287,7/2/2025 16:34,14.02,65.01,12,149.1,,,,,
288,7/2/2025 16:39,13.76,64.94,11.78,146.2,,,,,
289,7/2/2025 16:44,13,64.87,11.13,138.1,,,,,
290,7/2/2025 16:49,12.27,64.83,10.5,130.3,,,,,
291,7/2/2025 16:54,11.73,64.76,10.04,124.4,,,,,
292,7/2/2025 16:59,11.29,64.72,9.66,119.7,,,,,
293,7/2/2025 17:04,10.97,64.69,9.39,116.3,,,,,
294,7/2/2025 17:09,10.85,64.62,9.29,114.9,,,,,
295,7/2/2025 17:14,10.61,64.58,9.08,112.3,,,,,
296,7/2/2025 17:19,10.37,64.54,8.88,109.7,,,,,
297,7/2/2025 17:24,10.25,64.51,8.77,108.4,,,,,
298,7/2/2025 17:29,10.2,64.47,8.73,107.8,,,,,
299,7/2/2025 17:34,10.13,64.44,8.67,107.1,,,,,
300,7/2/2025 17:39,10.1,64.4,8.64,106.7,,,,,
301,7/2/2025 17:44,10.08,64.36,8.63,106.4,,,,,
302,7/2/2025 17:49,10.06,64.36,8.61,106.2,,,,,
303,7/2/2025 17:54,10.05,64.33,8.6,106.1,,,,,
304,7/2/2025 17:59,10.03,64.29,8.58,105.8,,,,,
305,7/2/2025 18:04,10.02,64.29,8.57,105.7,,,,,
306,7/2/2025 18:09,10,64.26,8.56,105.5,,,,,
307,7/2/2025 18:14,9.99,64.22,8.55,105.3,,,,,
308,7/2/2025 18:19,9.96,64.22,8.52,105,,,,,
309,7/2/2025 18:24,9.95,64.18,8.51,104.8,,,,,
310,7/2/2025 18:29,9.92,64.15,8.49,104.5,,,,,
311,7/2/2025 18:34,9.9,64.15,8.47,104.3,,,,,
312,7/2/2025 18:39,9.88,64.11,8.45,104,,,,,
313,7/2/2025 18:44,9.87,64.11,8.45,103.9,,,,,
314,7/2/2025 18:49,9.84,64.11,8.42,103.6,,,,,
315,7/2/2025 18:54,9.83,64.08,8.41,103.5,,,,,
316,7/2/2025 18:59,9.8,64.08,8.39,103.1,,,,,
317,7/2/2025 19:04,9.79,64.08,8.38,103,,,,,
318,7/2/2025 19:09,9.77,64.08,8.36,102.8,,,,,
319,7/2/2025 19:14,9.75,64.08,8.34,102.6,,,,,
320,7/2/2025 19:19,9.73,64.04,8.33,102.4,,,,,
321,7/2/2025 19:24,9.7,64.04,8.3,102,,,,,
322,7/2/2025 19:29,9.68,64.04,8.28,101.8,,,,,
323,7/2/2025 19:34,9.68,64.04,8.28,101.8,,,,,
324,7/2/2025 19:39,9.63,64.04,8.24,101.3,,,,,
325,7/2/2025 19:44,9.63,64,8.24,101.3,,,,,
326,7/2/2025 19:49,9.61,64,8.22,101.1,,,,,
327,7/2/2025 19:54,9.59,64,8.21,100.8,,,,,
328,7/2/2025 19:59,9.57,64,8.19,100.6,,,,,
329,7/2/2025 20:04,9.56,64,8.18,100.5,,,,,
330,7/2/2025 20:09,9.55,64,8.17,100.4,,,,,
331,7/2/2025 20:14,9.53,63.97,8.15,100.2,,,,,
332,7/2/2025 20:19,9.52,63.97,8.15,100.1,,,,,
333,7/2/2025 20:24,9.51,63.97,8.14,100,,,,,
334,7/2/2025 20:29,9.5,63.97,8.13,99.9,,,,,
335,7/2/2025 20:34,9.49,63.97,8.12,99.8,,,,,
336,7/2/2025 20:39,9.49,63.97,8.12,99.8,,,,,
337,7/2/2025 20:44,9.47,63.97,8.1,99.5,,,,,
338,7/2/2025 20:49,9.45,63.97,8.09,99.3,,,,,
339,7/2/2025 20:54,9.45,63.93,8.09,99.3,,,,,
340,7/2/2025 20:59,9.44,63.93,8.08,99.2,,,,,
341,7/2/2025 21:04,9.43,63.93,8.07,99.1,,,,,
342,7/2/2025 21:09,9.42,63.93,8.06,99,,,,,
343,7/2/2025 21:14,9.41,63.93,8.05,98.9,,,,,
344,7/2/2025 21:19,9.39,63.93,8.03,98.7,,,,,
345,7/2/2025 21:24,9.37,63.93,8.02,98.5,,,,,
346,7/2/2025 21:29,9.34,63.9,7.99,98.1,,,,,
347,7/2/2025 21:34,9.32,63.9,7.97,97.9,,,,,
348,7/2/2025 21:39,9.29,63.9,7.95,97.6,,,,,
349,7/2/2025 21:44,9.27,63.9,7.93,97.4,,,,,
350,7/2/2025 21:49,9.25,63.9,7.91,97.1,,,,,
351,7/2/2025 21:54,9.22,63.9,7.89,96.8,,,,,
352,7/2/2025 21:59,9.2,63.9,7.87,96.6,,,,,
353,7/2/2025 22:04,12.33,63.86,10.55,129.4,,,,,
354,7/2/2025 22:09,11.13,63.86,9.52,116.8,,,,,
355,7/2/2025 22:14,10.42,63.86,8.91,109.4,,,,,
356,7/2/2025 22:19,10.13,63.86,8.67,106.3,,,,,
357,7/2/2025 22:24,9.84,63.86,8.42,103.3,,,,,
358,7/2/2025 22:29,9.65,63.86,8.26,101.3,,,,,
359,7/2/2025 22:34,9.59,63.86,8.2,100.7,,,,,
360,7/2/2025 22:39,9.5,63.86,8.13,99.7,,,,,
361,7/2/2025 22:44,9.45,63.86,8.08,99.2,,,,,
362,7/2/2025 22:49,9.45,63.82,8.08,99.2,,,,,
363,7/2/2025 22:54,9.39,63.82,8.03,98.5,,,,,
364,7/2/2025 22:59,9.37,63.82,8.02,98.3,,,,,
365,7/2/2025 23:04,9.36,63.82,8.01,98.2,,,,,
366,7/2/2025 23:09,9.32,63.82,7.97,97.8,,,,,
367,7/2/2025 23:14,9.28,63.82,7.94,97.4,,,,,
368,7/2/2025 23:19,9.3,63.82,7.96,97.6,,,,,
369,7/2/2025 23:24,9.27,63.82,7.93,97.3,,,,,
370,7/2/2025 23:29,9.25,63.82,7.91,97.1,,,,,
371,7/2/2025 23:34,9.24,63.82,7.9,97,,,,,
372,7/2/2025 23:39,9.22,63.82,7.89,96.8,,,,,
373,7/2/2025 23:44,9.21,63.82,7.88,96.6,,,,,
374,7/2/2025 23:49,9.2,63.82,7.87,96.5,,,,,
375,7/2/2025 23:54,9.19,63.82,7.86,96.4,,,,,
376,7/2/2025 23:59,9.15,63.82,7.83,96,,,,,
377,7/3/2025 0:04,9.14,63.82,7.82,95.9,,,,,
378,7/3/2025 0:09,9.12,63.82,7.8,95.7,,,,,
379,7/3/2025 0:14,9.11,63.82,7.79,95.6,,,,,
380,7/3/2025 0:19,9.09,63.82,7.78,95.4,,,,,
381,7/3/2025 0:24,9.08,63.82,7.77,95.3,,,,,
382,7/3/2025 0:29,9.06,63.82,7.75,95.1,,,,,
383,7/3/2025 0:34,9.05,63.82,7.74,95,,,,,
384,7/3/2025 0:39,9.05,63.82,7.74,95,,,,,
385,7/3/2025 0:44,9.04,63.86,7.73,94.9,,,,,
386,7/3/2025 0:49,9.03,63.86,7.73,94.8,,,,,
387,7/3/2025 0:54,9.03,63.86,7.73,94.8,,,,,
388,7/3/2025 0:59,9.02,63.86,7.72,94.7,,,,,
389,7/3/2025 1:04,9.02,63.86,7.72,94.7,,,,,
390,7/3/2025 1:09,9.02,63.86,7.72,94.7,,,,,
391,7/3/2025 1:14,9.01,63.9,7.71,94.6,,,,,
392,7/3/2025 1:19,9,63.9,7.7,94.5,,,,,
393,7/3/2025 1:24,9.01,63.9,7.71,94.6,,,,,
394,7/3/2025 1:29,9.03,63.9,7.73,94.8,,,,,
395,7/3/2025 1:34,9.04,63.9,7.73,94.9,,,,,
396,7/3/2025 1:39,9.02,63.93,7.72,94.8,,,,,
397,7/3/2025 1:44,9.02,63.93,7.72,94.8,,,,,
398,7/3/2025 1:49,9.02,63.93,7.72,94.8,,,,,
399,7/3/2025 1:54,9.02,63.93,7.72,94.8,,,,,
