"Plot Title: 20819386"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 20819386, SEN S/N: 20819386)","Temp, °F (LGR S/N: 20819386, SEN S/N: 20819386)","Coupler Attached (LGR S/N: 20819386)","Host Connected (LGR S/N: 20819386)","Stopped (LGR S/N: 20819386)","End Of File (LGR S/N: 20819386)"
430,09/12/24 05:45:00 PM,5.38,71.64,,,,
431,09/12/24 05:50:00 PM,5.38,71.64,,,,
432,09/12/24 05:55:00 PM,5.37,71.64,,,,
433,09/12/24 06:00:00 PM,5.37,71.64,,,,
434,09/12/24 06:05:00 PM,5.89,71.64,,,,
435,09/12/24 06:10:00 PM,5.89,71.64,,,,
436,09/12/24 06:15:00 PM,5.88,71.64,,,,
437,09/12/24 06:20:00 PM,5.87,71.64,,,,
438,09/12/24 06:25:00 PM,5.86,71.64,,,,
439,09/12/24 06:30:00 PM,5.85,71.64,,,,
440,09/12/24 06:35:00 PM,5.86,71.64,,,,
441,09/12/24 06:40:00 PM,5.84,71.64,,,,
442,09/12/24 06:45:00 PM,5.81,71.64,,,,
443,09/12/24 06:50:00 PM,5.82,71.64,,,,
444,09/12/24 06:55:00 PM,5.85,71.64,,,,
445,09/12/24 07:00:00 PM,5.86,71.64,,,,
446,09/12/24 07:05:00 PM,5.87,71.64,,,,
447,09/12/24 07:10:00 PM,5.87,71.64,,,,
448,09/12/24 07:15:00 PM,5.87,71.64,,,,
449,09/12/24 07:20:00 PM,5.86,71.64,,,,
450,09/12/24 07:25:00 PM,5.86,71.64,,,,
451,09/12/24 07:30:00 PM,5.85,71.64,,,,
452,09/12/24 07:35:00 PM,5.83,71.64,,,,
453,09/12/24 07:40:00 PM,5.83,71.64,,,,
454,09/12/24 07:45:00 PM,5.82,71.64,,,,
455,09/12/24 07:50:00 PM,5.82,71.64,,,,
456,09/12/24 07:55:00 PM,5.81,71.64,,,,
457,09/12/24 08:00:00 PM,5.82,71.64,,,,
458,09/12/24 08:05:00 PM,5.81,71.64,,,,
459,09/12/24 08:10:00 PM,5.80,71.64,,,,
460,09/12/24 08:15:00 PM,5.78,71.64,,,,
461,09/12/24 08:20:00 PM,5.77,71.64,,,,
462,09/12/24 08:25:00 PM,5.75,71.64,,,,
463,09/12/24 08:30:00 PM,5.74,71.60,,,,
464,09/12/24 08:35:00 PM,5.74,71.60,,,,
465,09/12/24 08:40:00 PM,5.73,71.64,,,,
466,09/12/24 08:45:00 PM,5.73,71.60,,,,
467,09/12/24 08:50:00 PM,5.73,71.60,,,,
468,09/12/24 08:55:00 PM,5.73,71.60,,,,
469,09/12/24 09:00:00 PM,5.72,71.60,,,,
470,09/12/24 09:05:00 PM,5.72,71.60,,,,
