"Plot Title: 21839977"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21839977, SEN S/N: 21839977)","Temp, °F (LGR S/N: 21839977, SEN S/N: 21839977)","Coupler Attached (LGR S/N: 21839977)","Host Connected (LGR S/N: 21839977)","Stopped (LGR S/N: 21839977)","End Of File (LGR S/N: 21839977)"
82,09/11/24 12:45:00 PM,7.52,71.64,,,,
83,09/11/24 12:50:00 PM,7.52,71.64,,,,
84,09/11/24 12:55:00 PM,7.52,71.64,,,,
85,09/11/24 01:00:00 PM,7.53,71.64,,,,
86,09/11/24 01:05:00 PM,7.51,71.64,,,,
87,09/11/24 01:10:00 PM,7.52,71.64,,,,
88,09/11/24 01:15:00 PM,7.52,71.64,,,,
89,09/11/24 01:20:00 PM,7.52,71.64,,,,
90,09/11/24 01:25:00 PM,7.52,71.64,,,,
91,09/11/24 01:30:00 PM,7.53,71.64,,,,
92,09/11/24 01:35:00 PM,7.52,71.64,,,,
93,09/11/24 01:40:00 PM,7.52,71.64,,,,
94,09/11/24 01:45:00 PM,7.51,71.64,,,,
95,09/11/24 01:50:00 PM,7.51,71.64,,,,
96,09/11/24 01:55:00 PM,7.52,71.64,,,,
97,09/11/24 02:00:00 PM,7.51,71.64,,,,
98,09/11/24 02:05:00 PM,7.51,71.64,,,,
99,09/11/24 02:10:00 PM,7.51,71.64,,,,
100,09/11/24 02:15:00 PM,7.51,71.64,,,,
101,09/11/24 02:20:00 PM,7.51,71.60,,,,
102,09/11/24 02:25:00 PM,7.51,71.60,,,,
103,09/11/24 02:30:00 PM,7.51,71.60,,,,
104,09/11/24 02:35:00 PM,7.50,71.60,,,,
105,09/11/24 02:40:00 PM,7.51,71.60,,,,
106,09/11/24 02:45:00 PM,7.50,71.60,,,,
107,09/11/24 02:50:00 PM,7.51,71.60,,,,
108,09/11/24 02:55:00 PM,7.51,71.60,,,,
109,09/11/24 03:00:00 PM,7.51,71.60,,,,
110,09/11/24 03:05:00 PM,7.50,71.60,,,,
111,09/11/24 03:10:00 PM,7.50,71.60,,,,
112,09/11/24 03:15:00 PM,7.50,71.60,,,,
113,09/11/24 03:20:00 PM,7.49,71.64,,,,
114,09/11/24 03:25:00 PM,7.48,71.64,,,,
115,09/11/24 03:30:00 PM,7.47,71.64,,,,
116,09/11/24 03:35:00 PM,7.45,71.64,,,,
117,09/11/24 03:40:00 PM,7.45,71.64,,,,
118,09/11/24 03:45:00 PM,7.44,71.67,,,,
119,09/11/24 03:50:00 PM,7.44,71.67,,,,
120,09/11/24 03:55:00 PM,7.44,71.67,,,,
121,09/11/24 04:00:00 PM,7.43,71.67,,,,
122,09/11/24 04:05:00 PM,7.43,71.71,,,,
123,09/11/24 04:10:00 PM,7.43,71.71,,,,
124,09/11/24 04:15:00 PM,7.39,71.71,,,,
125,09/11/24 04:20:00 PM,7.41,71.71,,,,
126,09/11/24 04:25:00 PM,7.39,71.71,,,,
127,09/11/24 04:30:00 PM,7.36,71.71,,,,
128,09/11/24 04:35:00 PM,7.35,71.71,,,,
129,09/11/24 04:40:00 PM,7.33,71.71,,,,
130,09/11/24 04:45:00 PM,7.33,71.71,,,,
131,09/11/24 04:50:00 PM,7.33,71.71,,,,
132,09/11/24 04:55:00 PM,7.33,71.71,,,,
133,09/11/24 05:00:00 PM,7.33,71.71,,,,
134,09/11/24 05:05:00 PM,7.32,71.71,,,,
135,09/11/24 05:10:00 PM,7.32,71.71,,,,
136,09/11/24 05:15:00 PM,7.31,71.74,,,,
137,09/11/24 05:20:00 PM,7.31,71.74,,,,
138,09/11/24 05:25:00 PM,7.30,71.74,,,,
139,09/11/24 05:30:00 PM,7.29,71.74,,,,
140,09/11/24 05:35:00 PM,7.27,71.74,,,,
141,09/11/24 05:40:00 PM,7.29,71.74,,,,
142,09/11/24 05:45:00 PM,7.29,71.74,,,,
143,09/11/24 05:50:00 PM,7.29,71.74,,,,
144,09/11/24 05:55:00 PM,7.29,71.74,,,,
145,09/11/24 06:00:00 PM,7.30,71.74,,,,
146,09/11/24 06:05:00 PM,7.35,71.74,,,,
147,09/11/24 06:10:00 PM,7.35,71.78,,,,
148,09/11/24 06:15:00 PM,7.35,71.78,,,,
149,09/11/24 06:20:00 PM,7.35,71.78,,,,
150,09/11/24 06:25:00 PM,7.34,71.78,,,,
151,09/11/24 06:30:00 PM,7.34,71.78,,,,
152,09/11/24 06:35:00 PM,7.32,71.74,,,,
153,09/11/24 06:40:00 PM,7.33,71.74,,,,
154,09/11/24 06:45:00 PM,7.33,71.74,,,,
155,09/11/24 06:50:00 PM,7.33,71.78,,,,
156,09/11/24 06:55:00 PM,7.33,71.78,,,,
157,09/11/24 07:00:00 PM,7.33,71.78,,,,
158,09/11/24 07:05:00 PM,7.34,71.78,,,,
159,09/11/24 07:10:00 PM,7.33,71.78,,,,
160,09/11/24 07:15:00 PM,7.34,71.78,,,,
161,09/11/24 07:20:00 PM,7.34,71.78,,,,
162,09/11/24 07:25:00 PM,7.34,71.78,,,,
163,09/11/24 07:30:00 PM,7.34,71.82,,,,
164,09/11/24 07:35:00 PM,7.34,71.82,,,,
165,09/11/24 07:40:00 PM,7.34,71.82,,,,
166,09/11/24 07:45:00 PM,7.35,71.85,,,,
167,09/11/24 07:50:00 PM,7.35,71.85,,,,
168,09/11/24 07:55:00 PM,7.35,71.89,,,,
169,09/11/24 08:00:00 PM,7.35,71.89,,,,
170,09/11/24 08:05:00 PM,7.35,71.92,,,,
171,09/11/24 08:10:00 PM,7.36,71.92,,,,
172,09/11/24 08:15:00 PM,7.35,71.92,,,,
173,09/11/24 08:20:00 PM,7.35,71.92,,,,
174,09/11/24 08:25:00 PM,7.35,71.92,,,,
175,09/11/24 08:30:00 PM,7.36,71.92,,,,
176,09/11/24 08:35:00 PM,7.36,71.92,,,,
177,09/11/24 08:40:00 PM,7.39,71.96,,,,
178,09/11/24 08:45:00 PM,7.39,71.96,,,,
179,09/11/24 08:50:00 PM,7.39,71.96,,,,
180,09/11/24 08:55:00 PM,7.40,71.96,,,,
181,09/11/24 09:00:00 PM,7.42,72.00,,,,
182,09/11/24 09:05:00 PM,7.41,72.00,,,,
183,09/11/24 09:10:00 PM,7.40,72.00,,,,
184,09/11/24 09:15:00 PM,7.41,72.03,,,,
185,09/11/24 09:20:00 PM,7.41,72.03,,,,
186,09/11/24 09:25:00 PM,7.42,72.03,,,,
187,09/11/24 09:30:00 PM,7.41,72.07,,,,
188,09/11/24 09:35:00 PM,7.40,72.07,,,,
189,09/11/24 09:40:00 PM,7.42,72.10,,,,
190,09/11/24 09:45:00 PM,7.41,72.14,,,,
191,09/11/24 09:50:00 PM,7.41,72.14,,,,
192,09/11/24 09:55:00 PM,7.41,72.18,,,,
193,09/11/24 10:00:00 PM,7.40,72.18,,,,
194,09/11/24 10:05:00 PM,7.38,72.21,,,,
195,09/11/24 10:10:00 PM,7.38,72.21,,,,
196,09/11/24 10:15:00 PM,7.39,72.21,,,,
197,09/11/24 10:20:00 PM,7.39,72.25,,,,
198,09/11/24 10:25:00 PM,7.41,72.25,,,,
199,09/11/24 10:30:00 PM,7.43,72.25,,,,
200,09/11/24 10:35:00 PM,7.42,72.28,,,,
201,09/11/24 10:40:00 PM,7.42,72.28,,,,
202,09/11/24 10:45:00 PM,7.43,72.28,,,,
203,09/11/24 10:50:00 PM,7.42,72.28,,,,
204,09/11/24 10:55:00 PM,7.42,72.28,,,,
205,09/11/24 11:00:00 PM,7.41,72.28,,,,
206,09/11/24 11:05:00 PM,7.41,72.28,,,,
207,09/11/24 11:10:00 PM,7.41,72.28,,,,
208,09/11/24 11:15:00 PM,7.40,72.28,,,,
209,09/11/24 11:20:00 PM,7.41,72.28,,,,
210,09/11/24 11:25:00 PM,7.40,72.28,,,,
211,09/11/24 11:30:00 PM,7.40,72.28,,,,
212,09/11/24 11:35:00 PM,7.41,72.28,,,,
213,09/11/24 11:40:00 PM,7.41,72.25,,,,
214,09/11/24 11:45:00 PM,7.42,72.25,,,,
215,09/11/24 11:50:00 PM,7.42,72.25,,,,
216,09/11/24 11:55:00 PM,7.42,72.25,,,,
217,09/12/24 12:00:00 AM,7.40,72.25,,,,
218,09/12/24 12:05:00 AM,8.28,72.25,,,,
219,09/12/24 12:10:00 AM,8.28,72.28,,,,
220,09/12/24 12:15:00 AM,8.28,72.25,,,,
221,09/12/24 12:20:00 AM,8.27,72.25,,,,
222,09/12/24 12:25:00 AM,8.28,72.25,,,,
223,09/12/24 12:30:00 AM,8.28,72.25,,,,
224,09/12/24 12:35:00 AM,8.28,72.25,,,,
225,09/12/24 12:40:00 AM,8.26,72.25,,,,
226,09/12/24 12:45:00 AM,8.27,72.25,,,,
227,09/12/24 12:50:00 AM,8.29,72.25,,,,
228,09/12/24 12:55:00 AM,8.28,72.25,,,,
229,09/12/24 01:00:00 AM,8.27,72.25,,,,
230,09/12/24 01:05:00 AM,8.28,72.25,,,,
231,09/12/24 01:10:00 AM,8.27,72.25,,,,
232,09/12/24 01:15:00 AM,8.27,72.25,,,,
233,09/12/24 01:20:00 AM,8.27,72.25,,,,
234,09/12/24 01:25:00 AM,8.28,72.21,,,,
235,09/12/24 01:30:00 AM,8.27,72.21,,,,
236,09/12/24 01:35:00 AM,8.26,72.21,,,,
237,09/12/24 01:40:00 AM,8.26,72.21,,,,
238,09/12/24 01:45:00 AM,8.26,72.21,,,,
239,09/12/24 01:50:00 AM,8.25,72.21,,,,
240,09/12/24 01:55:00 AM,8.26,72.21,,,,
241,09/12/24 02:00:00 AM,8.26,72.21,,,,
242,09/12/24 02:05:00 AM,8.26,72.21,,,,
243,09/12/24 02:10:00 AM,8.27,72.21,,,,
244,09/12/24 02:15:00 AM,8.26,72.21,,,,
245,09/12/24 02:20:00 AM,8.25,72.21,,,,
246,09/12/24 02:25:00 AM,8.22,72.18,,,,
247,09/12/24 02:30:00 AM,8.22,72.18,,,,
248,09/12/24 02:35:00 AM,8.22,72.18,,,,
249,09/12/24 02:40:00 AM,8.22,72.18,,,,
250,09/12/24 02:45:00 AM,8.21,72.18,,,,
251,09/12/24 02:50:00 AM,8.21,72.18,,,,
252,09/12/24 02:55:00 AM,8.20,72.14,,,,
253,09/12/24 03:00:00 AM,8.20,72.14,,,,
254,09/12/24 03:05:00 AM,8.18,72.14,,,,
255,09/12/24 03:10:00 AM,8.19,72.14,,,,
256,09/12/24 03:15:00 AM,8.19,72.14,,,,
257,09/12/24 03:20:00 AM,8.20,72.14,,,,
258,09/12/24 03:25:00 AM,8.18,72.10,,,,
259,09/12/24 03:30:00 AM,8.14,72.10,,,,
260,09/12/24 03:35:00 AM,8.13,72.07,,,,
261,09/12/24 03:40:00 AM,8.10,72.07,,,,
262,09/12/24 03:45:00 AM,8.06,72.03,,,,
263,09/12/24 03:50:00 AM,8.06,72.03,,,,
264,09/12/24 03:55:00 AM,8.03,72.03,,,,
265,09/12/24 04:00:00 AM,8.01,72.00,,,,
266,09/12/24 04:05:00 AM,8.02,72.00,,,,
267,09/12/24 04:10:00 AM,8.02,72.00,,,,
268,09/12/24 04:15:00 AM,8.03,72.00,,,,
269,09/12/24 04:20:00 AM,8.02,72.03,,,,
270,09/12/24 04:25:00 AM,8.03,72.03,,,,
271,09/12/24 04:30:00 AM,8.02,72.03,,,,
272,09/12/24 04:35:00 AM,8.02,72.03,,,,
273,09/12/24 04:40:00 AM,8.01,72.03,,,,
274,09/12/24 04:45:00 AM,8.02,72.03,,,,
275,09/12/24 04:50:00 AM,8.03,72.03,,,,
276,09/12/24 04:55:00 AM,8.02,72.03,,,,
277,09/12/24 05:00:00 AM,8.01,72.03,,,,
278,09/12/24 05:05:00 AM,8.01,72.03,,,,
279,09/12/24 05:10:00 AM,8.02,72.03,,,,
280,09/12/24 05:15:00 AM,8.01,72.03,,,,
281,09/12/24 05:20:00 AM,8.02,72.03,,,,
282,09/12/24 05:25:00 AM,8.03,72.03,,,,
283,09/12/24 05:30:00 AM,8.01,72.03,,,,
284,09/12/24 05:35:00 AM,7.96,72.00,,,,
285,09/12/24 05:40:00 AM,7.93,72.00,,,,
286,09/12/24 05:45:00 AM,7.92,72.00,,,,
287,09/12/24 05:50:00 AM,7.89,71.96,,,,
288,09/12/24 05:55:00 AM,7.88,71.96,,,,
289,09/12/24 06:00:00 AM,7.84,71.92,,,,
290,09/12/24 06:05:00 AM,6.95,71.85,,,,
291,09/12/24 06:10:00 AM,6.96,71.82,,,,
292,09/12/24 06:15:00 AM,6.95,71.82,,,,
293,09/12/24 06:20:00 AM,6.95,71.82,,,,
294,09/12/24 06:25:00 AM,6.95,71.82,,,,
295,09/12/24 06:30:00 AM,6.95,71.82,,,,
296,09/12/24 06:35:00 AM,6.95,71.82,,,,
297,09/12/24 06:40:00 AM,6.95,71.82,,,,
298,09/12/24 06:45:00 AM,6.95,71.82,,,,
299,09/12/24 06:50:00 AM,6.95,71.82,,,,
300,09/12/24 06:55:00 AM,6.96,71.82,,,,
301,09/12/24 07:00:00 AM,6.93,71.82,,,,
302,09/12/24 07:05:00 AM,6.95,71.82,,,,
303,09/12/24 07:10:00 AM,6.93,71.82,,,,
304,09/12/24 07:15:00 AM,6.93,71.82,,,,
305,09/12/24 07:20:00 AM,6.93,71.82,,,,
306,09/12/24 07:25:00 AM,6.92,71.82,,,,
307,09/12/24 07:30:00 AM,6.93,71.82,,,,
308,09/12/24 07:35:00 AM,6.95,71.82,,,,
309,09/12/24 07:40:00 AM,6.92,71.82,,,,
310,09/12/24 07:45:00 AM,6.95,71.82,,,,
311,09/12/24 07:50:00 AM,6.92,71.82,,,,
312,09/12/24 07:55:00 AM,6.93,71.85,,,,
313,09/12/24 08:00:00 AM,6.93,71.85,,,,
314,09/12/24 08:05:00 AM,6.92,71.85,,,,
315,09/12/24 08:10:00 AM,6.92,71.85,,,,
316,09/12/24 08:15:00 AM,6.90,71.89,,,,
317,09/12/24 08:20:00 AM,6.91,71.89,,,,
318,09/12/24 08:25:00 AM,6.90,71.89,,,,
319,09/12/24 08:30:00 AM,6.91,71.89,,,,
320,09/12/24 08:35:00 AM,6.91,71.89,,,,
321,09/12/24 08:40:00 AM,6.89,71.89,,,,
322,09/12/24 08:45:00 AM,6.90,71.89,,,,
323,09/12/24 08:50:00 AM,6.91,71.89,,,,
324,09/12/24 08:55:00 AM,6.90,71.89,,,,
325,09/12/24 09:00:00 AM,6.91,71.89,,,,
326,09/12/24 09:05:00 AM,6.90,71.89,,,,
327,09/12/24 09:10:00 AM,6.90,71.89,,,,
328,09/12/24 09:15:00 AM,6.90,71.92,,,,
329,09/12/24 09:20:00 AM,6.90,71.92,,,,
330,09/12/24 09:25:00 AM,6.90,71.92,,,,
331,09/12/24 09:30:00 AM,6.90,71.92,,,,
332,09/12/24 09:35:00 AM,6.89,71.92,,,,
333,09/12/24 09:40:00 AM,6.90,71.92,,,,
334,09/12/24 09:45:00 AM,6.89,71.92,,,,
335,09/12/24 09:50:00 AM,6.89,71.92,,,,
336,09/12/24 09:55:00 AM,6.88,71.92,,,,
337,09/12/24 10:00:00 AM,6.90,71.92,,,,
338,09/12/24 10:05:00 AM,6.88,71.92,,,,
339,09/12/24 10:10:00 AM,6.89,71.92,,,,
340,09/12/24 10:15:00 AM,6.88,71.92,,,,
341,09/12/24 10:20:00 AM,6.88,71.92,,,,
342,09/12/24 10:25:00 AM,6.88,71.92,,,,
343,09/12/24 10:30:00 AM,6.88,71.92,,,,
344,09/12/24 10:35:00 AM,6.88,71.92,,,,
345,09/12/24 10:40:00 AM,6.88,71.92,,,,
346,09/12/24 10:45:00 AM,6.88,71.92,,,,
347,09/12/24 10:50:00 AM,6.88,71.92,,,,
348,09/12/24 10:55:00 AM,6.89,71.92,,,,
349,09/12/24 11:00:00 AM,6.88,71.92,,,,
350,09/12/24 11:05:00 AM,6.88,71.92,,,,
351,09/12/24 11:10:00 AM,6.87,71.92,,,,
352,09/12/24 11:15:00 AM,6.87,71.92,,,,
353,09/12/24 11:20:00 AM,6.88,71.92,,,,
354,09/12/24 11:25:00 AM,6.87,71.92,,,,
355,09/12/24 11:30:00 AM,6.88,71.92,,,,
356,09/12/24 11:35:00 AM,6.88,71.89,,,,
357,09/12/24 11:40:00 AM,6.87,71.89,,,,
358,09/12/24 11:45:00 AM,6.89,71.89,,,,
359,09/12/24 11:50:00 AM,6.89,71.89,,,,
360,09/12/24 11:55:00 AM,6.88,71.89,,,,
361,09/12/24 12:00:00 PM,6.89,71.89,,,,
362,09/12/24 12:05:00 PM,8.03,71.92,,,,
363,09/12/24 12:10:00 PM,8.02,71.92,,,,
364,09/12/24 12:15:00 PM,8.02,71.92,,,,
365,09/12/24 12:20:00 PM,8.02,71.92,,,,
366,09/12/24 12:25:00 PM,8.02,71.92,,,,
367,09/12/24 12:30:00 PM,8.02,71.92,,,,
368,09/12/24 12:35:00 PM,8.02,71.92,,,,
369,09/12/24 12:40:00 PM,8.00,71.92,,,,
370,09/12/24 12:45:00 PM,8.01,71.96,,,,
371,09/12/24 12:50:00 PM,8.01,71.96,,,,
372,09/12/24 12:55:00 PM,8.01,71.96,,,,
373,09/12/24 01:00:00 PM,8.02,71.96,,,,
374,09/12/24 01:05:00 PM,8.01,71.96,,,,
375,09/12/24 01:10:00 PM,8.01,71.96,,,,
376,09/12/24 01:15:00 PM,8.01,71.96,,,,
377,09/12/24 01:20:00 PM,8.01,71.96,,,,
378,09/12/24 01:25:00 PM,8.01,71.96,,,,
379,09/12/24 01:30:00 PM,8.01,71.96,,,,
380,09/12/24 01:35:00 PM,8.00,71.92,,,,
381,09/12/24 01:40:00 PM,8.00,71.96,,,,
382,09/12/24 01:45:00 PM,8.00,71.92,,,,
383,09/12/24 01:50:00 PM,8.00,71.92,,,,
384,09/12/24 01:55:00 PM,7.99,71.92,,,,
385,09/12/24 02:00:00 PM,8.00,71.92,,,,
386,09/12/24 02:05:00 PM,7.99,71.92,,,,
387,09/12/24 02:10:00 PM,7.99,71.92,,,,
388,09/12/24 02:15:00 PM,8.00,71.92,,,,
389,09/12/24 02:20:00 PM,8.00,71.92,,,,
390,09/12/24 02:25:00 PM,7.99,71.92,,,,
391,09/12/24 02:30:00 PM,7.97,71.92,,,,
392,09/12/24 02:35:00 PM,7.96,71.92,,,,
393,09/12/24 02:40:00 PM,7.96,71.92,,,,
394,09/12/24 02:45:00 PM,7.95,71.89,,,,
395,09/12/24 02:50:00 PM,7.94,71.89,,,,
396,09/12/24 02:55:00 PM,7.94,71.89,,,,
397,09/12/24 03:00:00 PM,7.93,71.89,,,,
398,09/12/24 03:05:00 PM,7.92,71.89,,,,
399,09/12/24 03:10:00 PM,7.89,71.89,,,,
400,09/12/24 03:15:00 PM,7.91,71.89,,,,
401,09/12/24 03:20:00 PM,7.91,71.85,,,,
402,09/12/24 03:25:00 PM,7.87,71.85,,,,
403,09/12/24 03:30:00 PM,7.86,71.85,,,,
404,09/12/24 03:35:00 PM,7.84,71.85,,,,
405,09/12/24 03:40:00 PM,7.83,71.85,,,,
406,09/12/24 03:45:00 PM,7.84,71.85,,,,
407,09/12/24 03:50:00 PM,7.84,71.85,,,,
408,09/12/24 03:55:00 PM,7.84,71.85,,,,
409,09/12/24 04:00:00 PM,7.83,71.85,,,,
410,09/12/24 04:05:00 PM,7.80,71.85,,,,
411,09/12/24 04:10:00 PM,7.80,71.85,,,,
412,09/12/24 04:15:00 PM,7.82,71.85,,,,
413,09/12/24 04:20:00 PM,7.80,71.85,,,,
414,09/12/24 04:25:00 PM,7.79,71.85,,,,
415,09/12/24 04:30:00 PM,7.77,71.85,,,,
416,09/12/24 04:35:00 PM,7.70,71.85,,,,
417,09/12/24 04:40:00 PM,7.68,71.85,,,,
418,09/12/24 04:45:00 PM,7.67,71.85,,,,
419,09/12/24 04:50:00 PM,7.64,71.85,,,,
420,09/12/24 04:55:00 PM,7.65,71.85,,,,
421,09/12/24 05:00:00 PM,7.65,71.85,,,,
422,09/12/24 05:05:00 PM,7.67,71.85,,,,
423,09/12/24 05:10:00 PM,7.68,71.89,,,,
424,09/12/24 05:15:00 PM,7.69,71.89,,,,
425,09/12/24 05:20:00 PM,7.69,71.89,,,,
426,09/12/24 05:25:00 PM,7.70,71.89,,,,
427,09/12/24 05:30:00 PM,7.69,71.89,,,,
428,09/12/24 05:35:00 PM,7.69,71.92,,,,
429,09/12/24 05:40:00 PM,7.68,71.92,,,,
430,09/12/24 05:45:00 PM,7.69,71.92,,,,
431,09/12/24 05:50:00 PM,7.69,71.92,,,,
432,09/12/24 05:55:00 PM,7.70,71.96,,,,
433,09/12/24 06:00:00 PM,7.78,71.96,,,,
434,09/12/24 06:05:00 PM,8.82,72.00,,,,
435,09/12/24 06:10:00 PM,8.82,72.00,,,,
436,09/12/24 06:15:00 PM,8.83,72.00,,,,
437,09/12/24 06:20:00 PM,8.82,72.00,,,,
438,09/12/24 06:25:00 PM,8.80,72.00,,,,
439,09/12/24 06:30:00 PM,8.79,72.00,,,,
440,09/12/24 06:35:00 PM,8.79,72.00,,,,
441,09/12/24 06:40:00 PM,8.79,72.00,,,,
442,09/12/24 06:45:00 PM,8.80,72.00,,,,
443,09/12/24 06:50:00 PM,8.81,72.00,,,,
444,09/12/24 06:55:00 PM,8.87,72.03,,,,
445,09/12/24 07:00:00 PM,8.82,72.03,,,,
446,09/12/24 07:05:00 PM,8.79,72.00,,,,
447,09/12/24 07:10:00 PM,8.78,72.00,,,,
448,09/12/24 07:15:00 PM,8.69,72.00,,,,
449,09/12/24 07:20:00 PM,8.67,72.00,,,,
450,09/12/24 07:25:00 PM,8.67,72.00,,,,
451,09/12/24 07:30:00 PM,8.62,72.00,,,,
452,09/12/24 07:35:00 PM,8.58,72.00,,,,
453,09/12/24 07:40:00 PM,8.57,71.96,,,,
454,09/12/24 07:45:00 PM,8.58,72.00,,,,
455,09/12/24 07:50:00 PM,8.56,72.00,,,,
456,09/12/24 07:55:00 PM,8.57,72.00,,,,
457,09/12/24 08:00:00 PM,8.57,72.00,,,,
458,09/12/24 08:05:00 PM,8.57,72.00,,,,
459,09/12/24 08:10:00 PM,8.55,72.00,,,,
460,09/12/24 08:15:00 PM,8.56,72.03,,,,
461,09/12/24 08:20:00 PM,8.57,72.03,,,,
462,09/12/24 08:25:00 PM,8.58,72.07,,,,
463,09/12/24 08:30:00 PM,8.60,72.10,,,,
464,09/12/24 08:35:00 PM,8.63,72.14,,,,
465,09/12/24 08:40:00 PM,8.60,72.18,,,,
466,09/12/24 08:45:00 PM,8.58,72.18,,,,
467,09/12/24 08:50:00 PM,8.58,72.18,,,,
468,09/12/24 08:55:00 PM,8.58,72.18,,,,
469,09/12/24 09:00:00 PM,8.57,72.18,,,,
470,09/12/24 09:05:00 PM,8.57,72.18,,,,
