Plot Title: 21737478,,,,
#,datetime,do.mgl,temp,status
462,9/27/2024 20:25,7.58,70.41,
463,9/27/2024 20:30,7.6,70.41,
464,9/27/2024 20:35,7.61,70.41,
465,9/27/2024 20:40,7.61,70.41,
466,9/27/2024 20:45,7.63,70.41,
467,9/27/2024 20:50,7.61,70.38,
468,9/27/2024 20:55,7.6,70.38,
469,9/27/2024 21:00,7.59,70.38,
470,9/27/2024 21:05,7.58,70.38,
471,9/27/2024 21:10,7.57,70.38,
472,9/27/2024 21:15,7.55,70.38,
473,9/27/2024 21:20,7.57,70.38,
474,9/27/2024 21:25,7.56,70.38,
475,9/27/2024 21:30,7.55,70.38,
476,9/27/2024 21:35,7.53,70.34,
477,9/27/2024 21:40,7.53,70.34,
478,9/27/2024 21:45,7.53,70.34,
479,9/27/2024 21:50,7.53,70.34,
480,9/27/2024 21:55,7.52,70.34,
481,9/27/2024 22:00,7.53,70.34,
482,9/27/2024 22:05,7.53,70.34,
483,9/27/2024 22:10,7.5,70.34,
484,9/27/2024 22:15,7.49,70.3,
485,9/27/2024 22:20,7.52,70.3,
486,9/27/2024 22:25,7.52,70.3,
487,9/27/2024 22:30,7.52,70.3,
488,9/27/2024 22:35,7.52,70.27,
489,9/27/2024 22:40,7.48,70.27,
490,9/27/2024 22:45,7.49,70.27,
491,9/27/2024 22:50,7.48,70.27,
492,9/27/2024 22:55,7.48,70.27,
493,9/27/2024 23:00,7.49,70.27,
494,9/27/2024 23:05,7.48,70.27,
495,9/27/2024 23:10,7.48,70.27,
496,9/27/2024 23:15,7.48,70.27,
497,9/27/2024 23:20,7.48,70.23,
498,9/27/2024 23:25,7.48,70.23,
499,9/27/2024 23:30,7.48,70.23,
500,9/27/2024 23:35,7.47,70.23,
501,9/27/2024 23:40,7.44,70.23,
502,9/27/2024 23:45,7.44,70.23,
503,9/27/2024 23:50,7.43,70.23,
504,9/27/2024 23:55,7.39,70.23,
505,9/28/2024 0:00,7.39,70.23,
506,9/28/2024 0:05,7.49,70.2,s
507,9/28/2024 0:10,7.49,70.2,
508,9/28/2024 0:15,7.49,70.2,
509,9/28/2024 0:20,7.49,70.2,
510,9/28/2024 0:25,7.49,70.2,
511,9/28/2024 0:30,7.49,70.16,
512,9/28/2024 0:35,7.49,70.16,
513,9/28/2024 0:40,7.49,70.16,
514,9/28/2024 0:45,7.49,70.2,
515,9/28/2024 0:50,7.49,70.2,
516,9/28/2024 0:55,7.49,70.16,
517,9/28/2024 1:00,7.48,70.16,
518,9/28/2024 1:05,7.48,70.16,
519,9/28/2024 1:10,7.48,70.16,
520,9/28/2024 1:15,7.49,70.16,
521,9/28/2024 1:20,7.48,70.16,
522,9/28/2024 1:25,7.47,70.12,
523,9/28/2024 1:30,7.47,70.12,
524,9/28/2024 1:35,7.38,70.12,
525,9/28/2024 1:40,7.35,70.09,
526,9/28/2024 1:45,7.39,70.09,
527,9/28/2024 1:50,7.42,70.09,
528,9/28/2024 1:55,7.42,70.05,
529,9/28/2024 2:00,7.43,70.05,
530,9/28/2024 2:05,7.43,70.05,
531,9/28/2024 2:10,7.43,70.05,
532,9/28/2024 2:15,7.43,70.05,
533,9/28/2024 2:20,7.4,70.05,
534,9/28/2024 2:25,7.4,70.05,
535,9/28/2024 2:30,7.39,70.05,
536,9/28/2024 2:35,7.4,70.05,
537,9/28/2024 2:40,7.4,70.02,
538,9/28/2024 2:45,7.39,70.02,
539,9/28/2024 2:50,7.39,70.02,
540,9/28/2024 2:55,7.4,70.02,
541,9/28/2024 3:00,7.4,70.02,
542,9/28/2024 3:05,7.38,70.02,
543,9/28/2024 3:10,7.38,70.02,
544,9/28/2024 3:15,7.33,70.02,
545,9/28/2024 3:20,7.32,70.02,
546,9/28/2024 3:25,7.33,70.02,
547,9/28/2024 3:30,7.33,70.02,
548,9/28/2024 3:35,7.32,70.02,
549,9/28/2024 3:40,7.28,70.02,
550,9/28/2024 3:45,7.27,70.02,
551,9/28/2024 3:50,7.27,70.02,
552,9/28/2024 3:55,7.26,70.02,
553,9/28/2024 4:00,7.23,70.02,
554,9/28/2024 4:05,7.25,70.02,
555,9/28/2024 4:10,7.27,70.02,
556,9/28/2024 4:15,7.26,70.02,
557,9/28/2024 4:20,7.27,70.02,
558,9/28/2024 4:25,7.27,70.02,
559,9/28/2024 4:30,7.25,69.98,
560,9/28/2024 4:35,7.25,69.98,
561,9/28/2024 4:40,7.26,69.98,
562,9/28/2024 4:45,7.25,69.98,
563,9/28/2024 4:50,7.23,69.98,
564,9/28/2024 4:55,7.22,69.98,
565,9/28/2024 5:00,7.22,69.98,
566,9/28/2024 5:05,7.21,69.98,
567,9/28/2024 5:10,7.22,69.98,
568,9/28/2024 5:15,7.21,69.98,
569,9/28/2024 5:20,7.18,69.98,
570,9/28/2024 5:25,7.18,69.94,
571,9/28/2024 5:30,7.15,69.94,
572,9/28/2024 5:35,7.14,69.94,
573,9/28/2024 5:40,7.13,69.94,
574,9/28/2024 5:45,7.11,69.94,
575,9/28/2024 5:50,7.02,69.94,
576,9/28/2024 5:55,7.04,69.94,
577,9/28/2024 6:00,7.08,69.94,
578,9/28/2024 6:05,7.29,69.94,s
579,9/28/2024 6:10,7.29,69.94,
580,9/28/2024 6:15,7.29,69.94,
581,9/28/2024 6:20,7.29,69.94,
582,9/28/2024 6:25,7.29,69.94,
583,9/28/2024 6:30,7.29,69.94,
584,9/28/2024 6:35,7.29,69.94,
585,9/28/2024 6:40,7.29,69.94,
586,9/28/2024 6:45,7.28,69.94,
587,9/28/2024 6:50,7.26,69.91,
588,9/28/2024 6:55,7.25,69.91,
589,9/28/2024 7:00,7.25,69.91,
590,9/28/2024 7:05,7.24,69.91,
591,9/28/2024 7:10,7.24,69.91,
592,9/28/2024 7:15,7.23,69.91,
593,9/28/2024 7:20,7.23,69.91,
594,9/28/2024 7:25,7.22,69.87,
595,9/28/2024 7:30,7.21,69.87,
596,9/28/2024 7:35,7.21,69.87,
597,9/28/2024 7:40,7.2,69.87,
598,9/28/2024 7:45,7.2,69.87,
599,9/28/2024 7:50,7.2,69.87,
600,9/28/2024 7:55,7.2,69.87,
601,9/28/2024 8:00,7.17,69.84,
602,9/28/2024 8:05,7.18,69.84,
603,9/28/2024 8:10,7.18,69.84,
604,9/28/2024 8:15,7.17,69.84,
605,9/28/2024 8:20,7.17,69.84,
606,9/28/2024 8:25,7.17,69.84,
607,9/28/2024 8:30,7.17,69.84,
608,9/28/2024 8:35,7.16,69.84,
609,9/28/2024 8:40,7.16,69.84,
610,9/28/2024 8:45,7.16,69.84,
611,9/28/2024 8:50,7.16,69.8,
612,9/28/2024 8:55,7.16,69.84,
613,9/28/2024 9:00,7.15,69.8,
614,9/28/2024 9:05,7.16,69.8,
615,9/28/2024 9:10,7.14,69.8,
616,9/28/2024 9:15,7.13,69.8,
617,9/28/2024 9:20,7.13,69.8,
618,9/28/2024 9:25,7.13,69.8,
619,9/28/2024 9:30,7.12,69.8,
620,9/28/2024 9:35,7.12,69.8,
621,9/28/2024 9:40,7.12,69.8,
622,9/28/2024 9:45,7.12,69.8,
623,9/28/2024 9:50,7.11,69.8,
624,9/28/2024 9:55,7.11,69.8,
625,9/28/2024 10:00,7.11,69.8,
626,9/28/2024 10:05,7.11,69.8,
627,9/28/2024 10:10,7.12,69.8,
628,9/28/2024 10:15,7.11,69.8,
629,9/28/2024 10:20,7.11,69.8,
630,9/28/2024 10:25,7.11,69.8,
631,9/28/2024 10:30,7.11,69.8,
632,9/28/2024 10:35,7.1,69.84,
633,9/28/2024 10:40,7.1,69.84,
634,9/28/2024 10:45,7.1,69.84,
635,9/28/2024 10:50,7.1,69.84,
636,9/28/2024 10:55,7.1,69.84,
637,9/28/2024 11:00,7.1,69.84,
638,9/28/2024 11:05,7.11,69.84,
639,9/28/2024 11:10,7.1,69.84,
640,9/28/2024 11:15,7.08,69.84,
641,9/28/2024 11:20,7.1,69.84,
642,9/28/2024 11:25,7.08,69.84,
643,9/28/2024 11:30,7.07,69.84,
644,9/28/2024 11:35,7.07,69.84,
645,9/28/2024 11:40,7.07,69.84,
646,9/28/2024 11:45,7.06,69.84,
647,9/28/2024 11:50,7.07,69.84,
648,9/28/2024 11:55,7.07,69.84,
649,9/28/2024 12:00,7.07,69.84,
650,9/28/2024 12:05,7.63,69.84,s
651,9/28/2024 12:10,7.63,69.84,
652,9/28/2024 12:15,7.61,69.84,
653,9/28/2024 12:20,7.61,69.84,
654,9/28/2024 12:25,7.59,69.84,
655,9/28/2024 12:30,7.58,69.87,
656,9/28/2024 12:35,7.57,69.84,
657,9/28/2024 12:40,7.59,69.84,
658,9/28/2024 12:45,7.57,69.84,
659,9/28/2024 12:50,7.57,69.84,
660,9/28/2024 12:55,7.55,69.84,
661,9/28/2024 13:00,7.55,69.84,
662,9/28/2024 13:05,7.57,69.84,
663,9/28/2024 13:10,7.54,69.84,
664,9/28/2024 13:15,7.55,69.84,
665,9/28/2024 13:20,7.53,69.84,
666,9/28/2024 13:25,7.55,69.84,
667,9/28/2024 13:30,7.53,69.8,
668,9/28/2024 13:35,7.53,69.8,
669,9/28/2024 13:40,7.53,69.8,
670,9/28/2024 13:45,7.53,69.8,
671,9/28/2024 13:50,7.52,69.8,
672,9/28/2024 13:55,7.5,69.8,
673,9/28/2024 14:00,7.5,69.8,
674,9/28/2024 14:05,7.5,69.8,
675,9/28/2024 14:10,7.5,69.8,
676,9/28/2024 14:15,7.49,69.8,
677,9/28/2024 14:20,7.5,69.76,
678,9/28/2024 14:25,7.49,69.76,
679,9/28/2024 14:30,7.49,69.76,
680,9/28/2024 14:35,7.49,69.76,
681,9/28/2024 14:40,7.49,69.76,
682,9/28/2024 14:45,7.49,69.76,
683,9/28/2024 14:50,7.48,69.76,
684,9/28/2024 14:55,7.47,69.76,
685,9/28/2024 15:00,7.47,69.76,
686,9/28/2024 15:05,7.47,69.76,
687,9/28/2024 15:10,7.46,69.73,
688,9/28/2024 15:15,7.45,69.76,
689,9/28/2024 15:20,7.45,69.73,
690,9/28/2024 15:25,7.44,69.73,
691,9/28/2024 15:30,7.44,69.73,
692,9/28/2024 15:35,7.44,69.73,
693,9/28/2024 15:40,7.44,69.73,
694,9/28/2024 15:45,7.44,69.73,
695,9/28/2024 15:50,7.43,69.73,
696,9/28/2024 15:55,7.43,69.73,
697,9/28/2024 16:00,7.43,69.73,
698,9/28/2024 16:05,7.43,69.73,
699,9/28/2024 16:10,7.39,69.69,
700,9/28/2024 16:15,7.4,69.69,
701,9/28/2024 16:20,7.43,69.69,
702,9/28/2024 16:25,7.4,69.69,
703,9/28/2024 16:30,7.4,69.69,
704,9/28/2024 16:35,7.4,69.69,
705,9/28/2024 16:40,7.4,69.69,
706,9/28/2024 16:45,7.4,69.69,
707,9/28/2024 16:50,7.39,69.69,
708,9/28/2024 16:55,7.37,69.66,
709,9/28/2024 17:00,7.38,69.66,
710,9/28/2024 17:05,7.39,69.66,
711,9/28/2024 17:10,7.38,69.66,
712,9/28/2024 17:15,7.39,69.66,
713,9/28/2024 17:20,7.38,69.66,
714,9/28/2024 17:25,7.34,69.66,
715,9/28/2024 17:30,7.29,69.66,
716,9/28/2024 17:35,7.34,69.66,
717,9/28/2024 17:40,7.31,69.66,
718,9/28/2024 17:45,7.27,69.62,
719,9/28/2024 17:50,7.27,69.62,
720,9/28/2024 17:55,7.27,69.62,
721,9/28/2024 18:00,7.27,69.62,
722,9/28/2024 18:05,7.58,69.62,s
723,9/28/2024 18:10,7.59,69.62,
724,9/28/2024 18:15,7.58,69.62,
725,9/28/2024 18:20,7.58,69.62,
726,9/28/2024 18:25,7.57,69.62,
727,9/28/2024 18:30,7.56,69.62,
728,9/28/2024 18:35,7.54,69.62,
729,9/28/2024 18:40,7.54,69.62,
730,9/28/2024 18:45,7.53,69.62,
731,9/28/2024 18:50,7.52,69.62,
732,9/28/2024 18:55,7.49,69.58,
733,9/28/2024 19:00,7.52,69.58,
734,9/28/2024 19:05,7.48,69.58,
735,9/28/2024 19:10,7.47,69.58,
736,9/28/2024 19:15,7.48,69.58,
737,9/28/2024 19:20,7.46,69.58,
738,9/28/2024 19:25,7.46,69.58,
739,9/28/2024 19:30,7.45,69.58,
740,9/28/2024 19:35,7.43,69.58,
741,9/28/2024 19:40,7.44,69.58,
742,9/28/2024 19:45,7.43,69.55,
743,9/28/2024 19:50,7.43,69.55,
744,9/28/2024 19:55,7.44,69.55,
745,9/28/2024 20:00,7.44,69.55,
746,9/28/2024 20:05,7.43,69.55,
747,9/28/2024 20:10,7.42,69.55,
748,9/28/2024 20:15,7.4,69.55,
749,9/28/2024 20:20,7.4,69.55,
750,9/28/2024 20:25,7.4,69.55,
751,9/28/2024 20:30,7.39,69.55,
752,9/28/2024 20:35,7.4,69.55,
753,9/28/2024 20:40,7.39,69.55,
754,9/28/2024 20:45,7.39,69.55,
755,9/28/2024 20:50,7.4,69.55,
756,9/28/2024 20:55,7.39,69.55,
757,9/28/2024 21:00,7.39,69.55,
758,9/28/2024 21:05,7.38,69.55,
759,9/28/2024 21:10,7.39,69.55,
760,9/28/2024 21:15,7.39,69.55,
761,9/28/2024 21:20,7.39,69.55,
762,9/28/2024 21:25,7.38,69.55,
763,9/28/2024 21:30,7.38,69.55,
764,9/28/2024 21:35,7.38,69.55,
765,9/28/2024 21:40,7.39,69.55,
766,9/28/2024 21:45,7.38,69.55,
767,9/28/2024 21:50,7.38,69.55,
768,9/28/2024 21:55,7.38,69.55,
769,9/28/2024 22:00,7.38,69.58,
770,9/28/2024 22:05,7.38,69.58,
771,9/28/2024 22:10,7.38,69.58,
772,9/28/2024 22:15,7.38,69.58,
773,9/28/2024 22:20,7.37,69.58,
774,9/28/2024 22:25,7.37,69.58,
775,9/28/2024 22:30,7.36,69.58,
776,9/28/2024 22:35,7.36,69.58,
777,9/28/2024 22:40,7.36,69.58,
778,9/28/2024 22:45,7.36,69.58,
779,9/28/2024 22:50,7.36,69.58,
780,9/28/2024 22:55,7.35,69.58,
781,9/28/2024 23:00,7.36,69.58,
782,9/28/2024 23:05,7.35,69.58,
783,9/28/2024 23:10,7.35,69.58,
784,9/28/2024 23:15,7.35,69.58,
785,9/28/2024 23:20,7.35,69.58,
786,9/28/2024 23:25,7.35,69.58,
787,9/28/2024 23:30,7.34,69.58,
788,9/28/2024 23:35,7.34,69.58,
789,9/28/2024 23:40,7.34,69.58,
790,9/28/2024 23:45,7.34,69.58,
791,9/28/2024 23:50,7.34,69.58,
792,9/28/2024 23:55,7.34,69.58,
793,9/29/2024 0:00,7.34,69.58,
794,9/29/2024 0:05,7.63,69.58,s
795,9/29/2024 0:10,7.63,69.58,
796,9/29/2024 0:15,7.63,69.58,
797,9/29/2024 0:20,7.63,69.58,
798,9/29/2024 0:25,7.61,69.58,
799,9/29/2024 0:30,7.63,69.58,
800,9/29/2024 0:35,7.63,69.58,
801,9/29/2024 0:40,7.63,69.58,
802,9/29/2024 0:45,7.61,69.58,
803,9/29/2024 0:50,7.61,69.58,
804,9/29/2024 0:55,7.61,69.58,
805,9/29/2024 1:00,7.61,69.58,
806,9/29/2024 1:05,7.6,69.58,
807,9/29/2024 1:10,7.6,69.55,
808,9/29/2024 1:15,7.61,69.55,
809,9/29/2024 1:20,7.61,69.55,
810,9/29/2024 1:25,7.6,69.55,
811,9/29/2024 1:30,7.6,69.55,
812,9/29/2024 1:35,7.59,69.55,
813,9/29/2024 1:40,7.59,69.51,
814,9/29/2024 1:45,7.59,69.51,
815,9/29/2024 1:50,7.58,69.51,
816,9/29/2024 1:55,7.59,69.48,
817,9/29/2024 2:00,7.59,69.48,
818,9/29/2024 2:05,7.58,69.48,
819,9/29/2024 2:10,7.58,69.48,
820,9/29/2024 2:15,7.58,69.48,
821,9/29/2024 2:20,7.57,69.44,
822,9/29/2024 2:25,7.57,69.44,
823,9/29/2024 2:30,7.57,69.44,
824,9/29/2024 2:35,7.56,69.44,
825,9/29/2024 2:40,7.56,69.44,
826,9/29/2024 2:45,7.56,69.44,
827,9/29/2024 2:50,7.56,69.4,
828,9/29/2024 2:55,7.56,69.4,
829,9/29/2024 3:00,7.57,69.4,
830,9/29/2024 3:05,7.56,69.4,
831,9/29/2024 3:10,7.56,69.4,
832,9/29/2024 3:15,7.54,69.4,
833,9/29/2024 3:20,7.55,69.4,
834,9/29/2024 3:25,7.54,69.4,
835,9/29/2024 3:30,7.54,69.4,
836,9/29/2024 3:35,7.54,69.4,
837,9/29/2024 3:40,7.54,69.4,
838,9/29/2024 3:45,7.54,69.4,
839,9/29/2024 3:50,7.52,69.4,
840,9/29/2024 3:55,7.52,69.4,
841,9/29/2024 4:00,7.52,69.4,
842,9/29/2024 4:05,7.52,69.4,
843,9/29/2024 4:10,7.52,69.4,
844,9/29/2024 4:15,7.53,69.4,
845,9/29/2024 4:20,7.53,69.4,
846,9/29/2024 4:25,7.52,69.4,
847,9/29/2024 4:30,7.53,69.44,
848,9/29/2024 4:35,7.52,69.4,
849,9/29/2024 4:40,7.52,69.44,
850,9/29/2024 4:45,7.52,69.44,
851,9/29/2024 4:50,7.52,69.4,
852,9/29/2024 4:55,7.5,69.4,
853,9/29/2024 5:00,7.49,69.4,
854,9/29/2024 5:05,7.52,69.4,
855,9/29/2024 5:10,7.5,69.4,
856,9/29/2024 5:15,7.49,69.4,
857,9/29/2024 5:20,7.48,69.4,
858,9/29/2024 5:25,7.48,69.44,
859,9/29/2024 5:30,7.48,69.44,
860,9/29/2024 5:35,7.47,69.44,
861,9/29/2024 5:40,7.46,69.44,
862,9/29/2024 5:45,7.46,69.44,
863,9/29/2024 5:50,7.46,69.44,
864,9/29/2024 5:55,7.46,69.44,
865,9/29/2024 6:00,7.45,69.44,
866,9/29/2024 6:05,7.33,69.51,s
867,9/29/2024 6:10,7.33,69.51,
868,9/29/2024 6:15,7.33,69.51,
869,9/29/2024 6:20,7.33,69.51,
870,9/29/2024 6:25,7.33,69.51,
871,9/29/2024 6:30,7.33,69.51,
872,9/29/2024 6:35,7.32,69.51,
873,9/29/2024 6:40,7.32,69.51,
874,9/29/2024 6:45,7.32,69.51,
875,9/29/2024 6:50,7.32,69.51,
876,9/29/2024 6:55,7.29,69.51,
877,9/29/2024 7:00,7.28,69.51,
878,9/29/2024 7:05,7.27,69.51,
879,9/29/2024 7:10,7.26,69.51,
880,9/29/2024 7:15,7.27,69.51,
881,9/29/2024 7:20,7.28,69.51,
882,9/29/2024 7:25,7.27,69.51,
883,9/29/2024 7:30,7.27,69.51,
884,9/29/2024 7:35,7.26,69.51,
885,9/29/2024 7:40,7.23,69.48,
886,9/29/2024 7:45,7.24,69.48,
887,9/29/2024 7:50,7.23,69.48,
888,9/29/2024 7:55,7.24,69.48,
889,9/29/2024 8:00,7.23,69.48,
890,9/29/2024 8:05,7.23,69.48,
891,9/29/2024 8:10,7.22,69.48,
892,9/29/2024 8:15,7.22,69.48,
893,9/29/2024 8:20,7.2,69.48,
894,9/29/2024 8:25,7.2,69.48,
895,9/29/2024 8:30,7.2,69.44,
896,9/29/2024 8:35,7.2,69.44,
897,9/29/2024 8:40,7.2,69.44,
898,9/29/2024 8:45,7.2,69.44,
899,9/29/2024 8:50,7.2,69.44,
900,9/29/2024 8:55,7.2,69.44,
901,9/29/2024 9:00,7.18,69.44,
902,9/29/2024 9:05,7.18,69.44,
903,9/29/2024 9:10,7.18,69.44,
904,9/29/2024 9:15,7.17,69.44,
905,9/29/2024 9:20,7.17,69.44,
906,9/29/2024 9:25,7.17,69.44,
907,9/29/2024 9:30,7.17,69.4,
908,9/29/2024 9:35,7.17,69.4,
909,9/29/2024 9:40,7.17,69.4,
910,9/29/2024 9:45,7.16,69.4,
911,9/29/2024 9:50,7.16,69.4,
912,9/29/2024 9:55,7.16,69.4,
913,9/29/2024 10:00,7.15,69.4,
914,9/29/2024 10:05,7.15,69.4,
915,9/29/2024 10:10,7.15,69.4,
916,9/29/2024 10:15,7.15,69.4,
917,9/29/2024 10:20,7.15,69.4,
918,9/29/2024 10:25,7.15,69.37,
919,9/29/2024 10:30,7.14,69.37,
920,9/29/2024 10:35,7.14,69.37,
921,9/29/2024 10:40,7.13,69.37,
922,9/29/2024 10:45,7.13,69.37,
923,9/29/2024 10:50,7.13,69.37,
924,9/29/2024 10:55,7.12,69.33,
925,9/29/2024 11:00,7.12,69.33,
926,9/29/2024 11:05,7.13,69.33,
927,9/29/2024 11:10,7.12,69.33,
928,9/29/2024 11:15,7.12,69.3,
929,9/29/2024 11:20,7.12,69.3,
930,9/29/2024 11:25,7.12,69.3,
931,9/29/2024 11:30,7.11,69.3,
932,9/29/2024 11:35,7.12,69.3,
933,9/29/2024 11:40,7.11,69.3,
934,9/29/2024 11:45,7.12,69.3,
935,9/29/2024 11:50,7.12,69.3,
936,9/29/2024 11:55,7.12,69.3,
937,9/29/2024 12:00,7.12,69.3,
938,9/29/2024 12:05,7.77,69.3,s
939,9/29/2024 12:10,7.77,69.3,
940,9/29/2024 12:15,7.78,69.26,
941,9/29/2024 12:20,7.78,69.26,
942,9/29/2024 12:25,7.78,69.26,
943,9/29/2024 12:30,7.78,69.26,
944,9/29/2024 12:35,7.77,69.26,
945,9/29/2024 12:40,7.77,69.26,
946,9/29/2024 12:45,7.77,69.26,
947,9/29/2024 12:50,7.77,69.26,
948,9/29/2024 12:55,7.77,69.26,
949,9/29/2024 13:00,7.76,69.26,
950,9/29/2024 13:05,7.76,69.26,
951,9/29/2024 13:10,7.76,69.26,
952,9/29/2024 13:15,7.76,69.26,
953,9/29/2024 13:20,7.76,69.26,
954,9/29/2024 13:25,7.75,69.26,
955,9/29/2024 13:30,7.75,69.26,
956,9/29/2024 13:35,7.75,69.26,
957,9/29/2024 13:40,7.75,69.26,
958,9/29/2024 13:45,7.75,69.26,
959,9/29/2024 13:50,7.74,69.26,
960,9/29/2024 13:55,7.74,69.26,
961,9/29/2024 14:00,7.74,69.3,
962,9/29/2024 14:05,7.74,69.3,
963,9/29/2024 14:10,7.74,69.3,
964,9/29/2024 14:15,7.74,69.3,
965,9/29/2024 14:20,7.74,69.3,
966,9/29/2024 14:25,7.72,69.3,
967,9/29/2024 14:30,7.71,69.3,
968,9/29/2024 14:35,7.71,69.3,
969,9/29/2024 14:40,7.72,69.3,
970,9/29/2024 14:45,7.72,69.3,
971,9/29/2024 14:50,7.71,69.3,
972,9/29/2024 14:55,7.71,69.3,
973,9/29/2024 15:00,7.71,69.3,
974,9/29/2024 15:05,7.71,69.3,
975,9/29/2024 15:10,7.7,69.3,
976,9/29/2024 15:15,7.7,69.3,
977,9/29/2024 15:20,7.7,69.3,
978,9/29/2024 15:25,7.69,69.3,
979,9/29/2024 15:30,7.7,69.3,
980,9/29/2024 15:35,7.69,69.3,
981,9/29/2024 15:40,7.69,69.3,
982,9/29/2024 15:45,7.69,69.3,
983,9/29/2024 15:50,7.69,69.3,
984,9/29/2024 15:55,7.69,69.3,
985,9/29/2024 16:00,7.68,69.3,
986,9/29/2024 16:05,7.69,69.3,
987,9/29/2024 16:10,7.69,69.3,
988,9/29/2024 16:15,7.69,69.3,
989,9/29/2024 16:20,7.69,69.3,
990,9/29/2024 16:25,7.69,69.3,
991,9/29/2024 16:30,7.69,69.3,
992,9/29/2024 16:35,7.7,69.3,
993,9/29/2024 16:40,7.7,69.3,
994,9/29/2024 16:45,7.7,69.3,
