Plot Title: 20819390,,,,,,,,,,
#,"Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 20819390, SEN S/N: 20819390)","Temp, °F (LGR S/N: 20819390, SEN S/N: 20819390)","DO Adj Conc, mg/L (LGR S/N: 20819390)","DO Percent Sat, % (LGR S/N: 20819390)",Coupler Detached (LGR S/N: 20819390),Coupler Attached (LGR S/N: 20819390),Host Connected (LGR S/N: 20819390),Stopped (LGR S/N: 20819390),End Of File (LGR S/N: 20819390)
32,7/22/2025 21:11,7.29,95.76,6.35,105.6,,,,,
33,7/22/2025 21:16,7.25,96.26,6.32,105.5,,,,,
34,7/22/2025 21:21,7.24,96.69,6.31,105.8,,,,,
35,7/22/2025 21:26,7.17,97.05,6.25,105.1,,,,,
36,7/22/2025 21:31,7.11,97.34,6.2,104.5,,,,,
37,7/22/2025 21:36,7.1,97.59,6.19,104.6,,,,,
38,7/22/2025 21:41,7.07,97.81,6.17,104.4,,,,,
39,7/22/2025 21:46,7.07,97.99,6.17,104.5,,,,,
40,7/22/2025 21:51,7.04,97.99,6.14,104.1,,,,,
41,7/22/2025 21:56,7.06,97.88,6.16,104.3,,,,,
42,7/22/2025 22:01,7.07,97.7,6.17,104.3,,,,,
43,7/22/2025 22:06,7.06,97.41,6.16,103.8,,,,,
44,7/22/2025 22:11,7.08,96.84,6.17,103.6,,,,,
45,7/22/2025 22:16,7.09,95.97,6.18,102.9,,,,,
46,7/22/2025 22:21,7.12,95,6.2,102.5,,,,,
47,7/22/2025 22:26,7.16,93.92,6.23,102,,,,,
48,7/22/2025 22:31,7.23,92.8,6.29,102,,,,,
49,7/22/2025 22:36,7.28,91.65,6.33,101.6,,,,,
50,7/22/2025 22:41,7.35,90.5,6.39,101.5,,,,,
51,7/22/2025 22:46,7.4,89.38,6.43,101.1,,,,,
52,7/22/2025 22:51,7.48,88.3,6.49,101.2,,,,,
53,7/22/2025 22:56,7.55,87.26,6.55,101.1,,,,,
54,7/22/2025 23:01,7.6,86.25,6.59,100.8,,,,,
55,7/22/2025 23:06,7.67,85.32,6.65,100.8,,,,,
56,7/22/2025 23:11,7.75,84.42,6.71,101,,,,,
57,7/22/2025 23:16,7.8,83.52,6.75,100.7,,,,,
58,7/22/2025 23:21,7.88,82.69,6.82,101,,,,,
59,7/22/2025 23:26,7.95,81.86,6.88,101,,,,,
60,7/22/2025 23:31,8,81.07,6.92,100.9,,,,,
61,7/22/2025 23:36,8.05,80.35,6.96,100.8,,,,,
62,7/22/2025 23:41,8.13,79.66,7.02,101.1,,,,,
63,7/22/2025 23:46,8.17,79.02,7.06,100.9,,,,,
64,7/22/2025 23:51,8.23,78.44,7.11,101.1,,,,,
65,7/22/2025 23:56,8.29,77.9,7.15,101.3,,,,,
66,7/23/2025 0:01,8.34,77.36,7.2,101.3,,,,,
67,7/23/2025 0:06,8.37,76.89,7.22,101.2,,,,,
68,7/23/2025 0:11,8.42,76.42,7.26,101.3,,,,,
69,7/23/2025 0:16,8.47,75.96,7.3,101.4,,,,,
70,7/23/2025 0:21,8.49,75.52,7.32,101.2,,,,,
71,7/23/2025 0:26,8.54,75.09,7.36,101.3,,,,,
72,7/23/2025 0:31,8.57,74.7,7.38,101.3,,,,,
73,7/23/2025 0:36,8.61,74.3,7.42,101.3,,,,,
74,7/23/2025 0:41,8.64,73.9,7.44,101.3,,,,,
75,7/23/2025 0:46,8.68,73.54,7.47,101.3,,,,,
76,7/23/2025 0:51,8.7,73.18,7.49,101.2,,,,,
77,7/23/2025 0:56,8.74,72.82,7.52,101.3,,,,,
78,7/23/2025 1:01,8.78,72.5,7.55,101.4,,,,,
79,7/23/2025 1:06,8.8,72.21,7.57,101.3,,,,,
80,7/23/2025 1:11,8.84,71.92,7.6,101.5,,,,,
81,7/23/2025 1:16,8.87,71.64,7.63,101.5,,,,,
82,7/23/2025 1:21,8.89,71.38,7.64,101.4,,,,,
83,7/23/2025 1:26,8.91,71.13,7.66,101.4,,,,,
84,7/23/2025 1:31,8.94,70.92,7.68,101.5,,,,,
85,7/23/2025 1:36,8.97,70.66,7.71,101.6,,,,,
86,7/23/2025 1:41,8.99,70.45,7.72,101.6,,,,,
87,7/23/2025 1:46,9.01,70.23,7.74,101.5,,,,,
88,7/23/2025 1:51,9.02,70.02,7.75,101.4,,,,,
89,7/23/2025 1:56,9.05,69.84,7.77,101.6,,,,,
90,7/23/2025 2:01,9.07,69.66,7.79,101.6,,,,,
91,7/23/2025 2:06,9.07,69.48,7.79,101.4,,,,,
92,7/23/2025 2:11,9.12,69.33,7.83,101.8,,,,,
93,7/23/2025 2:16,9.12,69.15,7.83,101.6,,,,,
94,7/23/2025 2:21,9.13,69.01,7.84,101.5,,,,,
95,7/23/2025 2:26,9.15,68.86,7.85,101.6,,,,,
96,7/23/2025 2:31,9.16,68.72,7.86,101.5,,,,,
97,7/23/2025 2:36,9.19,68.54,7.89,101.7,,,,,
98,7/23/2025 2:41,9.18,68.36,7.88,101.4,,,,,
99,7/23/2025 2:46,9.22,68.22,7.91,101.6,,,,,
100,7/23/2025 2:51,9.22,68.04,7.91,101.4,,,,,
101,7/23/2025 2:56,9.24,67.89,7.93,101.5,,,,,
102,7/23/2025 3:01,9.26,67.75,7.94,101.6,,,,,
103,7/23/2025 3:06,9.27,67.6,7.95,101.5,,,,,
104,7/23/2025 3:11,9.29,67.42,7.97,101.5,,,,,
105,7/23/2025 3:16,9.3,67.28,7.97,101.5,,,,,
106,7/23/2025 3:21,9.31,67.14,7.98,101.4,,,,,
107,7/23/2025 3:26,9.33,66.99,8,101.5,,,,,
108,7/23/2025 3:31,9.33,66.85,8,101.3,,,,,
109,7/23/2025 3:36,9.37,66.7,8.03,101.6,,,,,
110,7/23/2025 3:41,9.38,66.52,8.04,101.5,,,,,
111,7/23/2025 3:46,9.39,66.38,8.05,101.4,,,,,
112,7/23/2025 3:51,9.41,66.24,8.06,101.5,,,,,
113,7/23/2025 3:56,9.42,66.09,8.07,101.4,,,,,
114,7/23/2025 4:01,9.43,65.91,8.08,101.3,,,,,
115,7/23/2025 4:06,9.45,65.77,8.1,101.4,,,,,
116,7/23/2025 4:11,9.46,65.62,8.1,101.3,,,,,
117,7/23/2025 4:16,9.49,65.48,8.13,101.5,,,,,
118,7/23/2025 4:21,9.5,65.37,8.14,101.5,,,,,
119,7/23/2025 4:26,9.52,65.23,8.15,101.5,,,,,
120,7/23/2025 4:31,9.52,65.12,8.15,101.4,,,,,
121,7/23/2025 4:36,9.53,65.01,8.16,101.4,,,,,
122,7/23/2025 4:41,9.54,64.87,8.17,101.3,,,,,
123,7/23/2025 4:46,9.56,64.76,8.18,101.4,,,,,
124,7/23/2025 4:51,9.57,64.65,8.19,101.4,,,,,
125,7/23/2025 4:56,9.59,64.51,8.21,101.4,,,,,
126,7/23/2025 5:01,9.59,64.4,8.21,101.3,,,,,
127,7/23/2025 5:06,9.62,64.29,8.23,101.5,,,,,
128,7/23/2025 5:11,9.64,64.15,8.25,101.5,,,,,
129,7/23/2025 5:16,9.65,64.04,8.26,101.5,,,,,
130,7/23/2025 5:21,9.65,63.93,8.26,101.4,,,,,
131,7/23/2025 5:26,9.67,63.82,8.27,101.5,,,,,
132,7/23/2025 5:31,9.67,63.72,8.27,101.4,,,,,
133,7/23/2025 5:36,9.68,63.61,8.28,101.3,,,,,
134,7/23/2025 5:41,9.7,63.5,8.3,101.4,,,,,
135,7/23/2025 5:46,9.71,63.39,8.3,101.4,,,,,
136,7/23/2025 5:51,9.73,63.28,8.32,101.5,,,,,
137,7/23/2025 5:56,9.74,63.18,8.33,101.5,,,,,
138,7/23/2025 6:01,9.74,63.07,8.33,101.3,,,,,
139,7/23/2025 6:06,9.76,62.96,8.34,101.4,,,,,
140,7/23/2025 6:11,9.78,62.89,8.36,101.5,,,,,
141,7/23/2025 6:16,9.78,62.78,8.36,101.4,,,,,
142,7/23/2025 6:21,9.8,62.67,8.38,101.5,,,,,
143,7/23/2025 6:26,9.8,62.6,8.38,101.4,,,,,
144,7/23/2025 6:31,9.81,62.49,8.38,101.4,,,,,
145,7/23/2025 6:36,9.83,62.38,8.4,101.5,,,,,
146,7/23/2025 6:41,9.83,62.31,8.4,101.4,,,,,
147,7/23/2025 6:46,9.84,62.24,8.41,101.4,,,,,
148,7/23/2025 6:51,9.86,62.17,8.43,101.5,,,,,
149,7/23/2025 6:56,9.86,62.1,8.43,101.4,,,,,
150,7/23/2025 7:01,9.88,62.02,8.44,101.5,,,,,
151,7/23/2025 7:06,9.88,61.95,8.44,101.5,,,,,
152,7/23/2025 7:11,9.88,61.88,8.44,101.4,,,,,
153,7/23/2025 7:16,9.91,61.81,8.47,101.6,,,,,
154,7/23/2025 7:21,9.92,61.74,8.47,101.6,,,,,
155,7/23/2025 7:26,9.91,61.66,8.47,101.4,,,,,
156,7/23/2025 7:31,9.93,61.59,8.48,101.5,,,,,
157,7/23/2025 7:36,9.93,61.52,8.48,101.5,,,,,
158,7/23/2025 7:41,9.93,61.41,8.48,101.3,,,,,
159,7/23/2025 7:46,9.96,61.34,8.51,101.6,,,,,
160,7/23/2025 7:51,9.96,61.27,8.51,101.5,,,,,
161,7/23/2025 7:56,9.96,61.2,8.51,101.4,,,,,
162,7/23/2025 8:01,9.97,61.12,8.51,101.4,,,,,
163,7/23/2025 8:06,9.99,61.05,8.53,101.5,,,,,
164,7/23/2025 8:11,10,60.98,8.54,101.5,,,,,
165,7/23/2025 8:16,10.01,60.87,8.55,101.5,,,,,
166,7/23/2025 8:21,10.02,60.8,8.55,101.5,,,,,
167,7/23/2025 8:26,10.02,60.73,8.55,101.4,,,,,
168,7/23/2025 8:31,10.03,60.66,8.56,101.4,,,,,
169,7/23/2025 8:36,10.04,60.55,8.57,101.4,,,,,
170,7/23/2025 8:41,10.04,60.51,8.57,101.4,,,,,
171,7/23/2025 8:46,10.05,60.4,8.58,101.3,,,,,
172,7/23/2025 8:51,10.05,60.37,8.58,101.3,,,,,
173,7/23/2025 8:56,10.08,60.3,8.6,101.5,,,,,
174,7/23/2025 9:01,10.08,60.22,8.6,101.4,,,,,
175,7/23/2025 9:06,10.09,60.19,8.61,101.5,,,,,
176,7/23/2025 9:11,10.11,60.12,8.63,101.6,,,,,
177,7/23/2025 9:16,10.11,60.04,8.63,101.5,,,,,
178,7/23/2025 9:21,10.09,59.97,8.61,101.2,,,,,
179,7/23/2025 9:26,10.12,59.94,8.63,101.5,,,,,
180,7/23/2025 9:31,10.14,59.86,8.65,101.6,,,,,
181,7/23/2025 9:36,10.14,59.83,8.65,101.6,,,,,
182,7/23/2025 9:41,10.13,59.79,8.64,101.4,,,,,
183,7/23/2025 9:46,10.14,59.76,8.65,101.5,,,,,
184,7/23/2025 9:51,10.15,59.76,8.66,101.6,,,,,
185,7/23/2025 9:56,10.16,59.72,8.67,101.6,,,,,
186,7/23/2025 10:01,10.16,59.72,8.67,101.6,,,,,
187,7/23/2025 10:06,10.15,59.76,8.66,101.6,,,,,
188,7/23/2025 10:11,10.16,59.86,8.67,101.8,,,,,
189,7/23/2025 10:16,10.09,60.26,8.61,101.6,,,,,
190,7/23/2025 10:21,10.06,60.55,8.59,101.6,,,,,
191,7/23/2025 10:26,10.05,60.62,8.58,101.6,,,,,
192,7/23/2025 10:31,10.02,60.55,8.55,101.2,,,,,
193,7/23/2025 10:36,10.05,60.66,8.58,101.6,,,,,
194,7/23/2025 10:41,10.02,60.73,8.55,101.4,,,,,
195,7/23/2025 10:46,10.02,60.73,8.55,101.4,,,,,
196,7/23/2025 10:51,10.04,60.73,8.57,101.6,,,,,
197,7/23/2025 10:56,10.04,60.87,8.57,101.8,,,,,
198,7/23/2025 11:01,10.02,61.45,8.56,102.3,,,,,
199,7/23/2025 11:06,9.96,62.35,8.51,102.8,,,,,
200,7/23/2025 11:11,9.89,63.32,8.46,103.2,,,,,
201,7/23/2025 11:16,9.81,64.15,8.39,103.3,,,,,
202,7/23/2025 11:21,9.71,64.94,8.31,103.2,,,,,
203,7/23/2025 11:26,9.65,65.66,8.27,103.4,,,,,
204,7/23/2025 11:31,9.56,66.31,8.19,103.2,,,,,
205,7/23/2025 11:36,9.5,66.85,8.14,103.2,,,,,
206,7/23/2025 11:41,9.44,67.17,8.09,102.9,,,,,
207,7/23/2025 11:46,9.4,67.42,8.06,102.7,,,,,
208,7/23/2025 11:51,9.39,67.64,8.05,102.9,,,,,
209,7/23/2025 11:56,9.32,67.89,7.99,102.4,,,,,
210,7/23/2025 12:01,9.31,68.25,7.99,102.7,,,,,
211,7/23/2025 12:06,9.31,68.76,7.99,103.3,,,,,
212,7/23/2025 12:11,9.25,69.3,7.94,103.2,,,,,
213,7/23/2025 12:16,9.18,69.8,7.88,103,,,,,
214,7/23/2025 12:21,9.15,70.27,7.86,103.2,,,,,
215,7/23/2025 12:26,9.11,70.77,7.83,103.3,,,,,
216,7/23/2025 12:31,9.07,71.35,7.8,103.5,,,,,
217,7/23/2025 12:36,9.03,71.74,7.76,103.4,,,,,
218,7/23/2025 12:41,8.98,72.03,7.72,103.2,,,,,
219,7/23/2025 12:46,8.97,72.25,7.72,103.3,,,,,
220,7/23/2025 12:51,8.93,72.46,7.68,103.1,,,,,
221,7/23/2025 12:56,8.92,72.64,7.67,103.2,,,,,
222,7/23/2025 13:01,8.89,72.86,7.65,103.1,,,,,
223,7/23/2025 13:06,8.87,73.11,7.63,103.1,,,,,
224,7/23/2025 13:11,8.85,73.18,7.62,102.9,,,,,
225,7/23/2025 13:16,8.82,73.18,7.59,102.6,,,,,
226,7/23/2025 13:21,8.79,73.18,7.57,102.2,,,,,
227,7/23/2025 13:26,8.8,73.26,7.57,102.4,,,,,
228,7/23/2025 13:31,8.8,73.4,7.57,102.6,,,,,
229,7/23/2025 13:36,8.79,73.54,7.57,102.6,,,,,
230,7/23/2025 13:41,8.78,73.87,7.56,102.9,,,,,
231,7/23/2025 13:46,8.74,74.16,7.53,102.7,,,,,
232,7/23/2025 13:51,8.75,74.37,7.54,103.1,,,,,
233,7/23/2025 13:56,8.73,74.55,7.52,103,,,,,
234,7/23/2025 14:01,8.7,74.73,7.49,102.9,,,,,
235,7/23/2025 14:06,8.22,74.52,7.08,97,,,,,
236,7/23/2025 14:11,7.44,73.8,6.41,87.1,,,,,
237,7/23/2025 14:16,7.37,73.18,6.34,85.7,,,,,
238,7/23/2025 14:21,7.32,72.75,6.3,84.8,,,,,
239,7/23/2025 14:26,7.23,72.36,6.22,83.4,,,,,
240,7/23/2025 14:31,7.22,72.07,6.21,83,,,,,
241,7/23/2025 14:36,7.21,71.71,6.2,82.6,,,,,
242,7/23/2025 14:41,7.14,71.35,6.14,81.4,,,,,
243,7/23/2025 14:46,7.14,70.95,6.14,81.1,,,,,
244,7/23/2025 14:51,7.1,70.59,6.1,80.3,,,,,
245,7/23/2025 14:56,7.15,70.2,6.14,80.6,,,,,
246,7/23/2025 15:01,7.08,69.84,6.08,79.5,,,,,
247,7/23/2025 15:06,7.08,69.55,6.08,79.2,,,,,
248,7/23/2025 15:11,7.03,69.26,6.04,78.4,,,,,
249,7/23/2025 15:16,7.06,69.01,6.06,78.5,,,,,
250,7/23/2025 15:21,7.02,68.76,6.03,77.9,,,,,
251,7/23/2025 15:26,7.01,68.54,6.02,77.6,,,,,
252,7/23/2025 15:31,6.96,68.32,5.97,76.8,,,,,
253,7/23/2025 15:36,6.96,68.11,5.97,76.6,,,,,
254,7/23/2025 15:41,6.96,67.93,5.97,76.5,,,,,
255,7/23/2025 15:46,6.95,67.75,5.96,76.2,,,,,
256,7/23/2025 15:51,6.89,67.6,5.91,75.4,,,,,
257,7/23/2025 15:56,3.29,66.7,2.82,35.7,,,,,
258,7/23/2025 16:01,3.31,66.27,2.84,35.7,,,,,
259,7/23/2025 16:06,3.31,66.06,2.84,35.6,,,,,
260,7/23/2025 16:11,3.32,65.95,2.84,35.7,,,,,
261,7/23/2025 16:16,3.32,65.88,2.84,35.7,,,,,
262,7/23/2025 16:21,3.31,65.8,2.84,35.5,,,,,
263,7/23/2025 16:26,3.32,65.77,2.84,35.6,,,,,
264,7/23/2025 16:31,3.31,65.73,2.84,35.5,,,,,
265,7/23/2025 16:36,3.31,65.7,2.84,35.5,,,,,
266,7/23/2025 16:41,3.31,65.7,2.84,35.5,,,,,
267,7/23/2025 16:46,3.31,65.66,2.84,35.5,,,,,
268,7/23/2025 16:51,3.32,65.62,2.84,35.6,,,,,
269,7/23/2025 16:56,3.33,65.62,2.85,35.7,,,,,
270,7/23/2025 17:01,3.33,65.62,2.85,35.7,,,,,
271,7/23/2025 17:06,3.32,65.59,2.84,35.5,,,,,
272,7/23/2025 17:11,3.31,65.59,2.84,35.4,,,,,
273,7/23/2025 17:16,3.32,65.59,2.84,35.5,,,,,
274,7/23/2025 17:21,3.34,65.59,2.86,35.8,,,,,
275,7/23/2025 17:26,3.34,65.59,2.86,35.8,,,,,
276,7/23/2025 17:31,3.33,65.62,2.85,35.7,,,,,
277,7/23/2025 17:36,3.32,65.62,2.84,35.6,,,,,
278,7/23/2025 17:41,3.32,65.66,2.84,35.6,,,,,
279,7/23/2025 17:46,3.33,65.7,2.85,35.7,,,,,
280,7/23/2025 17:51,3.34,65.8,2.86,35.8,,,,,
281,7/23/2025 17:56,3.35,65.88,2.87,36,,,,,
282,7/23/2025 18:01,3.38,65.98,2.9,36.3,,,,,
283,7/23/2025 18:06,3.33,66.06,2.85,35.8,,,,,
284,7/23/2025 18:11,3.34,66.16,2.86,36,,,,,
285,7/23/2025 18:16,3.35,66.2,2.87,36.1,,,,,
286,7/23/2025 18:21,3.34,66.27,2.86,36,,,,,
287,7/23/2025 18:26,3.34,66.27,2.86,36,,,,,
288,7/23/2025 18:31,3.33,66.31,2.85,35.9,,,,,
289,7/23/2025 18:36,3.33,66.31,2.85,35.9,,,,,
290,7/23/2025 18:41,3.33,66.31,2.85,35.9,,,,,
291,7/23/2025 18:46,3.33,66.31,2.85,35.9,,,,,
292,7/23/2025 18:51,3.33,66.31,2.85,35.9,,,,,
293,7/23/2025 18:56,3.33,66.27,2.85,35.9,,,,,
294,7/23/2025 19:01,3.33,66.24,2.85,35.9,,,,,
295,7/23/2025 19:06,3.33,66.2,2.85,35.9,,,,,
296,7/23/2025 19:11,3.34,66.16,2.86,36,,,,,
297,7/23/2025 19:16,3.32,66.16,2.84,35.8,,,,,
298,7/23/2025 19:21,3.33,66.13,2.85,35.9,,,,,
299,7/23/2025 19:26,3.33,66.09,2.85,35.9,,,,,
300,7/23/2025 19:31,3.33,66.09,2.85,35.9,,,,,
301,7/23/2025 19:36,3.33,66.09,2.85,35.9,,,,,
302,7/23/2025 19:41,3.33,66.09,2.85,35.9,,,,,
303,7/23/2025 19:46,3.33,66.13,2.85,35.9,,,,,
304,7/23/2025 19:51,3.33,66.16,2.85,35.9,,,,,
305,7/23/2025 19:56,3.33,66.2,2.85,35.9,,,,,
306,7/23/2025 20:01,3.33,66.27,2.85,35.9,,,,,
307,7/23/2025 20:06,3.33,66.31,2.85,35.9,,,,,
308,7/23/2025 20:11,3.32,66.38,2.85,35.9,,,,,
309,7/23/2025 20:16,3.32,66.42,2.85,35.9,,,,,
310,7/23/2025 20:21,3.32,66.42,2.85,35.9,,,,,
311,7/23/2025 20:26,3.31,66.42,2.84,35.8,,,,,
312,7/23/2025 20:31,3.32,66.42,2.85,35.9,,,,,
313,7/23/2025 20:36,3.32,66.45,2.85,35.9,,,,,
314,7/23/2025 20:41,3.32,66.45,2.85,35.9,,,,,
315,7/23/2025 20:46,3.32,66.49,2.85,35.9,,,,,
316,7/23/2025 20:51,3.32,66.52,2.85,35.9,,,,,
317,7/23/2025 20:56,3.31,66.52,2.84,35.8,,,,,
318,7/23/2025 21:01,3.32,66.56,2.85,35.9,,,,,
319,7/23/2025 21:06,3.31,66.63,2.84,35.9,,,,,
320,7/23/2025 21:11,3.31,66.7,2.84,35.9,,,,,
321,7/23/2025 21:16,3.32,66.78,2.85,36,,,,,
322,7/23/2025 21:21,3.31,66.88,2.84,36,,,,,
323,7/23/2025 21:26,3.31,66.99,2.84,36,,,,,
324,7/23/2025 21:31,3.31,67.06,2.84,36,,,,,
325,7/23/2025 21:36,3.31,67.14,2.84,36.1,,,,,
326,7/23/2025 21:41,3.31,67.21,2.84,36.1,,,,,
327,7/23/2025 21:46,3.31,67.28,2.84,36.1,,,,,
328,7/23/2025 21:51,3.3,67.32,2.83,36,,,,,
329,7/23/2025 21:56,3.08,67.64,2.64,33.7,,,,,
330,7/23/2025 22:01,3.07,67.82,2.63,33.7,,,,,
331,7/23/2025 22:06,3.06,67.89,2.62,33.6,,,,,
332,7/23/2025 22:11,3.06,67.93,2.62,33.6,,,,,
333,7/23/2025 22:16,3.06,67.93,2.62,33.6,,,,,
334,7/23/2025 22:21,3.06,67.93,2.62,33.6,,,,,
335,7/23/2025 22:26,3.05,67.93,2.62,33.5,,,,,
336,7/23/2025 22:31,3.05,67.93,2.62,33.5,,,,,
337,7/23/2025 22:36,3.05,67.96,2.62,33.5,,,,,
338,7/23/2025 22:41,3.05,67.96,2.62,33.5,,,,,
339,7/23/2025 22:46,3.05,67.96,2.62,33.5,,,,,
340,7/23/2025 22:51,3.05,67.96,2.62,33.5,,,,,
341,7/23/2025 22:56,3.05,67.93,2.62,33.5,,,,,
342,7/23/2025 23:01,3.05,67.93,2.62,33.5,,,,,
343,7/23/2025 23:06,3.05,67.89,2.62,33.5,,,,,
344,7/23/2025 23:11,3.05,67.89,2.62,33.5,,,,,
345,7/23/2025 23:16,3.05,67.86,2.62,33.5,,,,,
346,7/23/2025 23:21,3.05,67.82,2.62,33.5,,,,,
347,7/23/2025 23:26,3.05,67.82,2.62,33.5,,,,,
348,7/23/2025 23:31,3.05,67.78,2.62,33.5,,,,,
349,7/23/2025 23:36,3.05,67.75,2.62,33.5,,,,,
350,7/23/2025 23:41,3.05,67.71,2.62,33.4,,,,,
351,7/23/2025 23:46,3.05,67.68,2.62,33.4,,,,,
352,7/23/2025 23:51,3.05,67.64,2.62,33.4,,,,,
353,7/23/2025 23:56,3.05,67.6,2.62,33.4,,,,,
354,7/24/2025 0:01,3.05,67.57,2.62,33.4,,,,,
355,7/24/2025 0:06,3.04,67.53,2.61,33.3,,,,,
356,7/24/2025 0:11,3.04,67.5,2.61,33.2,,,,,
357,7/24/2025 0:16,3.04,67.46,2.61,33.2,,,,,
358,7/24/2025 0:21,3.04,67.46,2.61,33.2,,,,,
359,7/24/2025 0:26,3.04,67.39,2.61,33.2,,,,,
360,7/24/2025 0:31,3.04,67.39,2.61,33.2,,,,,
361,7/24/2025 0:36,3.04,67.32,2.61,33.2,,,,,
362,7/24/2025 0:41,3.03,67.28,2.6,33.1,,,,,
363,7/24/2025 0:46,3.04,67.24,2.61,33.2,,,,,
364,7/24/2025 0:51,3.04,67.17,2.61,33.1,,,,,
365,7/24/2025 0:56,3.03,67.1,2.6,33,,,,,
366,7/24/2025 1:01,3.03,67.03,2.6,33,,,,,
367,7/24/2025 1:06,3.03,66.99,2.6,33,,,,,
368,7/24/2025 1:11,3.03,66.92,2.6,32.9,,,,,
369,7/24/2025 1:16,3.03,66.88,2.6,32.9,,,,,
370,7/24/2025 1:21,3.02,66.81,2.59,32.8,,,,,
371,7/24/2025 1:26,3.02,66.78,2.59,32.8,,,,,
372,7/24/2025 1:31,3.02,66.74,2.59,32.8,,,,,
373,7/24/2025 1:36,3.02,66.7,2.59,32.7,,,,,
374,7/24/2025 1:41,3.02,66.67,2.59,32.7,,,,,
375,7/24/2025 1:46,3.02,66.63,2.59,32.7,,,,,
376,7/24/2025 1:51,3.02,66.6,2.59,32.7,,,,,
377,7/24/2025 1:56,3.02,66.56,2.59,32.7,,,,,
378,7/24/2025 2:01,3.02,66.56,2.59,32.7,,,,,
379,7/24/2025 2:06,3.01,66.52,2.58,32.6,,,,,
380,7/24/2025 2:11,3.02,66.49,2.59,32.7,,,,,
381,7/24/2025 2:16,3.03,66.45,2.6,32.8,,,,,
382,7/24/2025 2:21,3.03,66.45,2.6,32.8,,,,,
383,7/24/2025 2:26,3.04,66.42,2.61,32.9,,,,,
384,7/24/2025 2:31,3.04,66.42,2.61,32.9,,,,,
385,7/24/2025 2:36,3.04,66.38,2.61,32.8,,,,,
386,7/24/2025 2:41,3.04,66.34,2.61,32.8,,,,,
387,7/24/2025 2:46,3.04,66.31,2.61,32.8,,,,,
388,7/24/2025 2:51,3.04,66.27,2.6,32.8,,,,,
389,7/24/2025 2:56,3.03,66.24,2.6,32.7,,,,,
390,7/24/2025 3:01,3.03,66.24,2.6,32.7,,,,,
391,7/24/2025 3:06,3.04,66.2,2.6,32.8,,,,,
392,7/24/2025 3:11,3.04,66.16,2.6,32.8,,,,,
393,7/24/2025 3:16,3.04,66.16,2.6,32.8,,,,,
394,7/24/2025 3:21,3.03,66.09,2.6,32.6,,,,,
395,7/24/2025 3:26,3.04,66.06,2.6,32.7,,,,,
396,7/24/2025 3:31,3.04,66.06,2.6,32.7,,,,,
397,7/24/2025 3:36,3.02,66.02,2.59,32.5,,,,,
398,7/24/2025 3:41,3.04,65.98,2.6,32.7,,,,,
399,7/24/2025 3:46,3.04,65.95,2.6,32.7,,,,,
400,7/24/2025 3:51,3.05,65.95,2.61,32.8,,,,,
