Plot Title: 21737477,,,,,,,,,,
#,"Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 21737477, SEN S/N: 21737477)","Temp, °F (LGR S/N: 21737477, SEN S/N: 21737477)","DO Adj Conc, mg/L (LGR S/N: 21737477)","DO Percent Sat, % (LGR S/N: 21737477)",Coupler Detached (LGR S/N: 21737477),Coupler Attached (LGR S/N: 21737477),Host Connected (LGR S/N: 21737477),Stopped (LGR S/N: 21737477),End Of File (LGR S/N: 21737477)
115,7/22/2025 23:56,8.82,73,7.59,102.4,,,,,
116,7/23/2025 0:01,8.85,72.68,7.61,102.4,,,,,
117,7/23/2025 0:06,8.87,72.36,7.63,102.3,,,,,
118,7/23/2025 0:11,8.9,72.07,7.65,102.3,,,,,
119,7/23/2025 0:16,8.93,71.82,7.68,102.4,,,,,
120,7/23/2025 0:21,8.95,71.53,7.7,102.3,,,,,
121,7/23/2025 0:26,8.97,71.31,7.71,102.3,,,,,
122,7/23/2025 0:31,9,71.06,7.74,102.3,,,,,
123,7/23/2025 0:36,9.02,70.81,7.75,102.3,,,,,
124,7/23/2025 0:41,9.04,70.56,7.77,102.2,,,,,
125,7/23/2025 0:46,9.06,70.34,7.78,102.2,,,,,
126,7/23/2025 0:51,9.08,70.12,7.8,102.2,,,,,
127,7/23/2025 0:56,9.1,69.91,7.82,102.2,,,,,
128,7/23/2025 1:01,9.13,69.69,7.84,102.3,,,,,
129,7/23/2025 1:06,9.14,69.48,7.85,102.2,,,,,
130,7/23/2025 1:11,9.16,69.33,7.86,102.2,,,,,
131,7/23/2025 1:16,9.18,69.19,7.88,102.3,,,,,
132,7/23/2025 1:21,9.21,69.04,7.91,102.5,,,,,
133,7/23/2025 1:26,9.23,68.86,7.92,102.5,,,,,
134,7/23/2025 1:31,9.24,68.68,7.93,102.4,,,,,
135,7/23/2025 1:36,9.25,68.54,7.94,102.3,,,,,
136,7/23/2025 1:41,9.27,68.4,7.95,102.4,,,,,
137,7/23/2025 1:46,9.28,68.22,7.96,102.3,,,,,
138,7/23/2025 1:51,9.3,68.11,7.98,102.4,,,,,
139,7/23/2025 1:56,9.32,67.96,8,102.5,,,,,
140,7/23/2025 2:01,9.33,67.82,8,102.4,,,,,
141,7/23/2025 2:06,9.34,67.68,8.01,102.4,,,,,
142,7/23/2025 2:11,9.35,67.57,8.02,102.3,,,,,
143,7/23/2025 2:16,9.36,67.46,8.03,102.3,,,,,
144,7/23/2025 2:21,9.38,67.35,8.04,102.4,,,,,
145,7/23/2025 2:26,9.39,67.24,8.05,102.4,,,,,
146,7/23/2025 2:31,9.39,67.14,8.05,102.3,,,,,
147,7/23/2025 2:36,9.41,66.99,8.07,102.3,,,,,
148,7/23/2025 2:41,9.43,66.85,8.08,102.4,,,,,
149,7/23/2025 2:46,9.44,66.67,8.09,102.3,,,,,
150,7/23/2025 2:51,9.45,66.52,8.1,102.2,,,,,
151,7/23/2025 2:56,9.46,66.42,8.11,102.2,,,,,
152,7/23/2025 3:01,9.48,66.27,8.12,102.3,,,,,
153,7/23/2025 3:06,9.48,66.16,8.12,102.2,,,,,
154,7/23/2025 3:11,9.49,66.02,8.13,102.1,,,,,
155,7/23/2025 3:16,9.5,65.88,8.14,102,,,,,
156,7/23/2025 3:21,9.51,65.7,8.15,101.9,,,,,
157,7/23/2025 3:26,9.53,65.55,8.16,102,,,,,
158,7/23/2025 3:31,9.55,65.37,8.18,102,,,,,
159,7/23/2025 3:36,9.55,65.19,8.18,101.8,,,,,
160,7/23/2025 3:41,9.57,65.01,8.19,101.8,,,,,
161,7/23/2025 3:46,9.59,64.87,8.21,101.8,,,,,
162,7/23/2025 3:51,9.6,64.69,8.22,101.7,,,,,
163,7/23/2025 3:56,9.62,64.51,8.23,101.7,,,,,
164,7/23/2025 4:01,9.64,64.33,8.25,101.7,,,,,
165,7/23/2025 4:06,9.67,64.15,8.27,101.9,,,,,
166,7/23/2025 4:11,9.69,63.97,8.29,101.9,,,,,
167,7/23/2025 4:16,9.7,63.82,8.3,101.8,,,,,
168,7/23/2025 4:21,9.72,63.64,8.31,101.8,,,,,
169,7/23/2025 4:26,9.74,63.5,8.33,101.8,,,,,
170,7/23/2025 4:31,9.75,63.36,8.34,101.8,,,,,
171,7/23/2025 4:36,9.77,63.21,8.35,101.8,,,,,
172,7/23/2025 4:41,9.78,63.1,8.36,101.8,,,,,
173,7/23/2025 4:46,9.8,62.96,8.38,101.8,,,,,
174,7/23/2025 4:51,9.81,62.85,8.39,101.8,,,,,
175,7/23/2025 4:56,9.82,62.71,8.39,101.7,,,,,
176,7/23/2025 5:01,9.84,62.56,8.41,101.8,,,,,
177,7/23/2025 5:06,9.86,62.46,8.43,101.9,,,,,
178,7/23/2025 5:11,9.86,62.31,8.43,101.7,,,,,
179,7/23/2025 5:16,9.88,62.2,8.44,101.8,,,,,
180,7/23/2025 5:21,9.89,62.06,8.45,101.7,,,,,
181,7/23/2025 5:26,9.91,61.95,8.47,101.8,,,,,
182,7/23/2025 5:31,9.92,61.81,8.47,101.7,,,,,
183,7/23/2025 5:36,9.93,61.7,8.48,101.7,,,,,
184,7/23/2025 5:41,9.95,61.59,8.5,101.8,,,,,
185,7/23/2025 5:46,9.96,61.48,8.51,101.7,,,,,
186,7/23/2025 5:51,9.97,61.38,8.52,101.7,,,,,
187,7/23/2025 5:56,9.98,61.27,8.52,101.7,,,,,
188,7/23/2025 6:01,9.99,61.16,8.53,101.6,,,,,
189,7/23/2025 6:06,10,61.09,8.54,101.7,,,,,
190,7/23/2025 6:11,10.01,61.02,8.55,101.7,,,,,
191,7/23/2025 6:16,10.02,60.91,8.55,101.6,,,,,
192,7/23/2025 6:21,10.03,60.8,8.56,101.6,,,,,
193,7/23/2025 6:26,10.04,60.73,8.57,101.6,,,,,
194,7/23/2025 6:31,10.05,60.62,8.58,101.6,,,,,
195,7/23/2025 6:36,10.06,60.55,8.59,101.6,,,,,
196,7/23/2025 6:41,10.07,60.44,8.59,101.6,,,,,
197,7/23/2025 6:46,10.08,60.37,8.6,101.6,,,,,
198,7/23/2025 6:51,10.09,60.3,8.61,101.6,,,,,
199,7/23/2025 6:56,10.1,60.26,8.62,101.7,,,,,
200,7/23/2025 7:01,10.1,60.22,8.62,101.6,,,,,
201,7/23/2025 7:06,10.11,60.19,8.63,101.7,,,,,
202,7/23/2025 7:11,10.11,60.15,8.63,101.6,,,,,
203,7/23/2025 7:16,10.12,60.08,8.64,101.7,,,,,
204,7/23/2025 7:21,10.12,60.01,8.63,101.6,,,,,
205,7/23/2025 7:26,10.14,59.94,8.65,101.7,,,,,
206,7/23/2025 7:31,10.14,59.9,8.65,101.6,,,,,
207,7/23/2025 7:36,10.15,59.83,8.66,101.7,,,,,
208,7/23/2025 7:41,10.15,59.76,8.66,101.6,,,,,
209,7/23/2025 7:46,10.17,59.68,8.68,101.7,,,,,
210,7/23/2025 7:51,10.17,59.61,8.68,101.6,,,,,
211,7/23/2025 7:56,10.18,59.54,8.68,101.6,,,,,
212,7/23/2025 8:01,10.19,59.47,8.69,101.6,,,,,
213,7/23/2025 8:06,10.2,59.4,8.7,101.6,,,,,
214,7/23/2025 8:11,10.2,59.32,8.7,101.5,,,,,
215,7/23/2025 8:16,10.22,59.25,8.72,101.7,,,,,
216,7/23/2025 8:21,10.22,59.18,8.72,101.6,,,,,
217,7/23/2025 8:26,10.23,59.11,8.72,101.6,,,,,
218,7/23/2025 8:31,10.24,59.04,8.73,101.6,,,,,
219,7/23/2025 8:36,10.24,58.96,8.73,101.5,,,,,
220,7/23/2025 8:41,10.26,58.86,8.75,101.6,,,,,
221,7/23/2025 8:46,10.26,58.78,8.75,101.5,,,,,
222,7/23/2025 8:51,10.27,58.71,8.75,101.5,,,,,
223,7/23/2025 8:56,10.28,58.64,8.76,101.5,,,,,
224,7/23/2025 9:01,10.29,58.6,8.77,101.6,,,,,
225,7/23/2025 9:06,10.29,58.53,8.77,101.5,,,,,
226,7/23/2025 9:11,10.3,58.5,8.78,101.5,,,,,
227,7/23/2025 9:16,10.31,58.42,8.79,101.5,,,,,
228,7/23/2025 9:21,10.31,58.35,8.79,101.4,,,,,
229,7/23/2025 9:26,10.32,58.32,8.79,101.5,,,,,
230,7/23/2025 9:31,10.33,58.28,8.8,101.6,,,,,
231,7/23/2025 9:36,10.33,58.21,8.8,101.5,,,,,
232,7/23/2025 9:41,10.34,58.21,8.81,101.6,,,,,
233,7/23/2025 9:46,10.34,58.17,8.81,101.5,,,,,
234,7/23/2025 9:51,10.34,58.17,8.81,101.5,,,,,
235,7/23/2025 9:56,10.34,58.17,8.81,101.5,,,,,
236,7/23/2025 10:01,10.35,58.17,8.82,101.6,,,,,
237,7/23/2025 10:06,10.35,58.21,8.82,101.7,,,,,
238,7/23/2025 10:11,10.34,58.28,8.81,101.7,,,,,
239,7/23/2025 10:16,10.33,58.39,8.8,101.7,,,,,
240,7/23/2025 10:21,10.27,59,8.76,101.8,,,,,
241,7/23/2025 10:26,10.18,59.43,8.68,101.5,,,,,
242,7/23/2025 10:31,10.16,59.68,8.67,101.6,,,,,
243,7/23/2025 10:36,10.14,59.76,8.65,101.5,,,,,
244,7/23/2025 10:41,10.15,59.79,8.66,101.6,,,,,
245,7/23/2025 10:46,10.15,59.94,8.66,101.8,,,,,
246,7/23/2025 10:51,10.12,60.01,8.63,101.6,,,,,
247,7/23/2025 10:56,10.1,60.04,8.62,101.4,,,,,
248,7/23/2025 11:01,10.09,60.15,8.61,101.4,,,,,
249,7/23/2025 11:06,10.11,60.62,8.63,102.2,,,,,
250,7/23/2025 11:11,10.1,61.48,8.63,103.2,,,,,
251,7/23/2025 11:16,9.99,62.31,8.54,103,,,,,
252,7/23/2025 11:21,9.9,63.18,8.47,103.1,,,,,
253,7/23/2025 11:26,9.83,64.04,8.41,103.4,,,,,
254,7/23/2025 11:31,9.75,64.83,8.35,103.5,,,,,
255,7/23/2025 11:36,9.67,65.59,8.28,103.5,,,,,
256,7/23/2025 11:41,9.58,66.2,8.21,103.3,,,,,
257,7/23/2025 11:46,9.51,66.7,8.15,103.1,,,,,
258,7/23/2025 11:51,9.46,66.99,8.11,102.9,,,,,
259,7/23/2025 11:56,9.41,67.28,8.07,102.7,,,,,
260,7/23/2025 12:01,9.4,67.53,8.06,102.9,,,,,
261,7/23/2025 12:06,9.37,67.89,8.04,102.9,,,,,
262,7/23/2025 12:11,9.37,68.36,8.04,103.5,,,,,
263,7/23/2025 12:16,9.32,69.01,8,103.6,,,,,
264,7/23/2025 12:21,9.27,69.55,7.96,103.7,,,,,
265,7/23/2025 12:26,9.22,70.09,7.92,103.8,,,,,
266,7/23/2025 12:31,9.16,70.63,7.87,103.7,,,,,
267,7/23/2025 12:36,9.13,71.2,7.85,104,,,,,
268,7/23/2025 12:41,9.07,71.71,7.8,103.9,,,,,
269,7/23/2025 12:46,9.01,72.1,7.75,103.6,,,,,
270,7/23/2025 12:51,8.99,72.43,7.73,103.7,,,,,
271,7/23/2025 12:56,8.96,72.93,7.71,103.9,,,,,
272,7/23/2025 13:01,8.94,73.69,7.7,104.5,,,,,
273,7/23/2025 13:06,8.9,74.62,7.67,105.1,,,,,
274,7/23/2025 13:11,8.83,75.67,7.61,105.4,,,,,
275,7/23/2025 13:16,8.71,76.39,7.51,104.8,,,,,
276,7/23/2025 13:21,8.63,76.6,7.44,104,,,,,
277,7/23/2025 13:26,8.6,76.82,7.42,103.9,,,,,
278,7/23/2025 13:31,8.56,77.11,7.38,103.7,,,,,
279,7/23/2025 13:36,8.52,77.4,7.35,103.5,,,,,
280,7/23/2025 13:41,8.5,77.65,7.34,103.6,,,,,
281,7/23/2025 13:46,8.47,77.97,7.31,103.5,,,,,
282,7/23/2025 13:51,8.44,78.15,7.29,103.4,,,,,
283,7/23/2025 13:56,8.42,78.22,7.27,103.2,,,,,
284,7/23/2025 14:01,8.4,78.26,7.25,103,,,,,
285,7/23/2025 14:06,8.4,78.19,7.25,102.9,,,,,
286,7/23/2025 14:11,8.4,78.12,7.25,102.8,,,,,
287,7/23/2025 14:16,8.41,77.97,7.26,102.8,,,,,
288,7/23/2025 14:21,8.43,77.79,7.28,102.9,,,,,
289,7/23/2025 14:26,8.45,77.61,7.29,102.9,,,,,
290,7/23/2025 14:31,8.12,76.06,7,97.3,,,,,
291,7/23/2025 14:36,8.04,74.62,6.93,94.9,,,,,
292,7/23/2025 14:41,8.07,74.01,6.95,94.7,,,,,
293,7/23/2025 14:46,8,73.72,6.89,93.6,,,,,
294,7/23/2025 14:51,7.98,73.54,6.87,93.2,,,,,
295,7/23/2025 14:56,7.99,73.4,6.88,93.1,,,,,
296,7/23/2025 15:01,8,73.33,6.89,93.2,,,,,
297,7/23/2025 15:06,7.99,73.26,6.88,93,,,,,
298,7/23/2025 15:11,8.05,73.18,6.93,93.6,,,,,
299,7/23/2025 15:16,8.05,73.15,6.93,93.6,,,,,
300,7/23/2025 15:21,8.04,73.08,6.92,93.4,,,,,
301,7/23/2025 15:26,8.04,73.04,6.92,93.4,,,,,
302,7/23/2025 15:31,8.04,73,6.92,93.3,,,,,
303,7/23/2025 15:36,8.02,73,6.9,93.1,,,,,
304,7/23/2025 15:41,8.05,72.97,6.93,93.4,,,,,
305,7/23/2025 15:46,8.15,72.93,7.01,94.5,,,,,
306,7/23/2025 15:51,8.1,72.93,6.97,94,,,,,
307,7/23/2025 15:56,8.08,72.9,6.95,93.7,,,,,
308,7/23/2025 16:01,8.06,72.86,6.94,93.4,,,,,
309,7/23/2025 16:06,8.11,72.82,6.98,94,,,,,
310,7/23/2025 16:11,8.13,72.79,7,94.2,,,,,
311,7/23/2025 16:16,8.12,72.79,6.99,94.1,,,,,
312,7/23/2025 16:21,8.11,72.79,6.98,93.9,,,,,
313,7/23/2025 16:26,8.09,72.79,6.96,93.7,,,,,
314,7/23/2025 16:31,8.08,72.75,6.95,93.6,,,,,
315,7/23/2025 16:36,8.07,72.75,6.94,93.4,,,,,
316,7/23/2025 16:41,8.06,72.72,6.94,93.3,,,,,
317,7/23/2025 16:46,8.03,72.72,6.91,92.9,,,,,
318,7/23/2025 16:51,8.01,72.72,6.89,92.7,,,,,
319,7/23/2025 16:56,8,72.68,6.88,92.6,,,,,
320,7/23/2025 17:01,8,72.68,6.88,92.6,,,,,
321,7/23/2025 17:06,8,72.64,6.88,92.5,,,,,
322,7/23/2025 17:11,8,72.64,6.88,92.5,,,,,
323,7/23/2025 17:16,7.99,72.61,6.87,92.4,,,,,
324,7/23/2025 17:21,7.99,72.61,6.87,92.4,,,,,
325,7/23/2025 17:26,8,72.57,6.88,92.5,,,,,
326,7/23/2025 17:31,7.99,72.54,6.87,92.3,,,,,
327,7/23/2025 17:36,8.01,72.5,6.89,92.5,,,,,
328,7/23/2025 17:41,7.99,72.46,6.87,92.2,,,,,
329,7/23/2025 17:46,7.95,72.46,6.84,91.8,,,,,
330,7/23/2025 17:51,8,72.43,6.88,92.3,,,,,
331,7/23/2025 17:56,7.97,72.43,6.86,92,,,,,
332,7/23/2025 18:01,7.9,72.39,6.8,91.1,,,,,
333,7/23/2025 18:06,7.87,72.36,6.77,90.7,,,,,
334,7/23/2025 18:11,7.9,72.36,6.8,91.1,,,,,
335,7/23/2025 18:16,7.84,72.32,6.74,90.4,,,,,
336,7/23/2025 18:21,7.75,72.28,6.67,89.3,,,,,
337,7/23/2025 18:26,7.76,72.28,6.68,89.4,,,,,
338,7/23/2025 18:31,7.75,72.25,6.67,89.3,,,,,
339,7/23/2025 18:36,7.77,72.21,6.68,89.5,,,,,
340,7/23/2025 18:41,7.65,72.21,6.58,88.1,,,,,
341,7/23/2025 18:46,7.62,72.18,6.55,87.7,,,,,
342,7/23/2025 18:51,7.62,72.14,6.55,87.7,,,,,
343,7/23/2025 18:56,7.64,72.14,6.57,87.9,,,,,
344,7/23/2025 19:01,7.65,72.1,6.58,88,,,,,
345,7/23/2025 19:06,7.73,72.1,6.65,88.9,,,,,
346,7/23/2025 19:11,7.76,72.1,6.67,89.2,,,,,
347,7/23/2025 19:16,7.77,72.1,6.68,89.3,,,,,
348,7/23/2025 19:21,7.76,72.07,6.67,89.2,,,,,
349,7/23/2025 19:26,7.77,72.07,6.68,89.3,,,,,
350,7/23/2025 19:31,7.76,72.07,6.67,89.2,,,,,
351,7/23/2025 19:36,7.71,72.1,6.63,88.7,,,,,
352,7/23/2025 19:41,7.74,72.18,6.66,89.1,,,,,
353,7/23/2025 19:46,7.75,72.25,6.67,89.3,,,,,
354,7/23/2025 19:51,7.72,72.32,6.64,89,,,,,
355,7/23/2025 19:56,7.71,72.39,6.63,88.9,,,,,
356,7/23/2025 20:01,7.73,72.46,6.65,89.2,,,,,
357,7/23/2025 20:06,7.74,72.57,6.66,89.4,,,,,
358,7/23/2025 20:11,7.71,72.68,6.63,89.2,,,,,
359,7/23/2025 20:16,7.67,72.75,6.6,88.8,,,,,
360,7/23/2025 20:21,7.66,72.86,6.59,88.8,,,,,
361,7/23/2025 20:26,7.7,72.9,6.63,89.3,,,,,
362,7/23/2025 20:31,7.67,72.97,6.6,89,,,,,
363,7/23/2025 20:36,7.7,73.04,6.63,89.4,,,,,
364,7/23/2025 20:41,7.69,73.11,6.62,89.4,,,,,
365,7/23/2025 20:46,7.67,73.18,6.6,89.2,,,,,
366,7/23/2025 20:51,7.68,73.22,6.61,89.4,,,,,
367,7/23/2025 20:56,7.68,73.29,6.61,89.4,,,,,
368,7/23/2025 21:01,7.67,73.36,6.6,89.4,,,,,
369,7/23/2025 21:06,7.64,73.4,6.58,89.1,,,,,
370,7/23/2025 21:11,7.66,73.47,6.59,89.4,,,,,
371,7/23/2025 21:16,7.68,73.47,6.61,89.6,,,,,
372,7/23/2025 21:21,7.68,73.51,6.61,89.6,,,,,
373,7/23/2025 21:26,7.66,73.51,6.59,89.4,,,,,
374,7/23/2025 21:31,7.67,73.54,6.6,89.6,,,,,
375,7/23/2025 21:36,7.66,73.58,6.59,89.5,,,,,
376,7/23/2025 21:41,7.64,73.65,6.58,89.3,,,,,
377,7/23/2025 21:46,7.65,73.69,6.59,89.5,,,,,
378,7/23/2025 21:51,7.65,73.72,6.59,89.5,,,,,
379,7/23/2025 21:56,7.64,73.8,6.58,89.4,,,,,
380,7/23/2025 22:01,10.46,74.08,9.01,122.8,,,,,
381,7/23/2025 22:06,10.38,74.44,8.94,122.3,,,,,
382,7/23/2025 22:11,10.36,74.55,8.92,122.2,,,,,
383,7/23/2025 22:16,10.37,74.62,8.93,122.5,,,,,
384,7/23/2025 22:21,10.35,74.66,8.92,122.3,,,,,
385,7/23/2025 22:26,10.36,74.66,8.92,122.4,,,,,
386,7/23/2025 22:31,10.35,74.66,8.92,122.3,,,,,
387,7/23/2025 22:36,10.33,74.66,8.9,122,,,,,
388,7/23/2025 22:41,10.32,74.66,8.89,121.9,,,,,
389,7/23/2025 22:46,10.31,74.66,8.88,121.8,,,,,
390,7/23/2025 22:51,10.3,74.66,8.87,121.7,,,,,
391,7/23/2025 22:56,10.31,74.66,8.88,121.8,,,,,
392,7/23/2025 23:01,10.29,74.62,8.86,121.5,,,,,
393,7/23/2025 23:06,10.27,74.59,8.85,121.2,,,,,
394,7/23/2025 23:11,10.26,74.55,8.84,121.1,,,,,
395,7/23/2025 23:16,10.25,74.52,8.83,120.9,,,,,
396,7/23/2025 23:21,10.23,74.48,8.81,120.6,,,,,
397,7/23/2025 23:26,10.21,74.44,8.79,120.3,,,,,
398,7/23/2025 23:31,10.18,74.41,8.77,119.9,,,,,
399,7/23/2025 23:36,10.17,74.37,8.76,119.8,,,,,
400,7/23/2025 23:41,10.19,74.34,8.78,120,,,,,
